"GeneID"	"control_1"	"control_2"	"control_3"	"treatment_1"	"treatment_2"	"treatment_3"	"treatment_4"	"treatment_5"	"treatment_6"	"treatment_7"	"treatment_8"	"treatment_9"	"treatment_10"	"treatment_11"	"treatment_12"
"AT2G23840"	249.117	172.982	311.202	407.448	444.076	573.6	431.493	546.46	500.753	571.514	545.599	493.24	619.355	491.151	519.496
"AT2G23930"	558.625	541.708	566.743	487.468	494.417	414.629	496.158	525.065	419.04	409.075	503.696	455.769	309.182	385.323	227.698
"AT2G24020"	852.349	1042.447	1018.787	984.734	940.291	882.05	833.592	719.402	893.603	682.925	541.324	621.712	262.606	264.57	289.884
"AT2G24060"	715.781	881.983	1004.45	711.197	780.28	712.402	790.09	757.734	713.415	435.439	346.344	461.122	182.338	146.531	164.555
"AT2G24090"	2656.558	3342.43	3010.82	2345.071	2680.64	2062.467	2139.827	2099.37	2078.438	1557.206	1411.033	1569.192	422.152	377.182	409.473
"AT2G24150"	358.92	316.376	404.816	283.336	431.491	342.262	288.054	255.847	218.948	259.393	253.131	230.179	125.853	147.888	138.723
"AT2G24180"	424.116	360.759	227.709	297.217	212.15	211.17	285.702	244.258	238.853	321.477	263.393	263.061	449.899	548.135	564.461
"AT2G24200"	1392.445	1248.432	1071.919	1310.529	1310.655	1049.919	1362.67	1103.618	1006.743	1454.299	1407.612	1391.014	840.341	861.55	930.882
"AT2G24270"	1888.62	2314.778	2163.236	2413.66	2793.906	2599.29	2340.877	2061.038	2149.675	2808.243	3011.059	2574.79	2654.803	1742.094	2099.03
"AT2G24420"	570.292	592.92	597.947	679.352	773.089	830.444	958.219	862.926	835.985	1168.542	1037.323	867.95	1445.822	1512.8	1563.27
"AT2G24500"	249.803	294.753	228.552	190.251	165.405	274.047	212.807	217.514	248.281	207.514	215.503	240.885	375.577	563.06	385.556
"AT2G24550"	699.311	679.411	836.62	1326.043	1118.282	1166.774	404.451	488.516	465.134	394.617	325.82	503.946	695.659	704.164	877.306
"AT2G24590"	216.176	213.952	153.493	191.068	104.277	178.545	146.966	145.307	128.855	150.533	164.193	137.648	139.726	161.456	152.117
"AT2G24762"	216.862	200.295	201.565	280.886	282.267	274.047	216.334	180.073	192.758	181.15	277.931	270.709	92.16	35.276	70.797
"AT2G24790"	1354.014	1670.646	1871.431	1741.656	1956.094	1788.421	1636.615	1642.947	1642.636	1585.271	1515.364	1547.015	607.463	401.604	534.803
"AT2G24940"	1780.875	1716.168	1554.325	1841.273	2180.829	1828.757	2179.802	1799.842	1891.965	2379.608	2678.397	2071.609	3089.837	3552.026	3635.512
"AT2G25080"	3765.573	4506.648	5185.019	5699.373	6402.252	6452.551	5816.332	5524.33	5948.271	5149.58	4668.382	4228.101	2131.572	2088.07	2730.461
"AT2G25310"	544.9	532.604	415.78	498.899	409.917	500.639	512.618	506.345	434.754	499.224	455.806	428.24	344.857	326.982	326.239
"AT2G25430"	470.096	357.345	270.721	399.283	316.427	411.663	231.619	301.311	234.662	296.813	336.082	342.592	430.08	400.247	359.724
"AT2G25450"	2758.126	2232.839	2021.55	3408.192	3016.843	2590.392	2928.741	2503.198	2801.282	3167.14	3048.687	2911.264	8603.582	12518.926	14415.761
"AT2G25490"	510.586	509.843	491.683	586.268	684.992	538.009	612.555	581.227	631.703	655.71	704.661	695.125	640.165	738.083	902.181
"AT2G25510"	22054.712	28744.673	24079.811	28719.776	28135.031	20004.805	34993.227	33435.7	31249.901	12963.674	16399.625	31068.017	1709.419	1801.792	1215.026
"AT2G25520"	945.682	932.057	946.258	1072.103	945.685	1324.558	1067.562	1322.024	1116.741	1085.196	1227.171	1273.248	1327.897	1225.164	1246.598
"AT2G25610"	562.743	566.745	453.731	511.964	463.853	523.18	599.622	567.855	515.419	591.925	553.296	556.711	867.097	1162.753	905.051
"AT2G25625"	17.157	23.899	36.265	82.469	185.182	64.656	72.895	211.274	29.333	202.411	305.296	201.12	3584.33	3733.834	3217.428
"AT2G25670"	955.29	853.532	871.198	630.36	711.961	777.652	760.697	765.757	891.507	696.533	751.696	861.067	1019.706	1154.612	1255.208
"AT2G25900"	1553.033	2771.133	3312.745	2524.708	3385.409	3436.259	1755.364	2044.1	2545.667	1396.467	1362.288	1365.778	1123.757	633.612	1162.407
"AT2G25964"	40.49	47.798	67.469	51.441	93.49	87.79	118.749	68.642	93.236	146.28	126.565	82.589	305.218	189.948	291.798
"AT2G26080"	1126.172	1171.046	1177.34	1482	1368.187	1736.221	972.328	1046.565	987.887	1433.037	1467.474	1151.659	1175.288	989.086	1149.97
"AT2G26140"	401.469	351.655	371.925	440.926	471.045	337.516	391.518	423.44	420.088	421.832	479.751	383.121	625.301	839.841	712.752
"AT2G26190"	794.016	738.589	967.342	655.673	436.885	498.266	325.677	329.837	329.994	164.14	145.379	261.532	69.368	97.688	93.758
"AT2G26240"	369.9	335.722	381.202	359.273	298.448	240.236	403.275	418.091	375.041	220.271	222.345	313.533	113.961	168.24	124.373
"AT2G26250"	1498.817	1652.437	1421.073	1477.918	1603.709	1785.455	1292.126	1139.276	1258.167	1280.804	1287.888	1078.246	2179.138	1800.435	1942.129
"AT2G26330"	254.607	235.575	337.347	351.107	341.597	323.28	299.811	374.41	427.421	448.196	356.607	387.71	195.221	151.958	184.646
"AT2G26440"	553.821	556.503	361.804	229.445	199.565	200.493	412.681	431.463	401.231	114.813	106.896	369.357	39.639	39.346	20.091
"AT2G26500"	9730.646	11858.401	12147.856	11095.813	12549.206	10955.93	12021.831	10441.58	12160.538	9122.963	8892.074	8873.736	4091.706	2803.089	3971.318
"AT2G26560"	4201.355	2124.725	1513.844	931.66	431.491	485.217	674.869	907.498	809.795	226.224	243.724	484.064	101.079	141.104	98.542
"AT2G26690"	717.84	813.7	749.753	1107.213	1118.282	886.202	713.668	622.234	629.607	739.907	812.413	645.418	1013.76	824.917	985.415
"AT2G26730"	189.411	270.854	251.323	322.529	224.735	234.304	333.907	302.202	281.804	250.888	278.786	239.355	60.449	32.563	45.922
"AT2G26740"	962.839	867.188	731.199	1092.516	1064.345	976.365	837.119	870.949	679.892	735.654	698.675	772.361	2333.729	2447.615	2556.339
"AT2G26900"	1560.582	1620.572	1467.458	1670.618	1711.582	1374.385	1910.56	1735.658	1748.444	1661.813	1719.75	1812.371	489.538	340.55	277.447
"AT2G26975"	273.136	452.941	346.624	373.154	346.991	351.159	283.351	257.63	288.09	187.103	244.579	203.414	319.092	279.495	340.59
"AT2G27030"	1511.17	1717.306	1575.409	1586.516	1535.39	1420.653	1307.411	1374.619	1486.544	1178.748	1213.488	1272.483	1455.732	1484.307	1286.78
"AT2G27260"	256.666	250.369	283.371	173.921	176.192	137.616	146.966	143.524	194.854	195.607	164.193	172.061	313.146	369.042	269.793
"AT2G27290"	981.368	1276.883	1159.629	1411.779	1598.316	1335.235	1579.004	1256.056	1314.738	1456	1511.088	1189.13	1148.532	1066.422	1341.313
"AT2G27385"	1988.815	2657.329	3462.864	2639.838	3234.387	3714.458	4069.199	4218.352	4387.348	2838.01	2273.901	2555.673	1108.893	853.409	1088.74
"AT2G27500"	328.724	245.817	204.095	202.499	176.192	185.664	115.221	97.168	126.76	84.196	135.972	82.589	274.498	369.042	452.526
"AT2G27510"	250.489	259.474	202.408	282.519	343.395	204.052	175.184	240.692	207.425	318.925	344.634	280.65	366.658	577.984	370.248
"AT2G27530"	3607.044	3422.093	3309.372	2713.326	2655.469	2605.815	2403.19	2661.876	2355.004	2244.383	2249.956	2349.2	1489.425	1824.857	1524.045
"AT2G27580"	367.155	348.241	290.962	254.757	239.118	242.015	286.878	217.514	211.615	258.542	266.814	264.591	560.888	626.828	566.374
"AT2G27600"	770.683	740.866	764.09	738.142	740.727	686.896	790.09	791.61	724.939	688.879	704.661	655.36	661.966	630.898	684.05
"AT2G27710"	2913.909	2859.9	2550.341	1988.248	1920.136	1613.434	1921.141	1944.257	1678.255	1547	1566.674	1910.254	941.419	823.56	736.67
"AT2G27720"	3031.948	3030.607	2784.797	2333.64	2418.149	2006.709	2128.07	2081.541	2240.816	1901.645	2039.584	2086.903	1429.966	1624.055	1460.902
"AT2G27730"	1104.211	1125.524	1015.414	1001.065	1245.931	922.386	1079.319	949.397	834.937	1153.234	1197.24	1113.423	1119.794	1385.263	1146.143
"AT2G27830"	306.077	541.708	701.681	674.453	652.631	696.387	865.337	741.688	838.08	739.056	812.413	628.595	3167.133	3416.349	3710.136
"AT2G27860"	1336.171	1372.479	1342.64	1217.445	1497.634	1405.23	1395.591	1521.709	1527.4	1302.916	1200.661	1199.071	1130.694	1088.13	1149.013
"AT2G27970"	293.038	290.201	240.36	209.848	226.533	252.692	246.903	289.722	266.09	212.617	252.276	264.591	54.503	40.703	60.273
"AT2G28000"	2141.854	2363.714	2078.899	1748.189	1551.571	1494.799	1787.108	1453.959	1560.924	1097.103	1012.523	1167.718	340.893	246.932	250.659
"AT2G28190"	7568.89	5945.133	6192	3116.691	2425.341	3363.299	7161.366	7354.481	8871.075	7405.019	3731.113	5689.469	2814.348	3003.891	2642.443
"AT2G28305"	308.136	299.305	302.769	257.207	266.086	306.671	178.711	207.708	207.425	225.374	255.696	230.943	961.239	804.565	964.367
"AT2G28370"	401.469	358.483	396.382	370.704	467.449	460.303	427.965	346.775	483.991	346.991	374.565	424.416	457.827	478.94	581.682
"AT2G28400"	225.097	141.117	187.227	108.598	115.064	93.128	168.129	194.337	141.426	223.673	323.255	262.297	1874.911	2424.55	2387.957
"AT2G28430"	308.136	376.692	306.142	392.75	555.545	302.519	331.556	318.248	345.708	290.009	310.427	285.238	223.959	195.375	173.165
"AT2G28605"	289.607	389.21	386.262	402.549	442.279	374.886	460.886	336.969	430.563	353.794	248.855	272.238	68.377	56.984	55.489
"AT2G28720"	542.841	1002.615	944.571	890.017	1199.186	971.026	1680.117	1610.854	1730.635	1643.103	1379.392	1475.897	772.955	554.919	577.855
"AT2G28790"	632.742	564.469	426.744	667.921	722.748	561.143	716.019	648.086	749.034	770.523	876.551	864.126	212.067	150.602	197.083
"AT2G28800"	2574.205	3250.249	3271.42	3115.875	3423.164	3277.882	3300.272	3226.166	3410.985	2938.365	2610.839	2684.909	2967.948	2846.505	3283.441
"AT2G28840"	702.056	588.368	653.609	418.063	535.768	645.374	1158.093	894.127	886.269	1021.411	944.965	715.772	2799.484	3260.321	2541.988
"AT2G28900"	951.173	951.403	1096.377	795.299	974.451	1067.714	2801.763	2578.08	3094.61	2062.383	1561.543	1513.368	1213.935	2226.461	1552.746
"AT2G28930"	211.372	200.295	169.517	117.58	201.363	135.837	168.129	111.432	188.568	130.122	102.621	139.943	88.196	44.773	71.754
"AT2G28950"	965.584	1608.054	1588.06	1680.417	1794.285	1791.387	1523.745	1423.649	1466.64	1206.813	1320.385	1333.66	109.006	59.698	67.927
"AT2G29020"	456.371	470.011	343.25	400.916	381.151	403.359	392.694	459.989	390.755	412.477	410.482	389.239	472.692	508.789	578.812
"AT2G29180"	410.39	604.3	504.333	462.972	512.396	402.765	472.643	407.394	534.276	331.682	320.689	338.003	78.286	37.99	43.052
"AT2G29310"	430.292	540.57	584.453	742.225	676.003	745.027	697.207	607.97	640.083	624.243	611.448	618.653	279.453	138.391	246.832
"AT2G29320"	157.842	269.716	204.938	373.154	436.885	435.983	328.028	403.828	297.518	367.402	360.027	407.592	105.043	97.688	154.988
"AT2G29340"	795.389	742.004	755.657	523.395	494.417	489.962	330.38	287.048	345.708	289.159	279.641	379.298	414.225	478.94	693.617
"AT2G29350"	823.526	314.1	187.227	161.673	179.788	71.774	89.355	439.486	81.713	104.607	146.234	406.063	1099.974	1379.836	1560.4
"AT2G29360"	441.959	456.355	517.827	676.903	769.493	760.45	665.463	600.839	667.321	739.907	599.475	620.183	477.646	359.544	360.681
"AT2G29400"	502.351	474.564	482.406	463.788	435.087	514.282	527.902	517.042	536.371	509.43	480.606	467.24	362.694	394.82	396.079
"AT2G29450"	606.664	734.037	643.489	1028.01	1186.601	972.213	1008.776	814.787	788.843	928.71	1021.075	965.068	5538.519	6774.357	7131.344
"AT2G29460"	587.449	102.424	89.397	118.397	55.734	26.693	105.816	92.711	79.618	41.673	54.731	45.883	3354.426	5745.925	4473.593
"AT2G29530"	363.724	237.851	349.154	234.344	246.31	211.763	255.133	261.196	201.139	265.346	268.524	263.826	156.573	225.224	162.641
"AT2G29550"	1114.505	776.145	803.729	863.888	857.589	722.486	765.4	775.563	844.365	675.271	744.854	815.949	525.213	587.482	511.842
"AT2G29630"	523.625	599.748	563.369	607.498	670.609	750.959	1484.946	1407.603	1323.118	1638.851	1387.088	1262.542	714.488	473.513	542.457
"AT2G29650"	648.527	645.27	635.899	830.41	744.323	887.389	777.157	741.688	719.701	944.869	859.447	845.773	862.142	769.289	861.999
"AT2G29670"	673.919	1305.335	1664.806	1339.924	1799.678	1861.974	946.462	962.768	1119.884	974.636	886.813	812.89	234.859	211.656	217.174
"AT2G29700"	312.94	359.621	394.696	311.914	345.193	363.616	460.886	385.999	415.897	365.701	445.544	419.828	1000.877	1158.682	1117.442
"AT2G29960"	509.9	465.459	465.539	604.231	607.684	513.689	586.689	507.236	531.133	732.252	664.468	578.123	672.867	618.688	679.267
"AT2G29970"	193.529	184.363	232.769	249.858	363.172	270.488	313.92	318.248	358.279	335.935	202.676	263.061	110.988	131.607	164.555
"AT2G29980"	916.859	1000.339	1069.389	767.537	710.163	723.08	965.274	1157.996	1035.029	595.327	690.979	685.948	462.782	512.859	462.093
"AT2G30020"	83.725	66.006	73.373	114.314	71.915	87.79	90.531	53.487	42.952	79.093	51.31	119.295	353.775	373.112	310.932
"AT2G30060"	498.233	422.214	530.478	495.633	550.151	485.81	516.145	574.987	450.468	485.617	603.751	558.241	368.64	580.698	441.045
"AT2G30110"	601.86	520.085	548.188	630.36	614.875	511.909	566.701	547.352	607.608	659.112	578.096	659.183	979.076	1173.607	1116.485
"AT2G30410"	439.214	473.426	398.913	493.184	463.853	433.61	439.723	416.308	415.897	474.561	399.365	380.063	327.019	271.354	231.525
"AT2G30440"	1071.956	971.888	1047.462	908.797	733.535	910.523	911.19	1118.773	1139.789	722.897	719.199	784.596	760.072	759.792	710.838
"AT2G30490"	745.977	744.28	807.945	864.704	900.738	768.754	652.53	590.141	664.178	1029.065	1039.889	828.185	3640.815	3887.149	3439.386
"AT2G30520"	1090.486	1349.718	1308.905	2229.941	2407.362	2601.663	1107.537	1097.378	1135.598	1074.14	1202.371	998.716	395.396	271.354	462.093
"AT2G30550"	187.352	132.013	131.565	160.856	240.916	134.057	142.263	173.833	146.664	243.234	336.938	281.415	1285.285	1539.935	1352.793
"AT2G30570"	43506.192	55938.195	61920.838	60607.685	70854.469	62954.781	64703.903	57327.512	60757.643	50800.965	48931.206	45250.394	14211.468	8318.363	11537.967
"AT2G30620"	1121.368	1322.405	1722.999	1318.694	1555.167	1680.463	1730.673	1959.412	2041.772	1636.299	1745.405	1643.369	1221.863	769.289	1043.775
"AT2G30860"	10282.408	11205.165	8943.062	11524.491	11224.168	11219.3	15424.391	14125.061	14544.875	14190.048	15185.281	14043.199	7161.724	5990.144	7054.807
"AT2G30870"	3226.849	2516.212	2112.634	1762.07	1682.816	1259.309	1945.832	1754.378	1676.16	1569.112	1795.005	1861.313	1638.07	1545.362	1281.996
"AT2G30930"	1160.485	1115.281	977.462	678.536	670.609	612.156	451.48	624.017	593.989	231.327	255.696	319.65	335.938	369.042	453.482
"AT2G30950"	3805.376	4002.495	3909.005	4828.953	4660.106	4803.526	4555.951	4295.908	4327.635	4877.43	4405.844	3740.979	4236.387	3636.146	4391.316
"AT2G31040"	879.8	926.366	937.824	1111.296	1035.579	1383.283	1383.833	1402.254	1435.212	1491.72	1213.488	1157.012	693.677	542.708	552.024
"AT2G31060"	161.274	119.494	129.878	118.397	93.49	95.501	119.924	131.935	116.284	91	91.503	157.531	107.025	217.083	88.018
"AT2G31090"	397.351	438.146	350.841	267.822	345.193	237.27	182.238	185.422	267.138	192.206	175.31	124.648	311.164	381.253	426.694
"AT2G31141"	30.882	13.657	10.964	8.165	7.192	11.27	3.527	6.24	6.286	5.103	7.697	17.588	6.937	32.563	27.745
"AT2G31200"	752.154	713.553	715.175	664.655	600.492	651.899	752.467	607.079	576.18	619.14	622.565	658.418	989.977	1055.568	1220.767
"AT2G31350"	200.391	279.958	279.154	289.868	338.002	300.739	331.556	340.535	268.186	340.187	436.137	324.239	1300.15	1371.695	1599.625
"AT2G31390"	523.625	386.934	339.033	393.567	447.672	410.477	452.656	482.276	409.612	500.925	706.372	698.948	676.831	564.417	474.53
"AT2G31400"	783.036	854.67	762.404	791.217	778.482	813.835	792.441	830.834	800.366	801.14	754.261	868.715	1007.814	1070.492	812.25
"AT2G31440"	256.666	178.673	214.215	233.527	300.246	205.832	217.51	285.265	248.281	213.467	275.365	253.12	234.859	202.159	230.568
"AT2G31490"	862.643	902.468	777.584	743.858	785.674	677.998	833.592	796.067	683.035	737.355	689.268	675.242	518.276	533.211	468.79
"AT2G31560"	82.353	75.111	83.493	199.233	188.777	160.157	109.343	153.33	112.093	237.28	265.958	230.943	632.237	689.24	875.393
"AT2G31570"	1324.504	1333.786	1144.449	1421.577	1621.688	1390.401	1245.097	1182.957	1192.169	1202.561	1341.764	1241.895	6199.494	5435.224	6166.02
"AT2G31610"	1723.914	1751.447	1645.409	1437.091	1402.347	1332.863	1630.736	1366.596	1525.305	1127.72	1280.192	1396.367	759.081	904.966	716.579
"AT2G31820"	313.626	320.928	398.069	427.861	426.098	323.873	439.723	326.272	364.565	398.019	372.855	322.709	330.983	359.544	473.573
"AT2G31880"	2167.246	1666.094	1397.459	1166.82	742.525	698.759	721.898	1064.394	628.56	266.196	326.676	860.303	160.537	251.003	179.862
"AT2G31945"	80.98	30.727	43.855	26.129	75.511	11.27	7.054	50.813	7.333	19.561	23.945	50.471	394.405	400.247	700.314
"AT2G32060"	1758.914	1729.824	1531.554	1165.187	1332.229	1141.267	1356.791	1198.112	1193.216	1082.645	1134.813	1250.307	577.734	430.096	438.175
"AT2G32090"	494.802	576.987	714.332	573.203	836.014	761.636	665.463	656.109	731.225	689.729	599.475	532.241	1294.204	1546.719	1594.842
"AT2G32160"	417.939	464.321	381.202	705.481	629.258	586.649	649.002	589.25	629.607	632.748	570.399	695.125	665.93	478.94	636.215
"AT2G32180"	141.372	221.918	183.854	103.699	160.011	128.126	178.711	172.942	133.045	108.86	75.255	100.177	26.756	14.924	18.178
"AT2G32190"	96.078	25.037	39.638	50.625	12.585	32.625	4.703	18.72	12.571	8.505	8.552	16.059	35.675	93.617	41.139
"AT2G32210"	145.49	27.313	40.482	28.579	28.766	26.693	10.582	5.349	2.095	17.009	7.697	10.706	10.901	29.849	7.654
"AT2G32480"	600.488	644.132	662.886	908.797	981.643	827.478	755.994	806.764	877.889	821.551	857.737	726.478	672.867	682.456	652.479
"AT2G32520"	425.488	497.325	455.418	487.468	404.523	488.182	459.71	508.128	415.897	440.542	487.448	498.593	291.345	312.057	310.932
"AT2G32560"	314.999	384.658	401.443	507.065	505.204	524.959	352.719	383.324	339.422	371.654	396.8	374.71	121.889	62.411	58.36
"AT2G32580"	410.39	431.318	341.564	381.319	397.332	421.154	494.982	420.765	420.088	415.028	366.013	422.122	242.787	135.677	183.689
"AT2G32650"	250.489	310.686	312.889	236.793	251.703	290.062	296.284	294.179	208.472	233.028	181.296	266.885	94.142	63.768	61.23
"AT2G32720"	350.685	342.551	371.081	382.136	467.449	462.083	273.945	306.66	345.708	360.598	407.917	348.709	112.97	46.13	82.277
"AT2G32800"	272.45	229.885	292.648	178.82	253.501	220.661	137.56	153.33	143.521	150.533	194.979	179.708	741.244	1381.193	1045.688
"AT2G32870"	918.918	1020.824	1423.603	1250.922	1391.559	1663.261	1705.983	1416.518	1504.353	1828.505	1894.205	1329.072	3001.641	2178.974	3107.406
"AT2G33040"	2097.246	2167.971	1944.804	1958.037	1808.668	1950.95	1922.317	1729.417	1674.064	1648.206	1837.764	1877.372	1229.791	1425.966	1328.875
"AT2G33120"	1608.621	1346.304	1265.894	1193.765	1094.909	1016.108	1059.332	1063.503	1045.505	948.271	986.013	1166.188	2028.511	2543.946	1898.12
"AT2G33150"	1476.17	1626.262	1605.771	1334.208	1551.571	1679.87	1741.255	2284.792	1944.345	1836.159	1848.881	1699.193	4299.809	4508.55	5855.088
"AT2G33220"	951.173	993.511	819.753	961.055	1003.217	890.355	1069.914	913.739	920.84	960.178	1080.082	920.715	1226.818	1397.474	1262.862
"AT2G33340"	458.429	523.499	515.297	615.663	616.673	583.09	758.345	764.866	757.415	669.318	698.675	616.359	974.121	1115.266	1020.813
"AT2G33370"	935.388	1026.514	988.426	748.757	735.333	621.054	663.111	828.159	825.509	498.374	565.268	654.595	355.757	302.56	369.291
"AT2G33380"	523.625	459.769	301.082	602.598	737.131	603.851	960.571	945.831	691.416	2354.094	2938.369	2210.787	25089.321	24834.335	34429.255
"AT2G33430"	557.253	615.681	610.598	458.889	526.779	463.269	594.919	480.493	487.134	369.953	302.731	366.298	260.625	257.786	248.746
"AT2G33450"	2903.615	3117.098	2923.11	2557.369	2700.416	2276.01	2440.814	2188.515	2181.103	1639.701	1397.35	1667.84	795.747	868.333	647.695
"AT2G33470"	626.566	622.509	603.007	720.179	661.62	647.153	544.363	584.793	611.798	649.757	685.848	618.653	699.623	668.888	770.154
"AT2G33590"	387.743	337.999	326.383	275.987	289.459	304.298	336.259	277.242	314.28	704.187	684.137	424.416	7318.297	8828.509	8416.21
"AT2G33700"	126.96	83.077	134.939	153.507	100.681	159.564	95.234	82.014	72.284	141.178	112.883	100.942	502.421	686.526	604.643
"AT2G33770"	251.175	235.575	269.877	351.924	320.023	435.983	291.581	305.768	323.708	414.178	396.8	380.827	324.046	381.253	334.85
"AT2G33800"	2503.519	3171.724	3151.662	2447.138	2615.916	2248.724	2349.107	2125.222	2421.003	1788.533	1370.84	1706.841	597.554	451.805	462.093
"AT2G33810"	184.607	138.841	236.143	224.545	248.108	250.32	333.907	351.232	442.087	369.103	408.772	400.71	615.391	435.523	640.041
"AT2G33830"	1609.993	2568.562	4336.592	685.068	774.886	1443.786	4086.835	6049.395	6310.741	1034.168	1081.792	560.535	4000.537	3763.683	7549.428
"AT2G33850"	598.429	686.24	853.487	739.775	814.44	784.77	1053.453	712.27	827.604	585.122	584.937	760.125	388.459	191.305	297.538
"AT2G33855"	197.646	317.514	278.311	269.455	307.438	231.338	306.865	267.436	285.995	278.953	303.586	275.297	159.546	156.029	155.944
"AT2G34160"	240.195	221.918	218.432	222.096	276.874	224.22	273.945	251.39	257.71	186.252	190.703	237.826	522.24	606.477	508.972
"AT2G34250"	1657.346	1531.805	1434.567	1372.585	1386.166	1372.012	1540.205	1553.801	1419.498	1366.701	1298.15	1525.604	1452.759	1518.227	1247.555
"AT2G34420"	65181.396	91946.992	104989.054	96957.108	124941.905	113234.613	123078.856	106523.197	113925.426	103523.987	105298.984	85626.505	33658.219	14566.293	20923.328
"AT2G34430"	24545.192	37825.113	45341.933	37932.673	45925.059	49280.926	42096.983	43253.264	47826.072	21479.403	17492.534	19188.192	2076.077	1644.406	1489.603
"AT2G34460"	888.722	1081.14	1105.654	1379.118	1339.421	1223.719	1223.934	919.979	952.268	1452.598	1358.012	1228.895	1461.677	1541.292	1464.729
"AT2G34470"	400.096	351.655	403.129	454.807	573.524	507.164	543.187	571.421	461.991	636.15	608.882	586.535	332.965	316.128	331.023
"AT2G34480"	4777.137	5273.688	4813.938	3623.756	3743.187	3185.939	3470.752	3270.738	3405.747	2903.495	3105.983	3578.095	2392.196	2451.685	2327.684
"AT2G34500"	120.098	45.522	30.361	29.395	5.394	11.27	9.406	17.829	5.238	1.701	10.262	29.824	188.284	269.997	438.175
"AT2G34510"	1028.035	1125.524	1171.437	470.321	355.98	416.408	393.869	322.706	305.899	177.748	115.448	197.296	55.494	32.563	41.139
"AT2G34560"	350.685	377.83	387.105	347.025	503.407	411.07	384.463	319.14	343.613	393.766	418.179	409.886	282.426	234.721	264.053
"AT2G34585"	346.567	375.554	355.057	343.759	388.342	262.776	390.342	424.331	399.136	334.234	417.324	380.063	392.423	423.313	364.508
"AT2G34600"	48.039	18.209	10.964	35.111	28.766	25.506	3.527	3.566	5.238	1.701	9.407	13	239.814	326.982	353.027
"AT2G34620"	585.39	912.71	907.463	1001.881	1163.229	1119.32	591.392	571.421	561.513	499.224	419.034	493.24	89.187	58.341	67.927
"AT2G34660"	219.607	152.498	69.999	131.461	156.416	142.362	91.707	89.145	128.855	187.953	169.324	123.884	386.477	491.151	388.426
"AT2G34720"	132.45	167.292	124.818	275.17	325.416	334.55	302.162	271.893	291.233	527.29	521.655	493.24	1131.685	1419.182	1211.199
"AT2G34770"	684.213	503.015	508.55	355.19	284.065	390.902	308.041	330.729	324.756	287.458	233.462	206.473	519.267	860.193	717.535
"AT2G34810"	229.215	219.642	97.831	278.436	197.767	170.834	300.987	259.413	235.71	352.093	409.627	428.24	3800.361	4539.756	3980.886
