Geneid	control_1	control_2	control_3	treatment_1	treatment_2	treatment_3
LOC_Os06g44780	1	0	0	1	0	4
LOC_Os06g44790	0.5	1	0.33	1	0.5	0.5
LOC_Os06g44800	0	0	0	0	0	0
LOC_Os06g44810	4	0	4	3	0	4
LOC_Os06g44820	6	5	5	3	3	2
LOC_Os06g44830	0	0	0	0	0	0
LOC_Os06g44840	2051.5	2145	2014.67	2171	2563.5	2047.5
LOC_Os06g44860	0	0	0	0	0	2
LOC_Os06g44870	124	146	112	104	122	100
LOC_Os06g44880	98	109	105	147	122	124
LOC_Os06g44890	1125	887	879	1008	894	872
LOC_Os06g44900	4	6	8	9	17	10
LOC_Os06g44910	678	652	639	657	733	578
LOC_Os06g44920	0	0	0	0	0	0
LOC_Os06g44930	5	4	4	8	7	2
LOC_Os06g44940	0	0	0	0	0	0
LOC_Os06g44950	10.97	9.62	7.92	4.15	1.27	2.71
LOC_Os06g44960	23.16	29.79	16.86	10.98	12.63	21.06
LOC_Os06g44970	0	0	0	0	1	0
LOC_Os06g44980	0	0	0	0	0	0
LOC_Os06g44990	1	0	0	0	0	0
LOC_Os06g45000	408	361	377	363	424	285
LOC_Os06g45010	0	0	0	0	0	0
LOC_Os06g45020	501	457	443	51	79	85
LOC_Os06g45030	0	0	1	0	0	0
LOC_Os06g45040	78	57	48	265	192	153
LOC_Os06g45050	61	50	43	114	129	78
LOC_Os06g45060	333	383	224	625	627	593
LOC_Os06g45070	329	408	289	949	991	1041
LOC_Os06g45080	193	178	170	162	175	141
LOC_Os06g45090	183	153	170	177	273	215
LOC_Os06g45100	821	784	834	1000	1109.5	966
LOC_Os06g45110	99	90	93	101	102	107
LOC_Os06g45120	3429	3031	3013	4253	4051	3590
LOC_Os06g45130	46	23	32	38	26	28
LOC_Os06g45140	201	227	182	80	74	57
LOC_Os06g45150	0	0	0	0	0	0
LOC_Os06g45160	0	0	1	0	0	0
LOC_Os06g45170	0	0	0	0	0	0
LOC_Os06g45180	0	0	0	0	0	0
LOC_Os06g45184	40	34	35	13	8	13
LOC_Os06g45190	0	0	0	0	0	0
LOC_Os06g45200	0	0	0	0	0	0
LOC_Os06g45210	0	0	0	0	0	0
LOC_Os06g45220	0	0	0	0	0	0
LOC_Os06g45230	0	0	0	0	0	0
LOC_Os06g45240	2	1	1	3	2	0
LOC_Os06g45250	124	113	123	140	174	118
LOC_Os06g45260	0	0	0.17	0	0	0
LOC_Os06g45270	0	0.1	0	1.25	0.1	0.25
LOC_Os06g45280	341	366	335	468	482	419
LOC_Os06g45290	0	0	0	0	0	0
LOC_Os06g45300	1428	1392	1335	1385	1517	1381
LOC_Os06g45310	314	326	285	235	221	238
LOC_Os06g45320	0	1	2	2	5	2
LOC_Os06g45330	172	140	128	138	194	116
LOC_Os06g45340	2423.5	2944	2364	2926	2939.5	2841
LOC_Os06g45350	820	673	781	972	1387	1043
LOC_Os06g45360	647	601	457	644	680	541
LOC_Os06g45370	882	949	1059	792	913	827
LOC_Os06g45380	3484	4218	3688	2165	2212	2162
LOC_Os06g45390	459	567	511	824	766	861
LOC_Os06g45410	22	21	25	12	19	18
LOC_Os06g45420	0	0	0	0	0	0
LOC_Os06g45430	1082	957	864	901	1046	807
LOC_Os06g45440	642	722	668	535	714	554
LOC_Os06g45450	0	0	0	0	0	0
LOC_Os06g45460	0	0	0	0	0	0
LOC_Os06g45470	13	9	14	13	10	4
LOC_Os06g45480	3573	3732	3082	1677	2334	1665
LOC_Os06g45490	0	0	0	0	0	0
LOC_Os06g45500	309	343	295	284	319	284
LOC_Os06g45510	569	673	603	609	677	649
LOC_Os06g45520	1.5	0.1	0.14	0	0.1	0
LOC_Os06g45530	0	3	0	0	0	0
LOC_Os06g45540	7	8	5	3	7	3
LOC_Os06g45550	0	0	0	0	0	0
LOC_Os06g45560	0	0	0	0	0	0
LOC_Os06g45570	2133	2362	1065	1475	1182	1040
LOC_Os06g45580	56	64	54	12	14	9
LOC_Os06g45590	16	4	12	9	5	1
LOC_Os06g45600	0	0	0	0	0	0
LOC_Os06g45610	0	2	1	39	18	20
LOC_Os06g45620	4	3	3	2	11	4
LOC_Os06g45630	44	53	42	46	37	44
LOC_Os06g45640	246	257	216	156	188	136
LOC_Os06g45650	39.5	30.5	43.5	39.5	58	38
LOC_Os06g45660	1164	1152	1272	1320	1676	1258
LOC_Os06g45670	47	38	40	56	53	44
LOC_Os06g45680	39	35.5	31.5	8	14	14
LOC_Os06g45690	62	39	37	32	30	30
LOC_Os06g45700	0	0	0	0	0	0
LOC_Os06g45710	329	264	281	4023	4086	3236
LOC_Os06g45720	0	0	0	0	0	0
LOC_Os06g45730	1	1	1	3	2	0
LOC_Os06g45740	0	1	1	0	0	0
LOC_Os06g45750	1	0	1	0	0	0
LOC_Os06g45760	0	6	2	9	3	8
LOC_Os06g45770	45	53	39.5	60	69	54.5
LOC_Os06g45780	5	6	6	12	11	8
LOC_Os06g45790	0	0	0	0	0	0
LOC_Os06g45800	420	385	347.5	385	335	303
LOC_Os06g45810	3.48	5.11	5.6	4.47	5.34	3.83
LOC_Os06g45820	40391	49934	41881	35641	42284	39299
LOC_Os06g45830	801	835	673	1062	1145	923
LOC_Os06g45840	541	527	450	659	710	609
LOC_Os06g45850	241	297	253	237	280	178
LOC_Os06g45860	635	537	587	437	470	381
LOC_Os06g45870	19	20	38	23	23	19
LOC_Os06g45880	0	0	0	0	3	0
LOC_Os06g45890	70	58	50	161	182	110
LOC_Os06g45900	54	63	50	82	116	73
LOC_Os06g45910	515	563	597	639	766	561
LOC_Os06g45920	0	0	0	0	0	0
LOC_Os06g45930	2	7	2.5	7.5	4.5	3.5
LOC_Os06g45940	494	588	492	81	98	60
LOC_Os06g45950	42	39	43	65	75	54
LOC_Os06g45960	121	99	85	3	2	0
LOC_Os06g45970	187	145	142	20	12	2
LOC_Os06g45980	628	688	727	704	653	589
LOC_Os06g45990	29	39	38	14	24	28
LOC_Os06g46000	1183	1448	1005	1354.5	1282.5	1195
LOC_Os06g46010	1	2	1	0	0	1
LOC_Os06g46020	0	0	0	0	0	0
LOC_Os06g46030	12	12	5	29	10	7
LOC_Os06g46040	0	0	0	0	0	0
LOC_Os06g46050	0	0	0	1	0	0
LOC_Os06g46060	289	253	210	444	505	399
LOC_Os06g46065	141	130	106	233	281	189
LOC_Os06g46070	0	0	0	0	0	0
LOC_Os06g46080	0	0	0	0	0	0
LOC_Os06g46090	0	0	0	0	0	0
LOC_Os06g46100	0	0	0	0	0	0
LOC_Os06g46110	0	0	0	0	0	0
LOC_Os06g46120	282	299	272	324	370	234
LOC_Os06g46140	214.5	190	170	75	68	48
LOC_Os06g46149	1658.5	1530	1174	546	692	401
LOC_Os06g46160	9	11	10	12	10	4
LOC_Os06g46180	3	5	0	0	1	0
LOC_Os06g46190	0	1	0	0	0	0
LOC_Os06g46200	0	1	0	0	0	0
LOC_Os06g46210	2	2	0	0	0	0
LOC_Os06g46230	0	0	0	0	0	0
LOC_Os06g46240	401	369	352	451	430	449
LOC_Os06g46250	3	0	0	1	0	1
LOC_Os06g46260	0	0	0	0	0	0
LOC_Os06g46270	57	41	35	47	42	31
LOC_Os06g46284	307.5	332.5	325.5	308	308	367
LOC_Os06g46310	440	372	437	249	374	243
LOC_Os06g46330	226	201	181	99	125	96
LOC_Os06g46340	126.5	89.5	146	89.5	74	78.5
LOC_Os06g46350	3	3	0	1	1	1
LOC_Os06g46360	0	0	0	0	0	0
LOC_Os06g46366	342	319	293	614	633	526
LOC_Os06g46372	307	262	240	284	391	290
LOC_Os06g46380	455	414	393	444	541	413
LOC_Os06g46390	43	70	42	92	101	74
LOC_Os06g46400	507	486	414	504	464	470
LOC_Os06g46410	341	269	286	446	434	343
LOC_Os06g46420	0	0	0	0	0	0
LOC_Os06g46430	0	0	0	0	0	0
LOC_Os06g46434	3.15	3.92	2.78	3.37	6	3.5
LOC_Os06g46435	18.78	8.83	16.25	17.28	10.48	11.32
LOC_Os06g46436	125.33	169.33	123.67	109.58	101.67	97.83
LOC_Os06g46438	0.25	0.5	0.25	0.25	0	0.5
LOC_Os06g46440	0	0	0	0	0	0
LOC_Os06g46450	414	412	388	332	362	335
LOC_Os06g46460	728	993	534	1731	1923	1648
LOC_Os06g46470	0	0	0	0	0	0
LOC_Os06g46475	16	11	9	1	5	2
LOC_Os06g46480	23	20	12	19	26	7
LOC_Os06g46500	32	15	18	8	13	8
LOC_Os06g46510	0	0	0	0	0	0
LOC_Os06g46520	0	0	0	0	0	0
LOC_Os06g46530	0	0	0	0	0	0
LOC_Os06g46540	104.5	100	80	117.5	135	126.5
LOC_Os06g46550	5	5	4	4	12	7
LOC_Os06g46560	0	0	0	0	1	0
LOC_Os06g46570	3	5	7	10	14	7
LOC_Os06g46580	0	0	0	1	2	0
LOC_Os06g46590	321	334	330	294	377	311
LOC_Os06g46600	691	705	579	682	734	694
LOC_Os06g46610	0	0	0	0	0	0
LOC_Os06g46620	0	0	0	0	0	0
LOC_Os06g46630	0	0	0	0	0	0
LOC_Os06g46640	0	0	0	0	0	0
LOC_Os06g46650	0	0	0	0	0	0
LOC_Os06g46670	367	240	214	569	804	487
LOC_Os06g46680	3	2	5	16	16	9
LOC_Os06g46690	74	66	57	110	121	102
LOC_Os06g46700	159	185	157	237	283	237
LOC_Os06g46710	3	5	8	2	3	2
LOC_Os06g46720	245	177	187	116	75	65
LOC_Os06g46730	13	10	12	24	33	29
LOC_Os06g46740	2	4	0	3523	2402	2960
LOC_Os06g46754	119	125	110	219	262	207
LOC_Os06g46770	26403.89	34618.49	29422.66	19785.66	27955.5	22446.85
LOC_Os06g46780	0	0	0	0	0	0
LOC_Os06g46799	714	448	615	104	82	54
LOC_Os06g46820	579	596	600	596	690	554
LOC_Os06g46830	0	0	0	0	0	0
LOC_Os06g46840	0	0	0	0	0	0
LOC_Os06g46850	0	0	0	0	0	0
LOC_Os06g46860	0	0	0	0	0	0
LOC_Os06g46870	0	0	0	0	0	0
LOC_Os06g46880	246	254	213	263	279	244
LOC_Os06g46890	890	797	752	584	731	571
LOC_Os06g46900	170	150	114	1092	1169	726
LOC_Os06g46910	2	0	5	7	1	3
LOC_Os06g46920	30	29	25	354	347	364
LOC_Os06g46930	1816	2015	2407	2894	3198	2535
LOC_Os06g46940	472	419	416	315	291	277
LOC_Os06g46950	657	647	207	366	278	325
LOC_Os06g46960	23	32	24	31	35	58
LOC_Os06g46970	41	29	22	84	62	70
LOC_Os06g46980	22	13	13	16	18	15
LOC_Os06g46990	5	3	3	4	3	8
LOC_Os06g46995	8	11	10	13	24	20
LOC_Os06g47000	665	582	519	876	857	658
LOC_Os06g47010	0	0	0	0	0	0
LOC_Os06g47020	0	0	0	0	0	0
LOC_Os06g47030	0	0	0	0	0	0
LOC_Os06g47040	0	0	0	0	0	0
LOC_Os06g47050	0	0	0	0	0	0
LOC_Os06g47060	0	0	0	0	0	0
LOC_Os06g47070	0	0	0	0	0	0
LOC_Os06g47080	0	0	0	0	0	0
LOC_Os06g47090	0	0	0	0.17	0	0
LOC_Os06g47100	0	0	0	0	0	0
LOC_Os06g47110	0	0	0	0	0	0
LOC_Os06g47120	0	0	1	5	0	2
LOC_Os06g47130	807	793	732	639	624	759
LOC_Os06g47140	4	1	2	0	0	0
LOC_Os06g47150	1608	1778	1528	2414	2577	2323
LOC_Os06g47160	0	0	0	0	0	0
LOC_Os06g47170	0	0	0	0	1	0
LOC_Os06g47180	0	0	0	0	0	0
LOC_Os06g47190	0	0	0	0	0	0
LOC_Os06g47200	244	183	192	551	546	634
LOC_Os06g47210	106	117	105	136	172	139
LOC_Os06g47220	463	468	368	581	505	463
LOC_Os06g47230	4268.33	4788.5	4225.17	4245.67	5778.17	4288.5
LOC_Os06g47250	2	2	5	12	9	14
LOC_Os06g47260	0	0	0	0	0	0
LOC_Os06g47270	1	0	1	5	3	1
LOC_Os06g47280	0	0	0	0	0	0
LOC_Os06g47290	282	216	238	302	356	270
LOC_Os06g47294	91	87	78	56	64	71
LOC_Os06g47300	275	274	245	283	339	259
LOC_Os06g47310	348	377	313	349	462	444
LOC_Os06g47320	1190	1225.5	1075	1316	1442	1184
LOC_Os06g47330	795	673	555	951	903	772
LOC_Os06g47340	2070	2240	2020	1948	2094	1955
LOC_Os06g47350	3623	3199	2738	4116	4354	2999
LOC_Os06g47360	3	2	2	0	1	2
LOC_Os06g47370	0	0.14	0	0.25	0	0
LOC_Os06g47380	0.6	0.31	0.24	0.5	0.2	0.28
LOC_Os06g47390	0	0	0	0	0	0
LOC_Os06g47400	0	0	0	0	0	1
LOC_Os06g47410	1	1	2.5	0	0	0.5
LOC_Os06g47420	2	4	5	2	2	4
LOC_Os06g47430	0.5	0	5	0	0	0
LOC_Os06g47440	0	0	0	0	0	0
LOC_Os06g47450	0	0	0	0	0	0
LOC_Os06g47460	0	0	0	0	0	0
LOC_Os06g47470	197	195	166	168	194	153
LOC_Os06g47480	3	4	5	6	7	3
LOC_Os06g47490	0	0	0	0	0	0
LOC_Os06g47500	0	0	0	0	0	0
LOC_Os06g47510	0	0	0	0	0	0
LOC_Os06g47520	35	31	30	47	51	35
LOC_Os06g47530	355	386	301	234	222	183
LOC_Os06g47540	0	0	0	0	0	0
LOC_Os06g47544	212	274	176	341	304	358
LOC_Os06g47550	895	904	729	893	890	778
LOC_Os06g47560	0	0	0	13	5	0
LOC_Os06g47570	116	128	96	165	137	140
LOC_Os06g47580	480	427	470	341	394	258
LOC_Os06g47590	362	378	255	405	361	329
LOC_Os06g47600	1	0	0	0	0	0
LOC_Os06g47610	1	0	1	0	1	0
LOC_Os06g47620	78	75	45	107	126	108
LOC_Os06g47630	0	1	1	0	1	1
LOC_Os06g47640	1937	2395	1728	1432	1759	1671
LOC_Os06g47650	70	74	84	104	113	94
LOC_Os06g47670	0	0	0	0	0	0
LOC_Os06g47680	0	0	0	0	0	0
LOC_Os06g47690	0	0	0	0	0	0
LOC_Os06g47700	23	36	35.33	20	34.5	28
LOC_Os06g47710	23	19	35	37	27	36
LOC_Os06g47720	4	2	1	2	4	2
LOC_Os06g47730	0	0	0	0	0	0
LOC_Os06g47740	0	0	0.33	1	0	0
LOC_Os06g47750	0	0	0	0	0	0
LOC_Os06g47760	108	124	105	92	117	91
LOC_Os06g47770	1	1	3	5	5	4
LOC_Os06g47780	247	265	197	175	172	135
LOC_Os06g47800	188	145	194	45	56	44
LOC_Os06g47810	0.8	0.7	0.6	0.81	0.84	0.8
LOC_Os06g47820	78	77	51	132	77	134
LOC_Os06g47830	2	4	9	10	12	10
LOC_Os06g47834	93	79	99	106	131	104
LOC_Os06g47840	512	498	508	634	708	650
LOC_Os06g47850	1	0	0	2	3	4
LOC_Os06g47860	435	385	336	408	450	338
LOC_Os06g47870	0	1	0	2	0	2
LOC_Os06g47880	2	0	0	2	3	2
LOC_Os06g47890	2762	3020	2869	2713	3083	2777
LOC_Os06g47900	228	236	193	248	284	228
LOC_Os06g47910	130	141	131	349	455	287
LOC_Os06g47920	81	75	74	94	61	74
LOC_Os06g47930	141	133	109	168	174	143
LOC_Os06g47940	1394	1706	1378	1819	2156	2144
LOC_Os06g47950	73	113	72	101	100	116
LOC_Os06g47960	0	0	0	0	0	0
LOC_Os06g47970	7879	9494	7134	11683	12499	12894
LOC_Os06g47980	4	3	1	0	0	0
LOC_Os06g47990	2.5	0.62	1	2.4	1.57	1.9
LOC_Os06g48000	0	1	0	0	0	0
LOC_Os06g48010	0	0	0	0	0	0
LOC_Os06g48020	0	0	0	0	0	0
LOC_Os06g48030	82	88	93	3	9	4
LOC_Os06g48040	350	313	364	244	237	237
LOC_Os06g48050	1	3	1	13	20	5
LOC_Os06g48060	104	150	118	97	84	94
LOC_Os06g48065	0	0	0	0	0	0
LOC_Os06g48070	0	0	0	0	0	0
LOC_Os06g48080	0	0	0	1	0	0
LOC_Os06g48090	2.06	2.21	1.03	1.23	0.57	1.25
LOC_Os06g48100	2.19	2.92	1.54	1.33	1.22	1.69
LOC_Os06g48110	0	0	0	0	0.2	0
LOC_Os06g48120	0	0.22	0	0	0	0
LOC_Os06g48130	0	0	0	0	0	0
LOC_Os06g48140	0	0	0	0.5	1	0
LOC_Os06g48150	0	0	0	0	0	0
LOC_Os06g48160	4	4	2	9	2	0
LOC_Os06g48170	0	0	0	1	0	0
LOC_Os06g48180	576	354	218	42	46	51
LOC_Os06g48190	4	7	8	4	3	1
LOC_Os06g48200	1053	522	775	925	781	797
LOC_Os06g48210	29	26	20	292	367	250
LOC_Os06g48220	0	1	0	1	1	0
LOC_Os06g48230	331	354	392	338	432	378
LOC_Os06g48235	60	49	52	18	25	25
LOC_Os06g48240	26	18	17	7	24	41
LOC_Os06g48250	137	162	167	85	124	65
LOC_Os06g48260	0	0	0	0	0	0
LOC_Os06g48270	0	0	0	0	0	0
LOC_Os06g48280	0	0	0	0	0	0
LOC_Os06g48290	19	17	8	13	18	19
LOC_Os06g48300	205	207	222	2586	2238	1876
LOC_Os06g48310	9	13	5	44	54	70
LOC_Os06g48320	286	394	280	376	408	317
LOC_Os06g48330	484	452	394	672	687	598
LOC_Os06g48340	0	0	0	0	0	1
LOC_Os06g48350	405	421	431	619	717	659
LOC_Os06g48355	0	0	0	0	0	0
LOC_Os06g48360	0	0	0	0	0	0
LOC_Os06g48370	0.17	0	0	0	0	0
LOC_Os06g48380	0.67	0	0	0	1	0
LOC_Os06g48390	0.17	0	0	0	0	0
LOC_Os06g48400	0	0	0	0	0	0
LOC_Os06g48410	0	0	0.14	0	0	0
LOC_Os06g48420	0	0	0	0	0	0
LOC_Os06g48430	0.12	0.6	0.64	0.11	0.5	0
LOC_Os06g48440	0	0.1	1	0	0	0
LOC_Os06g48450	0	0.33	0	0	0	0
LOC_Os06g48460	0	0	0	0.5	0.25	0.33
LOC_Os06g48470	0.12	0.11	1.04	0.25	1.27	0.11
LOC_Os06g48480	0	0	0	0	0	0
LOC_Os06g48490	0	0	0	0.76	0	0
LOC_Os06g48500	37	79	33	144	135	227
LOC_Os06g48510	188	212	128	125	126	104
LOC_Os06g48520	3	8	6	5	6	5
LOC_Os06g48530	692	658	668	827.5	847	720
LOC_Os06g48534	488	527	457	424	516	464
LOC_Os06g48540	0	0	0	0	0	0
LOC_Os06g48550	0	0	0	0	0	0
LOC_Os06g48560	679	920	330	636	464	712
LOC_Os06g48570	528	442	389	470	444	371
LOC_Os06g48580	0.1	0.2	0.21	0	0	0
LOC_Os06g48590	777	796	731	932	1195	801
LOC_Os06g48600	522	597	563	549	680	548
LOC_Os06g48610	453	396	346	805	922	551
LOC_Os06g48620	739	663	657	582	651	491
LOC_Os06g48630	9	11	9	5	7	6
LOC_Os06g48640	1935	2081	1896	2056.5	2283.5	1925.5
LOC_Os06g48650	106	100	105	229	202	180
LOC_Os06g48660	16	24	21	6	3	6
LOC_Os06g48665	0	0	0	0	0	0
LOC_Os06g48680	334	411	231	129	128	137
LOC_Os06g48690	0	0	0	0	0	0
LOC_Os06g48700	238	225	213	412	362	294
LOC_Os06g48710	13.27	14.3	9.45	11.75	12.78	10.08
LOC_Os06g48720	22	28	31	16	15	22
LOC_Os06g48730	15	15	12	19	15	15
LOC_Os06g48740	0	0	0	0	0	0
LOC_Os06g48750	2043	2165	2174	2987	3001	2922
LOC_Os06g48760	557	557	501	463	613	501
LOC_Os06g48770	2496	2833	2372	2323	2766	2411
LOC_Os06g48780	1115	1536	1116	2514	2481	2703.5
LOC_Os06g48790	0	0	0	0	0	0
LOC_Os06g48800	85	50	68	78	91	81
LOC_Os06g48810	8	5	12	19	52	28
LOC_Os06g48820	0	0	0	0	0	0
LOC_Os06g48830	0	0	0	0	0	0
LOC_Os06g48850	2	4	3	4	2	9
LOC_Os06g48860	13	22	13	35	28	40
LOC_Os06g48870	0	0	0	0	1	0
LOC_Os06g48880	4	9	6	7	5	2
LOC_Os06g48889	0	0	0	0	0	0
LOC_Os06g48900	0.33	0	0.12	0	0	0
LOC_Os06g48920	1	0	1	0	0	0
LOC_Os06g48930	166	168	141	117	126	100
LOC_Os06g48940	2805	2638.5	2326	1827	1900	1425
LOC_Os06g48950	161	149	165	172	152	161
LOC_Os06g48960	1674	2041	1677	944	1268	1028
LOC_Os06g48970	584	551	485	655	746.14	578
LOC_Os06g48980	0	1	0	1	0	0
LOC_Os06g48990	163	194	153	142	140	114
LOC_Os06g49000	41	53	52	21	25	19
LOC_Os06g49010	598	719	668	261	241	248
LOC_Os06g49020	2	0	1	1	1	0
LOC_Os06g49030	351	268	288	408	459	375
LOC_Os06g49040	1902	2053	1523	560	899	493
LOC_Os06g49050	25	18	12	7	9	9
LOC_Os06g49060	29	28	27	26	19	15
LOC_Os06g49070	478	572	421	341	309	315
LOC_Os06g49080	244	241	195	259	301	276
LOC_Os06g49090	1375	1193	1232	1269	1332	1003
LOC_Os06g49100	0	0	2	0	4	0
LOC_Os06g49110	1256	1281	1120	2739	2839	2726
LOC_Os06g49120	1215	1203.67	1094	1960	2008	1918
LOC_Os06g49130	59	53	56	47	52	38
LOC_Os06g49140	164	152	140	187	200	153
LOC_Os06g49150	85	91	44	75	99.5	58
LOC_Os06g49160	3456	3716	3591	4322	4783	4945
LOC_Os06g49170	0	0	1	0	0	0
LOC_Os06g49180	810	810	682	652	814	600
LOC_Os06g49185	59	50	51	61	40	49
LOC_Os06g49190	3	3	0	10	8	6
LOC_Os06g49200	125	105	116	194	237	162
LOC_Os06g49210	305	343	342	114	163	148
LOC_Os06g49220	449	740	685	204	303	311
LOC_Os06g49230	0	0	0	0	1	0
LOC_Os06g49240	1.5	4	3	2	6	1
LOC_Os06g49250	1499	2023	1541	848	979.5	805
LOC_Os06g49260	2	1	1	0	0	0
LOC_Os06g49270	0	1.27	0.43	0.1	0.67	0.78
LOC_Os06g49280	0	0	0	0	0	0
LOC_Os06g49290	0	0	0	0	0	0
LOC_Os06g49300	17	18	7	59	50	36
LOC_Os06g49310	236	155	142	138	141	124
LOC_Os06g49320	196	146	122	213	184	199
LOC_Os06g49330	0	0	0	0	0	0
LOC_Os06g49340	3	12	9	0	0	1
LOC_Os06g49350	59.08	49.92	64.92	61.92	45.83	64.75
LOC_Os06g49360	51	36	44	48	36	34
LOC_Os06g49370	0	0	0	0	0	0
LOC_Os06g49380	20	22	11	10	10	14
LOC_Os06g49390	51	37	53	6	9	9
LOC_Os06g49410	0	0	0	0	0	0
LOC_Os06g49420	0	0	0	0	0	0
LOC_Os06g49430	1369	1186	1136	1971	1865	1361
LOC_Os06g49440	548	600	411	582	593	489
LOC_Os06g49450	19	14	20	25	17	25
LOC_Os06g49460	596	635	486	718	726	665
LOC_Os06g49470	4	6	3	8	9	10
LOC_Os06g49480	3115	3351	2939	3351	3967	2858
LOC_Os06g49490	3604	3991	2869	3792	3585	3503
LOC_Os06g49500	2749	2864	2187	1287	1241	1298
LOC_Os06g49505	771	995	691	825	876	863
LOC_Os06g49510	358	404	350	324	442	342
LOC_Os06g49520	377	379	286	223	276	205
LOC_Os06g49530	876	944	721	1466	1422	1315
LOC_Os06g49540	0.4	1.91	0.44	0.84	0.1	0.2
LOC_Os06g49550	74	68	70	108	131	110
LOC_Os06g49560	0	0.1	0	0.1	0	0
LOC_Os06g49570	0	0	0	0	0	0
LOC_Os06g49580	0	0	0	0	0	0
LOC_Os06g49590	0	0	0	0	0	0
LOC_Os06g49600	0	0	0	0	0	0
LOC_Os06g49610	0	0	0	0	0	0
LOC_Os06g49620	1	0	0	0	0	1
LOC_Os06g49640	3218	3484	2385	9848	9006	9869
LOC_Os06g49650	1	0	0	2	1	0
LOC_Os06g49660	14	15	25	1338	1134	1212
LOC_Os06g49670	98	118	89	167	189	174
LOC_Os06g49680	202	268	147	192	170	166
LOC_Os06g49690	82	71	64	105	133	80
LOC_Os06g49700	834	869	669	821	941	624
LOC_Os06g49710	23	28	27	14	25	5
LOC_Os06g49720	0	0	0	0	0	0
LOC_Os06g49730	0	0	0	0	0	0
LOC_Os06g49740	1381	1587	1303	1852	1977	1706
LOC_Os06g49750	545	557	393	474	491	464
LOC_Os06g49760	18	24	12	75	35	72
LOC_Os06g49770	0	1	0	2	0	5
LOC_Os06g49780	1101	1083	849	1067	819	1042
LOC_Os06g49790	1047	873	798	1466	1582	1252
LOC_Os06g49800	528	566	545	397	531	399
LOC_Os06g49810	153	123	144	132	164	132
LOC_Os06g49820	0.99	0.33	1.92	0.63	0.99	0.44
LOC_Os06g49830	0	3	0	0	1	0
LOC_Os06g49840	325	397	365.5	352	304	308
LOC_Os06g49850	0	0	0	0	1	0
LOC_Os06g49860	16	12	13	11	6	7
LOC_Os06g49870	174	187	177	213	230	244
LOC_Os06g49880	175	190	185	312	409	247
LOC_Os06g49890	125	118	126	140	144	138
LOC_Os06g49900	0	0	0	0	0	0
LOC_Os06g49910	0	0	0	0	0	0
LOC_Os06g49920	0	0	0	0	0	0
LOC_Os06g49930	0	0	0	0	0	0
LOC_Os06g49940	0	0	0	0	0	0
LOC_Os06g49950	3.95	4.53	3.36	2.72	2.35	2.28
LOC_Os06g49960	0.97	0.64	0.22	0.57	0.12	0.32
LOC_Os06g49970	40	38	45	133	132	114
LOC_Os06g49980	333	364	355	481	638	456
LOC_Os06g49990	772	709	637	524	578	468
LOC_Os06g50000	927	1062	870	1228	1380	1210
LOC_Os06g50010	1	0.11	0.1	2.2	0	0
LOC_Os06g50020	0	0	0.11	0	0.11	0
LOC_Os06g50030	1186	1124	945	1114	1222	1023
LOC_Os06g50040	199	276	178	517	599	418
LOC_Os06g50050	946	992	963	1102	1296	1077
LOC_Os06g50060	5	1	1	7	11	9
LOC_Os06g50070	1351	1573	1113	1231	1394	1354
LOC_Os06g50080	279	389	366	114	140	76
LOC_Os06g50090	16	22	21	26	13	29
LOC_Os06g50100	579	921	536	594.5	604	608
LOC_Os06g50110	278	293	209	379	403	315
LOC_Os06g50120	130	139	138	78	95	57
LOC_Os06g50130	1742	2386	1895	3068	3413	3191
LOC_Os06g50140	38	36	40	33	34	61
LOC_Os06g50146	757	807	664.33	573	679.33	594
LOC_Os06g50154	1349	1441	1428.5	1973	2149	1761.5
LOC_Os06g50170	425	477	391	461	467	410
LOC_Os06g50180	30	13	26	14	8	14
LOC_Os06g50190	0	0	0	0	0	0
LOC_Os06g50200	0	0	0	0	0	0
LOC_Os06g50210	0	0	0	0	0	0
LOC_Os06g50220	785	879	701	554	743	615
LOC_Os06g50230	367	523	323	2101	2745	2010
LOC_Os06g50240	1	2	0	2	5	2
LOC_Os06g50250	0	0	0	0	0	0
LOC_Os06g50260	0.12	0.22	0.58	0	0.1	0
LOC_Os06g50270	0	0.24	0	0	0	0
LOC_Os06g50280	0	0	0	0	0	0
LOC_Os06g50290	0	0	0	0	0	0
LOC_Os06g50300	7724.5	8628	8637	3895	4386	3273
LOC_Os06g50310	1322	1374	1087	1021	1187	975
LOC_Os06g50320	0.22	2.64	1.15	2.74	7.5	1.83
LOC_Os06g50330	529	543	390	661	791	665
LOC_Os06g50340	449	528	432	300	342	403
LOC_Os06g50350	15	11	10	14	8	10
LOC_Os06g50360	265	297	297	310	349	258
LOC_Os06g50370	299	360	322	520	574	622
LOC_Os06g50380	2612	2522	2475	2088	2512	1910
LOC_Os06g50390	781	875	774	810	959	700
LOC_Os06g50400	0	0	0	3	3	7
LOC_Os06g50410	0	4.25	4	7.75	19.83	15.25
LOC_Os06g50420	77	85	71	8.5	15	18
LOC_Os06g50430	3	4.25	2	3	4.5	5
LOC_Os06g50440	2	1	2	2	2	2
LOC_Os06g50450	248.2	296.06	208.98	275.33	305.62	278.92
LOC_Os06g50460	0	0	0	0	0	0
LOC_Os06g50470	0	0	0	0	0	0
LOC_Os06g50480	15.31	13.46	11.25	9.95	7.15	4.08
