GeneID	control_1	control_2	treatment_1	treatment_2
LOC_Os01g25990	52.35886738	45.82470373	115.4710751	104.5909795
LOC_Os01g25980	0	0	0.313946056	0.570998322
LOC_Os01g25970	0.275801433	0	0	0.55501618
LOC_Os01g25960	0	0	0	0
LOC_Os01g25950	0	0	0	0.125069587
LOC_Os01g25940	0.338718634	0	0	0
LOC_Os01g25930	0	0	0	0.759475484
LOC_Os01g25920	52.61804915	50.53303738	21.89885601	25.35466509
LOC_Os01g25920	2.843459367	7.845839698	0	1.123985766
LOC_Os01g25920	1.05498522	1.530654592	1.556375691	2.948648507
LOC_Os01g25910	0	0	0	0
LOC_Os01g25900	0	0	0	0
LOC_Os01g25890	0	0	0.288287004	0
LOC_Os01g25880	36.85258743	36.4844561	23.50576914	27.62870546
LOC_Os01g25860	0	0.03289053	0	0
LOC_Os01g25839	0	0	0	0
LOC_Os01g25820	0.65089769	0.607096917	0	0.982388162
LOC_Os01g25820	49.38505785	49.02301679	21.0241784	29.85272553
LOC_Os01g25810	2.321288544	2.216631958	0.314494913	0.285998285
LOC_Os01g25800	1.094848111	0.59568404	0.302846953	0
LOC_Os01g25780	0	0	0	0
LOC_Os01g25770	0	0	0.372445322	0
LOC_Os01g25760	0.356980849	0.302129085	0.04388658	0.119729948
LOC_Os01g25740	3.69763349	5.230693835	4.704906843	4.464617308
LOC_Os01g25730	1.048935126	1.141407484	0	0.703617287
LOC_Os01g25720	0	2.007392133	0.918505945	2.010857838
LOC_Os01g25720	8.218380397	12.1649729	2.941909673	3.192168187
LOC_Os01g25710	3.434512301	5.238095887	1.047270153	1.551012657
LOC_Os01g25700	0.259720359	0.753644984	0.095788653	0.087109169
LOC_Os01g25688	0.760927978	1.748021341	0.280641327	0.425353664
LOC_Os01g25679	1.411802039	2.6265161	0.100779322	0.458238149
LOC_Os01g25670	2.611806338	4.263088192	0.722454178	0.985488067
LOC_Os01g25660	0	0	0	0
LOC_Os01g25650	0	0	0	0
LOC_Os01g25640	0	0	0	0
LOC_Os01g25630	0.051385886	0.11183196	0.056855591	0.155111586
LOC_Os01g25610	37.30813945	45.012994	11.73202763	20.02080106
LOC_Os01g25600	1.126975124	1.308082514	0	0.075596589
LOC_Os01g25600	34.99501424	29.74365807	5.441731645	12.94262863
LOC_Os01g25590	0	0	0	0
LOC_Os01g25580	0	0	0	0
LOC_Os01g25560	8.777079268	17.05509254	3.468337217	7.359493151
LOC_Os01g25550	0	0.867245882	0	0
LOC_Os01g25540	22.39193847	28.60353484	14.64981334	17.24073017
LOC_Os01g25530	26.25903113	23.88768405	8.560218317	14.30366858
LOC_Os01g25520	0	0	0	0
LOC_Os01g25510	0	0	0	0
LOC_Os01g25500	14.16245161	14.48633017	0.940197336	1.710010653
LOC_Os01g25484	29.40196944	22.30932809	2.549775963	1.759043217
LOC_Os01g25484	81.904178	66.98366769	14.24879923	16.97459288
LOC_Os01g25484	14.3457304	11.2178818	4.94734855	4.186630361
LOC_Os01g25470	0	0	0	0
LOC_Os01g25460	0.08816971	0	0	0
LOC_Os01g25450	0	0	0	0
LOC_Os01g25440	5.820463408	4.750189259	4.615344203	4.001928274
LOC_Os01g25430	0	0	0	0
LOC_Os01g25402	0	0	0	0
LOC_Os01g25386	37.99807226	39.77307876	26.09783621	26.89337209
LOC_Os01g25370	0	0	0.117499079	0
LOC_Os01g25370	0.556162866	0.134487389	0.273494626	0.435247866
LOC_Os01g25370	9.981436284	8.337258727	12.59937598	8.911573029
LOC_Os01g25360	0.413702149	0.225086718	0	0
LOC_Os01g25340	0	0	0	0
LOC_Os01g25330	0	0	0	0
LOC_Os01g25330	0.235801225	0	0.652251959	0.276803755
LOC_Os01g25330	13.15521335	14.9114113	18.05442219	22.0186045
LOC_Os01g25320	6.03726478	6.925984385	12.4794913	16.05772526
LOC_Os01g25300	0	0	0	0
LOC_Os01g25290	0	0	0	0
LOC_Os01g25280	0	0	0.291085907	0
LOC_Os01g25270	0.36349237	0.339031926	0.114909671	0.156746425
LOC_Os01g25260	0	0	0	0
LOC_Os01g25250	0	0	0	0
LOC_Os01g25240	1.930610028	1.950751552	0	0.693770226
LOC_Os01g25230	0	0	0	0
LOC_Os01g25220	0	0	0	0
LOC_Os01g25210	0	0	0	0
LOC_Os01g25189	0	0	0	0.304638769
LOC_Os01g25189	0	1.119026945	0	0
LOC_Os01g25189	0.868774513	1.215468275	1.098571544	1.123907765
LOC_Os01g25189	1.767227658	0	0.244417242	0
LOC_Os01g25189	0	1.010319441	0.79900865	0.830411265
LOC_Os01g25170	0	0	0	0
LOC_Os01g25160	0	0	0	0
LOC_Os01g25150	0	0	0	0
LOC_Os01g25140	0	0	0	0
LOC_Os01g25130	0	0	0	0
LOC_Os01g25120	0	0	0	0
LOC_Os01g25110	0	0	0	0
LOC_Os01g25100	0	0	0.737258567	0
LOC_Os01g25090	0	0	0	0
LOC_Os01g25080	0	1.092087407	0	0
LOC_Os01g25070	0.582741737	0	0	0.586347739
LOC_Os01g25065	0	0	0	0.317652464
LOC_Os01g25060	0.132668253	0	0	0
LOC_Os01g25050	0	0	0	0
LOC_Os01g25040	0	0	0	0
LOC_Os01g25030	0	0	0	0
LOC_Os01g25020	0	0	0	0
LOC_Os01g25010	24.20245969	19.53156324	1.025020458	2.563392038
LOC_Os01g25000	0	0	0	0
LOC_Os01g24990	0	0.204766389	0	0
LOC_Os01g24980	1.006717923	0	0	0
LOC_Os01g24980	1.419542589	3.707248986	1.780063176	2.951875201
LOC_Os01g24970	0	0	0	0
LOC_Os01g24960	0	0	0	0
LOC_Os01g24950	0	2.00306941	3.114997235	2.560365602
LOC_Os01g24950	7.737416519	6.152736496	4.829291016	8.683598944
LOC_Os01g24940	0.629090499	0.760611178	0.077339248	0.140662957
LOC_Os01g24930	0	0	0	0
LOC_Os01g24920	0.808305832	1.005216818	0.638817792	0.813307624
LOC_Os01g24910	0	0	0	0
LOC_Os01g24900	0	0	0	0
LOC_Os01g24890	0	0	0	0
LOC_Os01g24880	0.628010515	0.455583245	0	0
LOC_Os01g24880	23.3608894	20.29903098	22.7230851	15.49809655
LOC_Os01g24870	0	0	0	0
LOC_Os01g24860	0	0	0	0
LOC_Os01g24840	0	0	0	0
LOC_Os01g24830	0	0	0	0
LOC_Os01g24820	0	0	0.352727628	0.128306682
LOC_Os01g24810	0.103228536	0	0.456866261	0
LOC_Os01g24800	0	0	0	0
LOC_Os01g24790	1.312681213	0.612173564	0.10374342	0.56605889
LOC_Os01g24780	0.449875331	0.685349817	0.398209386	0.72425465
LOC_Os01g24770	0	0	0	0
LOC_Os01g24764	20.32311807	14.6998177	3.835912956	4.08977548
LOC_Os01g24760	0	0	0	0
LOC_Os01g24750	23.39143962	23.14914941	41.11187737	46.49123103
LOC_Os01g24740	0	0	0	0
LOC_Os01g24730	0	0	0	0
LOC_Os01g24720	0.447892409	0	1.486703226	1.351991894
LOC_Os01g24710	0	0.803260658	176.4198661	112.1554774
LOC_Os01g24710	0.148343927	0	12.80246811	12.98578346
LOC_Os01g24710	0.131011237	1.283048702	84.21976107	133.1401526
LOC_Os01g24710	67.05080955	81.239895	26211.05187	13548.86098
LOC_Os01g24700	0	0	4.169661034	13.54230291
LOC_Os01g24690	0	0	0	0
LOC_Os01g24690	2.113780427	2.108450444	0.194898256	1.595145366
LOC_Os01g24690	70.59609434	73.64535845	30.7708444	36.98409405
LOC_Os01g24680	1.843146746	1.266717136	4.776344582	3.025848207
LOC_Os01g24680	46.19742482	60.93917464	144.4744337	112.3491356
LOC_Os01g24670	0	0	0	0
LOC_Os01g24660	0	0	0	0
LOC_Os01g24650	0	0	0	0
LOC_Os01g24640	0	0	0	0
LOC_Os01g24630	0	0	0	0
LOC_Os01g24620	0	0	0	0
LOC_Os01g24610	0	0	0	0
LOC_Os01g24600	0	0	0.141423813	0
LOC_Os01g24590	0	0	0	0
LOC_Os01g24570	0	0.3685795	0	0
LOC_Os01g24560	0	0	0.25846421	0.235044568
LOC_Os01g24550	0	0.263663428	0	0
LOC_Os01g24540	0	0	0	0
LOC_Os01g24530	0	0	0	0
LOC_Os01g24520	0	0	0	0
LOC_Os01g24510	0	0	0	0
LOC_Os01g24500	0.120970941	0.131635536	1.0707803	0.121719508
LOC_Os01g24490	1.313037557	1.933072532	0.598212652	1.165731728
LOC_Os01g24480	3.716912449	6.523530972	14.65926658	20.20759271
LOC_Os01g24470	0.144391603	0	0	0.435855291
LOC_Os01g24470	0	0.155373091	0.473951936	0
LOC_Os01g24460	0	0	0	0
LOC_Os01g24450	0	0	0	0
LOC_Os01g24440	16.86066091	13.39627219	7.402925528	8.078568848
LOC_Os01g24430	1.549482113	0.843040926	0.122458196	1.447708134
LOC_Os01g24420	3.351561751	3.87031734	2.270396597	2.546431514
LOC_Os01g24410	0	0	0	0
LOC_Os01g24400	0	0	0	0
LOC_Os01g24390	0	0	0	0
LOC_Os01g24380	0	0	0	0
LOC_Os01g24370	0	0	0	0
LOC_Os01g24360	0	0	0	0
LOC_Os01g24350	0	0	0	0
LOC_Os01g24340	0.454465254	0.247265073	0.125710056	0
LOC_Os01g24330	0	0	0	0
LOC_Os01g24320	0	0	0	0
LOC_Os01g24310	0	0	0	0
LOC_Os01g24294	0	0	0	0
LOC_Os01g24280	0	0	0	0
LOC_Os01g24270	0	0	0	0
LOC_Os01g24260	0	0	0	0
LOC_Os01g24240	0	0	0	0
LOC_Os01g24230	0	0	0	0
LOC_Os01g24220	0.074341538	0	0	0
LOC_Os01g24210	0.198516416	0.432034579	0.10982362	0.099872417
LOC_Os01g24200	0	0	0	0
LOC_Os01g24190	0	0	0	0
LOC_Os01g24180	0	0	0	0
LOC_Os01g24170	0	0	0	0
LOC_Os01g24160	0	0	0	0
LOC_Os01g24150	0	0	0	0
LOC_Os01g24140	0	0	0	0
LOC_Os01g24130	0	0	0	0
LOC_Os01g24120	0	0	0	0
LOC_Os01g24110	0	0	0	0
LOC_Os01g24100	0	0	0	0
LOC_Os01g24090	1.266073546	1.492495834	0	0
LOC_Os01g24090	27.84531112	23.69439642	1.022108468	3.850762627
LOC_Os01g24080	0.123310538	0.067090694	0	0.062036791
LOC_Os01g24070	26.60735526	26.21009777	12.24065128	15.07686396
LOC_Os01g24070	34.77617081	32.59382182	17.69420561	23.24243988
LOC_Os01g24060	0	0.734777776	0.5810972	2.642217661
LOC_Os01g24060	8.752890688	6.270316122	2.905374272	1.027489578
LOC_Os01g24050	0.25951308	0	0	0
LOC_Os01g24040	0	0	0	0
LOC_Os01g24030	0	0.446199647	0	0.103146923
LOC_Os01g24030	0.235516578	0	0	0
LOC_Os01g24020	0.729080469	1.586709955	0.268895501	0.733592014
LOC_Os01g24010	0.496984547	0.50216945	0.235665184	0.250029942
LOC_Os01g23990	6.894061252	9.689863885	6.992233193	8.092841938
LOC_Os01g23980	0.035054969	0	0.03878635	0
LOC_Os01g23970	0.127317889	0	0	0
LOC_Os01g23960	0	0	0	0
LOC_Os01g23940	0	0	0	0
LOC_Os01g23930	0	0	0	0
LOC_Os01g23920	0	0	0	0
LOC_Os01g23910	5.278731965	4.595276882	3.50437189	7.435955417
LOC_Os01g23900	0	0	0	0
LOC_Os01g23890	0	0	0	0
LOC_Os01g23880	0	0.147309042	0	0
LOC_Os01g23870	0.766910116	0.312944858	1.378882178	0.771655751
LOC_Os01g23850	1.290356703	0.655252444	0.095180471	0
LOC_Os01g23840	0	0.27686723	0	0
LOC_Os01g23830	0	0	0	0
LOC_Os01g23820	0	0	0	0
LOC_Os01g23810	0	0.209123121	0	0
LOC_Os01g23800	0	0	0	0
LOC_Os01g23790	0	0	0	0
LOC_Os01g23780	0	0	0	0
LOC_Os01g23770	0	0	0	0
LOC_Os01g23760	0	0	0	0.133652793
LOC_Os01g23750	0	0	0	0
LOC_Os01g23740	0	0	0	0
LOC_Os01g23740	29.9498582	36.45104579	33.71514658	43.89027344
LOC_Os01g23730	0	0.220047463	0	0
LOC_Os01g23710	7.249992783	5.539183376	0.768035964	1.474492108
LOC_Os01g23705	0	0.310382737	0	0
LOC_Os01g23700	0	0	0	0
LOC_Os01g23690	0	0	0	0
LOC_Os01g23680	8.584075086	8.504340234	0.567032594	2.449353321
LOC_Os01g23680	11.74165832	9.438704695	2.691929133	8.621257354
LOC_Os01g23680	40.67313636	34.77478061	10.59583523	11.69280614
LOC_Os01g23670	0	0	0	0.278216019
LOC_Os01g23660	0	0	0	0
LOC_Os01g23650	0	0	0.530652184	0.482569378
LOC_Os01g23640	2.221301578	1.637409149	2.299180969	1.514064082
LOC_Os01g23640	21.19266441	21.82870829	40.45312081	41.99650045
LOC_Os01g23630	5.799208213	8.113444278	6.41649749	5.418301272
LOC_Os01g23620	57.08595584	78.88070826	53.13661984	75.28312825
LOC_Os01g23610	0	0	0	0
LOC_Os01g23610	12.75859556	13.65577564	16.97085758	15.15251293
LOC_Os01g23600	2.522869829	2.033542068	0.413542736	1.31624958
LOC_Os01g23590	0.995418028	0.842467428	0.734249348	3.338592228
LOC_Os01g23590	0	0	0	0
LOC_Os01g23590	22.75908824	25.32487602	30.40412794	35.12575203
LOC_Os01g23580	0.597738767	1.235825382	0.859773594	0.601437571
LOC_Os01g23570	0	0	0	0
LOC_Os01g23560	0	0	0	0
LOC_Os01g23550	0	0	0	0
LOC_Os01g23540	0	0	0	0
LOC_Os01g23530	0	0.107614453	0.109422804	0.099507919
LOC_Os01g23520	0	0	0	0
LOC_Os01g23510	0	0	0	0
LOC_Os01g23500	0	0	0	0
LOC_Os01g23490	0	0	0	0
LOC_Os01g23480	0	0	0	0
LOC_Os01g23470	0	0	0	0
LOC_Os01g23460	0	0	0	0
LOC_Os01g23440	0	0	0	0
LOC_Os01g23430	0	0	0	0
LOC_Os01g23420	0	0	0	0
LOC_Os01g23410	0	0	0	0.372644691
LOC_Os01g23400	0	0	0	0
LOC_Os01g23390	0	0	0	0
LOC_Os01g23380	4.560034802	5.207078808	3.612771205	2.549029038
LOC_Os01g23370	0	0	0	0
LOC_Os01g23360	0	0	0	0
LOC_Os01g23350	0	0	0	0
LOC_Os01g23340	0	0	0	0
LOC_Os01g23330	0	0	0	0
LOC_Os01g23320	0	0	0	0
LOC_Os01g23310	0	0	0	0
LOC_Os01g23300	0	0	0	0
LOC_Os01g23290	0	0	0	0
LOC_Os01g23280	0	0	0	0
LOC_Os01g23270	0	0	0	0
LOC_Os01g23260	0	0	0	0
LOC_Os01g23239	0	0	0	0
LOC_Os01g23230	0	0	0.237010659	0
LOC_Os01g23210	0	0	0	0
LOC_Os01g23200	0	0	0	0
LOC_Os01g23190	0	0	0	0
LOC_Os01g23180	0	0	0	0
LOC_Os01g23160	0	0	0	0
LOC_Os01g23144	0	0	0	0
LOC_Os01g23130	0	0	0	0
LOC_Os01g23120	0	0	0	0
LOC_Os01g23110	0	0	0	0
LOC_Os01g23100	0	0	0	0
LOC_Os01g23090	0	0	0	0
LOC_Os01g23080	0	0	0	0
LOC_Os01g23070	0.158929565	0	0	0
LOC_Os01g23060	0	0	0	0
LOC_Os01g23050	0.328454433	0	0	0
LOC_Os01g23040	0	0	0	0
LOC_Os01g23020	0	0	0	0
LOC_Os01g23010	0	0	0	0
LOC_Os01g23000	0	0	0	0.281084225
LOC_Os01g22990	12.52152555	11.13359712	2.857125498	4.068940543
LOC_Os01g22990	84.10561017	70.79866029	29.36997393	29.17639295
LOC_Os01g22980	8.886811485	2.615725483	0	0
LOC_Os01g22980	45.17460875	56.04387349	0.804881836	4.098924865
LOC_Os01g22954	0.163896113	0.178344919	0	0
LOC_Os01g22930	0	0	0	0
LOC_Os01g22920	0	0	0	0
LOC_Os01g22910	0.116548347	0	0	0
LOC_Os01g22900	1.049358254	0	0	0
LOC_Os01g22900	1.303460272	0.851022683	2.115234627	1.398961147
LOC_Os01g22900	99.59928098	33.99057561	252.9098754	184.6517528
LOC_Os01g22890	0	0	0	0
LOC_Os01g22880	0	0	0	0
LOC_Os01g22870	25.38555542	24.58970815	17.85922377	21.11328136
LOC_Os01g22860	0	0	0	0
LOC_Os01g22850	0	0	0	0
LOC_Os01g22840	0	0	0	0
LOC_Os01g22830	0	0	0	0
LOC_Os01g22820	0	0	0	0
LOC_Os01g22810	0	0	0	0
LOC_Os01g22794	0	0	0	0
LOC_Os01g22780	0.206064568	0	0	0
LOC_Os01g22780	0	0.335920557	0	0
LOC_Os01g22770	0	0	0	0
LOC_Os01g22760	0	0	0	0
LOC_Os01g22750	0	0	0	0
LOC_Os01g22740	0	0	0	0
LOC_Os01g22730	0	0	0	0
LOC_Os01g22720	0	0	0	0
LOC_Os01g22710	0.799925926	0.652834539	0	0
LOC_Os01g22700	0	0	0	0
LOC_Os01g22680	0	0	0	0
LOC_Os01g22670	0	0	0	0.263431593
LOC_Os01g22660	5.587111496	5.106915958	2.101820299	2.136240113
LOC_Os01g22660	1.995723542	1.930367266	0.58884154	1.383339224
LOC_Os01g22660	1.472097083	0.444965191	0	0.740603206
LOC_Os01g22650	0	0	0	0
LOC_Os01g22640	19.41564758	23.24002828	0.653809778	1.953579149
LOC_Os01g22630	0.872288823	2.47843622	4.18226678	2.925621804
LOC_Os01g22630	1.400789298	0	1.188252463	3.24175196
LOC_Os01g22620	0	0	0	0
LOC_Os01g22600	12.48609868	11.56327843	43.20913444	64.77705389
LOC_Os01g22590	0	0	0.361082076	0.459709809
LOC_Os01g22570	2.284079681	3.6151859	0.229745965	0.626785514
LOC_Os01g22560	3.849075391	4.858547953	0.170351411	0
LOC_Os01g22550	0	0	0	0
LOC_Os01g22550	4.258539239	4.633964901	2.440056885	2.831088732
LOC_Os01g22540	0	0	0	0.259668284
LOC_Os01g22530	0	0	0	0
LOC_Os01g22520	84.66594531	59.09209796	45.70107659	69.95668583
LOC_Os01g22520	12.58519164	21.39793904	14.27292637	3.561488081
LOC_Os01g22510	76.77223771	69.79913283	53.50688212	49.95806941
LOC_Os01g22500	11.17605183	10.42398324	7.949360784	11.91456686
LOC_Os01g22490	109.1771527	137.5810495	63.31362397	73.47887118
LOC_Os01g22480	2.364272105	1.136775461	1.095042146	1.604375907
LOC_Os01g22480	0	0.689291532	0.841049254	0.297438217
LOC_Os01g22450	0	1.404112381	0	0.649170711
LOC_Os01g22440	1.062646696	1.927213071	0	1.069222348
LOC_Os01g22430	7.454768199	6.82435406	1.178325919	2.143113788
LOC_Os01g22420	0	0	0	0
LOC_Os01g22410	0	0	0	0
LOC_Os01g22390	3.136306482	2.189342107	0.392846785	3.721360764
LOC_Os01g22390	0	2.342855898	1.952101219	0
LOC_Os01g22380	0.446661936	0.24301945	0	0
LOC_Os01g22370	40.4712882	53.17697921	80.91227664	127.2113808
LOC_Os01g22352	5.674105447	9.855172669	43.46361914	41.72119952
LOC_Os01g22336	0	0.625152509	0.635657563	0.722575173
LOC_Os01g22320	0	0	0	0
LOC_Os01g22309	0	0	0	0
LOC_Os01g22300	0	0	0	0
LOC_Os01g22280	0	0	0	0
LOC_Os01g22270	0	0	0	0
LOC_Os01g22249	15.63990134	50.16703028	10.58942527	11.62635384
LOC_Os01g22230	0	0	0	0
LOC_Os01g22230	2.890912954	4.404079373	1.407398289	2.443393601
LOC_Os01g22220	0	0	0	0
LOC_Os01g22209	0	0	0.109622846	0
LOC_Os01g22200	0	0	0	0.122540089
LOC_Os01g22190	0.042539232	0	0	0
LOC_Os01g22180	0	0	0	0
LOC_Os01g22170	0	0	0	0.029928836
LOC_Os01g22150	0	0.234951076	0	0
LOC_Os01g22140	0	0	0	0
LOC_Os01g22120	0	0	0	0
LOC_Os01g22110	0	0	0	0
LOC_Os01g22100	0.103623292	0.225517094	0	0
LOC_Os01g22090	2.815323715	3.765574112	0.584061982	1.357356941
LOC_Os01g22080	0	0	0	0
LOC_Os01g22070	3.984925111	3.802539637	3.120282864	2.652493901
LOC_Os01g22050	0	0	0.052831451	0
LOC_Os01g22039	0	0	0	0
LOC_Os01g22030	0	0	0	0
LOC_Os01g22010	1.26230547	2.472458757	1.582892617	4.826443112
LOC_Os01g22010	9.558754684	11.15109165	6.764972147	6.151992776
LOC_Os01g22010	3.357211244	11.56839492	8.932645095	10.2948134
LOC_Os01g22010	168.4191272	150.0303341	153.3108765	102.8163081
LOC_Os01g22000	0.40393775	0.769209391	0.111733596	0.101609329
LOC_Os01g21990	10.39922796	8.106989669	0.429334344	0.546604837
LOC_Os01g21980	0	0	0	0
LOC_Os01g21970	0.807987024	0.976908669	0.595994777	0.541991229
LOC_Os01g21960	10.34879044	15.03952532	3.615901313	5.959974317
LOC_Os01g21950	0	0	0	0
LOC_Os01g21940	8.659327559	8.982405334	4.387587569	6.025751826
LOC_Os01g21930	0	0	0	0
LOC_Os01g21920	0	0	0	0
LOC_Os01g21900	0	0	0	0
LOC_Os01g21880	0	0	0	0
LOC_Os01g21870	0	0	0	0
LOC_Os01g21860	9.822840399	11.24167475	9.744100727	10.56525332
LOC_Os01g21850	2.425248742	2.131544096	0.774058048	0.516208035
LOC_Os01g21850	5.552192049	6.212654457	4.636368308	6.166285195
LOC_Os01g21840	0	0	0	0
LOC_Os01g21830	0	0	0	0
LOC_Os01g21820	58.08598276	57.74131022	12.19513398	21.01040263
LOC_Os01g21810	0	0	0	0
LOC_Os01g21800	0	0	0	0
LOC_Os01g21790	0	0	0	0
LOC_Os01g21780	0	0	0	0
LOC_Os01g21760	0	0	0	0
LOC_Os01g21750	0	0	0	0
LOC_Os01g21740	0	0	0	0
LOC_Os01g21730	0	0	0	0
LOC_Os01g21720	0	0	0	0
LOC_Os01g21710	0	0	0	0
LOC_Os01g21700	0	0	0	0
LOC_Os01g21690	0	0	0	0
LOC_Os01g21680	0	0	0	0
LOC_Os01g21670	0	0	0	0
LOC_Os01g21660	0	0	0	0
LOC_Os01g21650	0	0	0	0
LOC_Os01g21640	0	0	0	0
LOC_Os01g21630	3.26559504	3.931514666	28.4443177	19.0856189
LOC_Os01g21620	0.285236745	0.620765474	0.315598404	0
LOC_Os01g21610	4.586657678	5.910406235	4.540680825	4.007797797
LOC_Os01g21600	0	0	0	0
LOC_Os01g21590	0.296687855	0.645686715	0.218845609	0.497539596
LOC_Os01g21585	0	0	0	0
LOC_Os01g21580	0	0	0	0
LOC_Os01g21560	5.571092505	7.423139579	1.383777618	0.915194513
LOC_Os01g21550	0	0	0	0
LOC_Os01g21542	0	0	0	0
LOC_Os01g21536	0	0	0	0
LOC_Os01g21530	0	0	0	0
LOC_Os01g21520	0	0	0	0
LOC_Os01g21510	0	0	0	0
LOC_Os01g21500	0	0	0	0
LOC_Os01g21490	0	0	0	0
LOC_Os01g21480	0	0	0	0
LOC_Os01g21450	7.314470739	5.994664304	3.175753873	6.707604431
LOC_Os01g21450	0	0	1.843604342	0
LOC_Os01g21450	22.11681837	21.70291598	39.61973811	33.11559093
LOC_Os01g21440	7.974193465	1.205164577	14.70499376	4.234644911
LOC_Os01g21440	56.3286422	109.5871017	45.799044	64.62059944
LOC_Os01g21430	0	0	0	0
LOC_Os01g21420	13.04911702	10.10595418	20.551549	25.19514612
LOC_Os01g21410	15.52015689	14.26494895	35.67812172	32.2936859
LOC_Os01g21400	0	0	0.140759852	0
LOC_Os01g21390	0	0	0	0
LOC_Os01g21380	0	0	0	0
LOC_Os01g21360	0	0	0	0
LOC_Os01g21350	0	0	0	0
LOC_Os01g21340	0	0	0	0
LOC_Os01g21320	28.4076991	40.43843656	129.3832073	102.6488703
LOC_Os01g21310	6.261571569	9.632994101	0.955596761	3.693289942
LOC_Os01g21300	0.953888201	1.72996897	0	0.426573714
LOC_Os01g21290	0	0	0	0
LOC_Os01g21270	0	0	0	0
LOC_Os01g21260	0	0	0	0
LOC_Os01g21250	134.3343691	95.98751232	427.4008175	633.4801168
LOC_Os01g21240	0.434055916	0.067474508	0.274433395	1.247833861
LOC_Os01g21220	0	0	0	0
LOC_Os01g21210	0	0	0	0
LOC_Os01g21200	0	0	0	0
LOC_Os01g21190	0	0	0	0
LOC_Os01g21180	0	0	0	0
LOC_Os01g21180	43.62035097	45.30830926	30.34748069	34.91271751
LOC_Os01g21170	3.079746384	3.63052262	9.228824682	5.810257193
LOC_Os01g21160	1.206318632	0.948036306	11.49345383	5.664322181
LOC_Os01g21160	1.043240019	0.873238697	6.126596857	7.751598145
LOC_Os01g21160	17.7524134	10.76709565	219.8191844	130.1114729
LOC_Os01g21160	2.027438157	4.582053064	41.93144839	25.73518191
LOC_Os01g21144	0.354344231	0.128527541	18.4922552	8.735154311
LOC_Os01g21135	0	0	1.627053389	5.086210319
LOC_Os01g21130	0	0	0	0
LOC_Os01g21120	1.931702311	1.926831445	6.233849665	7.126737469
LOC_Os01g21110	0	0	0	0
LOC_Os01g21100	0	0	0	0
LOC_Os01g21090	0	0	0	0
LOC_Os01g21080	0	0	0	0
LOC_Os01g21070	0.618487663	0.84126562	1.112022907	1.944733942
LOC_Os01g21060	0	0	0	0
LOC_Os01g21050	0	0	0	0
LOC_Os01g21034	1.459671463	0	0	1.016795009
LOC_Os01g21034	1.642272167	4.595276882	0.90854086	0
LOC_Os01g21034	5.268956536	8.658693014	2.141560599	1.839317015
LOC_Os01g21020	0	0	0	0
LOC_Os01g21010	0	0	0	0
LOC_Os01g21000	0	0	0	0
LOC_Os01g20990	0	0	0	0
LOC_Os01g20980	0.296958803	0.242353644	0.164284101	0.373495478
LOC_Os01g20970	0	0	0	0
LOC_Os01g20960	0	0	0	0
LOC_Os01g20950	0.346662995	0.377224222	0	0
LOC_Os01g20940	3.91161061	2.954478188	17.00640367	9.260742665
LOC_Os01g20930	1.054377072	0.68839751	3.733148438	1.909622792
LOC_Os01g20920	0	0	0	0
LOC_Os01g20910	5.677569492	5.05480457	0	0.692448758
LOC_Os01g20900	0.602836279	0	0.800405296	1.455759904
LOC_Os01g20900	0	0	0	0
LOC_Os01g20900	1.589517614	3.521066731	2.449634261	1.999191924
LOC_Os01g20900	0	0	0	0
LOC_Os01g20900	0.621199858	1.474830093	2.311903558	2.272886685
LOC_Os01g20900	0	0	1.095717856	0.527523888
LOC_Os01g20900	4.534009894	4.364445133	4.051890844	5.029970558
LOC_Os01g20894	16.72098992	10.45249523	4.723617252	7.875278823
LOC_Os01g20890	22.52846477	26.13899358	5.706061296	9.080803652
LOC_Os01g20880	4.163226343	6.437722802	1.39403473	2.149612449
LOC_Os01g20870	0	0	0	0
LOC_Os01g20860	4.315930987	6.123175563	4.775334723	6.266591461
LOC_Os01g20850	0	0	0	0
LOC_Os01g20840	20.5445028	18.73251105	24.45578222	20.95675801
LOC_Os01g20830	49.556833	34.59163496	1.065845828	1.292358282
LOC_Os01g20820	1.767227658	1.282015652	1.303558626	4.741768672
LOC_Os01g20810	0	0	0	0
LOC_Os01g20800	1.290356703	0	0	0
LOC_Os01g20780	2.122980777	4.235255189	13.31076621	11.3926281
LOC_Os01g20770	0	0	0	0
LOC_Os01g20760	0	0.045503642	0	0
LOC_Os01g20750	0	0	0	0
LOC_Os01g20740	0.070658385	0.230662529	0	0.071095619
LOC_Os01g20730	2.014326746	2.661600637	6.527021862	9.26533206
LOC_Os01g20720	0.150402354	0.054553858	0.11094116	0.302666085
LOC_Os01g20710	0	0	0	0
LOC_Os01g20700	0	0	0	0
LOC_Os01g20208	0	0	0	0
LOC_Os01g20206	0.606660241	0.660142388	21.70327831	34.99708371
LOC_Os01g20204	0	0	0.384382672	0.34955346
LOC_Os01g20200	0	0.053128577	0	0
LOC_Os01g20190	0	0	0	0
LOC_Os01g20170	0	0	0	0
LOC_Os01g20160	0.601053399	0.163510314	0	0.075596589
LOC_Os01g20150	0	0	0	0
LOC_Os01g20140	0	0	0	0
LOC_Os01g20130	0	0	0	0.051298532
LOC_Os01g20120	0	0	0	0
LOC_Os01g20120	0.514509318	1.026423924	0.094879267	0
