GeneID	control_1	control_2	treatment_1	treatment_2
LOC_Os10g14180	0.22464241	0	0.714593278	1.52571935
LOC_Os10g14180	8.04077629	2.754064207	25.27743658	16.76700899
LOC_Os10g14180	4.861818922	0.311201689	3.322526734	1.366855481
LOC_Os10g14170	1.066830345	0.464352126	3.069008103	3.005609276
LOC_Os10g14160	0	0	0	0
LOC_Os10g14150	0	0	0	0
LOC_Os10g14140	0	0	0	0
LOC_Os10g14130	0	0	0	0
LOC_Os10g14120	0	0	0	0
LOC_Os10g14100	0	0	0	0
LOC_Os10g14080	0	0	0	0
LOC_Os10g14070	0	0	0	0
LOC_Os10g14060	0	0	0	0
LOC_Os10g14050	0	0	0	0
LOC_Os10g14040	0	0	0	0
LOC_Os10g14030	0	0	0	0
LOC_Os10g14020	0	0	0.393204569	0
LOC_Os10g14020	0	0	0	1.001577668
LOC_Os10g14011	15.37042543	12.26533462	71.23838346	46.74029119
LOC_Os10g13990	0	0	0	0
LOC_Os10g13980	0	0	0	0
LOC_Os10g13970	0	0	0	0
LOC_Os10g13970	0	0	0	0
LOC_Os10g13960	0	0.043748309	0	0
LOC_Os10g13950	0	0	0	0
LOC_Os10g13940	16.15554247	17.66596337	9.901457968	13.14784129
LOC_Os10g13930	0	0	0	0
LOC_Os10g13914	9.195378011	10.15104196	1.327065421	2.950001985
LOC_Os10g13900	0	0	0	0
LOC_Os10g13880	1.275176036	0	0.705455256	1.283066817
LOC_Os10g13870	1.818623541	2.770530469	0.402440918	1.463901738
LOC_Os10g13850	9.443462413	8.049519379	15.32470082	23.4380163
LOC_Os10g13840	0	0	0	0
LOC_Os10g13830	0.355376928	0.580059541	0.196602285	0.357575998
LOC_Os10g13820	0	0	0	0
LOC_Os10g13810	6.778189237	6.578365384	20.97884828	21.19770953
LOC_Os10g13800	24.16516777	32.52341663	19.46670208	11.51749027
LOC_Os10g13800	0.104489039	0.341101851	0.924889925	4.310560274
LOC_Os10g13790	0	0	0.41497368	0.377372593
LOC_Os10g13780	0	0	0	0
LOC_Os10g13770	0	0	0	0
LOC_Os10g13760	0	0	0	0
LOC_Os10g13740	0	0	0	0
LOC_Os10g13730	0	0	0	0
LOC_Os10g13710	0	0	0	0
LOC_Os10g13700	1.026852281	1.055301305	0.441837766	0.516603218
LOC_Os10g13694	0.776679671	3.662318598	0.429676171	0.520990507
LOC_Os10g13694	1.512418089	1.782896186	0.55780183	0.253629487
LOC_Os10g13694	30.83856224	37.24303305	5.369883294	14.29386704
LOC_Os10g13690	0	0	0	0
LOC_Os10g13680	0	0	0	0
LOC_Os10g13670	16.56749132	15.73877687	17.45809207	13.6932232
LOC_Os10g13660	0	0	0	0
LOC_Os10g13650	0	0	0	0
LOC_Os10g13630	0.594581268	0	0	0.598260533
LOC_Os10g13630	1.367469653	2.036242656	0.398165317	0.941426848
LOC_Os10g13630	0	0	0	0
LOC_Os10g13620	0	0	0	0
LOC_Os10g13610	0	0	0	0
LOC_Os10g13590	0	0	0	0
LOC_Os10g13580	0	0	0	0
LOC_Os10g13570	0	0	0	0
LOC_Os10g13560	0.652951584	0	0	0
LOC_Os10g13550	2.65586202	1.884781534	6.004887248	11.73486714
LOC_Os10g13550	1.336878102	0.783318861	1.934312799	2.069462608
LOC_Os10g13550	13.50600486	14.97572227	32.72466733	35.26409982
LOC_Os10g13540	0	0	0	0
LOC_Os10g13530	0	0	0	0
LOC_Os10g13510	0	0	0	0
LOC_Os10g13505	0	0	0	0
LOC_Os10g13500	0	0	0	0
LOC_Os10g13490	0	0	0	0
LOC_Os10g13480	0	0	0	0
LOC_Os10g13470	0	0	0	0
LOC_Os10g13460	0	0	0	0
LOC_Os10g13450	0	0	0	0
LOC_Os10g13440	0	0	0	0
LOC_Os10g13430	0.037531151	0.040839834	0	0
LOC_Os10g13420	0	0	0	0
LOC_Os10g13410	0	0	0	0
LOC_Os10g13400	0	0	0	0
LOC_Os10g13390	0	0.07362387	0	0
LOC_Os10g13380	0	0	0	0
LOC_Os10g13370	0	0	0	0
LOC_Os10g13360	0	0	0	0
LOC_Os10g13350	0	0	0	0
LOC_Os10g13340	0	0	0	0
LOC_Os10g13320	0	0	0	0
LOC_Os10g13310	0	0	0	0
LOC_Os10g13300	0	0	0	0
LOC_Os10g12816	0	0.145253005	0	0
LOC_Os10g12812	0	0	0	0
LOC_Os10g12808	0	0	0	0
LOC_Os10g12804	0	0	0	0
LOC_Os10g12800	0	0	0	0
LOC_Os10g12790	0	0	0	0
LOC_Os10g12780	0	0	0	0
LOC_Os10g12770	0	0	0	0
LOC_Os10g12760	0.050887307	0.055373446	0.112607881	0.051202197
LOC_Os10g12750	8.769663438	10.29615977	0.383018645	0.928834743
LOC_Os10g12740	0	0	0	0
LOC_Os10g12730	0	0	0	0
LOC_Os10g12720	0	0	0	0
LOC_Os10g12710	0	0	0	0
LOC_Os10g12700	0	0	0	0
LOC_Os10g12690	0	0	0	0
LOC_Os10g12680	0	0	0	0
LOC_Os10g12670	0	0	0	0
LOC_Os10g12660	0	0	0	0
LOC_Os10g12650	0	0	0	0
LOC_Os10g12640	0	0	0	0
LOC_Os10g12630	0	0	0	0
LOC_Os10g12620	0.285236745	0.362113193	0.105199468	0.191334525
LOC_Os10g12610	0	0	0	0
LOC_Os10g12590	0	0	0	0
LOC_Os10g12580	0	0	0	0
LOC_Os10g12570	0	0	0	0
LOC_Os10g12560	0	0	0	0
LOC_Os10g12548	0	0	0	0
LOC_Os10g12539	0	0	0	0
LOC_Os10g12530	0	0	0	0
LOC_Os10g12520	0	0	0	0
LOC_Os10g12500	0	0.165344075	0	0
LOC_Os10g12480	3.351279775	3.855107137	0.74160049	1.252463633
LOC_Os10g12470	0.792821046	1.294072225	0.313289952	0
LOC_Os10g12460	2.242550959	1.220125241	0.275695158	0.752142617
LOC_Os10g12450	0.506495154	0	0	0
LOC_Os10g12410	0	0	0	0
LOC_Os10g12400	0	0.422743512	1.074618222	1.368144724
LOC_Os10g12390	0.405448739	0	0	0
LOC_Os10g12380	0	0	0	0
LOC_Os10g12354	0	2.277600896	0	0
LOC_Os10g12354	12.47524178	9.591059547	1.200274164	1.569054813
LOC_Os10g12330	0	0	0	0
LOC_Os10g12320	0	0	0	0
LOC_Os10g12300	11.86242085	14.67990455	6.433873045	7.255109577
LOC_Os10g12290	1.8142526	3.189082712	3.397084968	2.94885099
LOC_Os10g12280	0	0	0	0
LOC_Os10g12270	0	0	0	0
LOC_Os10g12260	0	0	0	0
LOC_Os10g12240	0	0	0	0
LOC_Os10g12232	0	0	0	0
LOC_Os10g12226	0	0	0	0
LOC_Os10g12220	0	0	0	0
LOC_Os10g12200	0	0	0	0
LOC_Os10g12190	0	0.478157189	2.755088771	0.44213789
LOC_Os10g12174	0	0	0	0
LOC_Os10g12160	0	0	0	0
LOC_Os10g12149	0	0	0	0
LOC_Os10g12140	0	0.178705212	0	0.275405756
LOC_Os10g12130	0.711726159	0.774470741	0.68904932	0.179032579
LOC_Os10g12120	0	0	0	0
LOC_Os10g12110	0	0	0	0
LOC_Os10g12090	1.958854753	0	0	0
LOC_Os10g12080	0	0	0	0
LOC_Os10g12050	0	2.293752919	0.202808445	0.092215907
LOC_Os10g12050	13.69136375	12.57050084	0	0
LOC_Os10g12030	0	0.029107957	0	0
LOC_Os10g12020	0	0	0	0
LOC_Os10g12010	0	0	0	0
LOC_Os10g12000	0	0.110229383	0	0
LOC_Os10g11990	0.121377338	0	0.067148597	0
LOC_Os10g11980	1.693593172	3.044787173	0	0
LOC_Os10g11970	0	0	0	0
LOC_Os10g11954	0	0	0	0
LOC_Os10g11940	0	0	0	0
LOC_Os10g11930	0	0	0	0
LOC_Os10g11920	0	0	0	0
LOC_Os10g11910	0	0	0	0
LOC_Os10g11889	0	0	0	0
LOC_Os10g11889	0.307343941	1.337755463	0.340058772	0
LOC_Os10g11870	6.107422065	9.822700728	1.967848873	3.579081121
LOC_Os10g11860	1.025478435	2.536097476	0.206297122	0.18760438
LOC_Os10g11844	0	0	0	0
LOC_Os10g11830	0	0	0	0
LOC_Os10g11820	0.108570915	0.059071172	0	0
LOC_Os10g11810	2.015515841	3.23758144	0	1.738275292
LOC_Os10g11810	3.168525107	4.848548842	7.888038066	5.081085249
LOC_Os10g11810	18.53028666	26.20165923	16.44850923	24.22790368
LOC_Os10g11794	0	0	0	0
LOC_Os10g11770	0	0	0	0
LOC_Os10g11750	0	0	0	0
LOC_Os10g11740	0	0	0	0
LOC_Os10g11730	0	0	0	0
LOC_Os10g11720	0	0	0	0
LOC_Os10g11710	0	0	0	0
LOC_Os10g11702	0	0.039954417	0	0
LOC_Os10g11696	0	0	0	0
LOC_Os10g11690	0	0	0	0
LOC_Os10g11680	0	0	0	0
LOC_Os10g11672	0	0	0	0
LOC_Os10g11666	0	0	0	0
LOC_Os10g11660	0	0	0	0
LOC_Os10g11650	0	0	0	0
LOC_Os10g11640	0	0	0	0
LOC_Os10g11630	0	0	0	0
LOC_Os10g11610	0	0	0	0
LOC_Os10g11600	0	0	0	0
LOC_Os10g11590	0	0	0	0
LOC_Os10g11580	0	0	0	0
LOC_Os10g11570	0	0	0	0
LOC_Os10g11560	0	0	0	0
LOC_Os10g11550	0	0	0	0
LOC_Os10g11530	0	0	0	0
LOC_Os10g11520	0	0	0	0
LOC_Os10g11512	0	0	0	0
LOC_Os10g11506	0	0	0	0
LOC_Os10g11500	0.440013382	1.675814776	3.894800332	4.427361818
LOC_Os10g11480	0	0	0	0
LOC_Os10g11454	0	0	0	0
LOC_Os10g11430	0	0	0	0
LOC_Os10g11420	0	0	0	0
LOC_Os10g11400	0	0	0	0
LOC_Os10g11384	0	0	0	0
LOC_Os10g11370	0	0	0.16749636	0.152319385
LOC_Os10g11354	3.879467223	7.579465638	3.2193091	2.838889704
LOC_Os10g11340	2.226428546	1.756462389	1.046952597	1.008092552
LOC_Os10g11330	0	0.989475168	0	0.182987717
LOC_Os10g11320	0	0	0	0
LOC_Os10g11310	0	0	0	0
LOC_Os10g11310	5.117685906	3.365789968	0.746694253	2.546383903
LOC_Os10g11310	0	0	2.412940852	0
LOC_Os10g11290	0	0	0	0
LOC_Os10g11280	0	0	0	0
LOC_Os10g11270	1.25937215	1.781515166	0	0
LOC_Os10g11260	0.746658758	0.406241469	1.342470823	1.220828501
LOC_Os10g11260	1.093491662	0.814136665	1.52827829	1.795158087
LOC_Os10g11260	0	0.304506299	0.309623219	0
LOC_Os10g11260	47.36290548	69.22010915	58.4314047	64.4702824
LOC_Os10g11250	0	0	0	0
LOC_Os10g11240	0	0	0	0
LOC_Os10g11230	0	0	0	0
LOC_Os10g11220	0	0	0	0
LOC_Os10g11210	0.049357907	0	0	0
LOC_Os10g11200	5.955492474	8.505680767	12.10805416	27.41497849
LOC_Os10g11190	0	0	0	0.118201603
LOC_Os10g11180	0	0	0	0
LOC_Os10g11170	0	0	0	0
LOC_Os10g11160	0	0	0	0
LOC_Os10g11150	0	0	0	0
LOC_Os10g11140	0.598227515	0	0.220635025	0
LOC_Os10g11140	50.7132481	42.79898774	6.934215711	13.26413669
LOC_Os10g11130	0	0	0	0
LOC_Os10g11120	0	0	0	0
LOC_Os10g11110	16.24926192	19.18873853	14.50569837	15.97822561
LOC_Os10g11100	0	0	0.279333991	0
LOC_Os10g11090	0	0	0.253546287	0.115286131
LOC_Os10g11080	0	0	0	0
LOC_Os10g11070	0	0	0	0
LOC_Os10g11060	12.11061039	17.29646815	12.8972197	14.31802216
LOC_Os10g11034	20.49478833	14.59948429	19.98789893	13.71230765
LOC_Os10g11022	12.99470746	15.12683152	1.003110169	1.216290105
LOC_Os10g11012	0	0	0	0
LOC_Os10g10990	6.443915485	7.474329929	9.401973363	6.76879217
LOC_Os10g10990	5.367704511	0.768541095	6.329790755	6.182631915
LOC_Os10g10990	16.01161927	16.88589813	11.86266626	13.48472609
LOC_Os10g10980	1.016155903	0.92144875	0.562159657	0.852036558
LOC_Os10g10970	0	0	0	0
LOC_Os10g10960	0	0	0	0
LOC_Os10g10950	0	0.087366993	0	0
LOC_Os10g10938	0	0	0	0
LOC_Os10g10929	0	0	0	0
LOC_Os10g10920	0	0.08323602	0	0
LOC_Os10g10904	0	0	0	0
LOC_Os10g10890	0	0	0	0
LOC_Os10g10880	0.810223976	0.88165196	0	0.543491758
LOC_Os10g10870	14.3457304	13.26046929	6.997661009	8.070904172
LOC_Os10g10860	0	0	0	0
LOC_Os10g10840	0	0	0	0
LOC_Os10g10830	0	0	0	0
LOC_Os10g10820	0	0.13714586	0.139450458	0.317036859
LOC_Os10g10810	0	0	0	0
LOC_Os10g10798	0	0	0	0
LOC_Os10g10794	0	0	0	0
LOC_Os10g10780	0	0	0	0
LOC_Os10g10770	0	0	0	0
LOC_Os10g10760	0	0	0	0
LOC_Os10g10750	0	0	0	0
LOC_Os10g10750	0	0	0	0
LOC_Os10g10744	0	0	0	0
LOC_Os10g10740	0	0	0	0
LOC_Os10g10724	0	0	0	0
LOC_Os10g10720	0	0	0	0.193027751
LOC_Os10g10700	0.526164869	0.42941301	0	0.132355194
LOC_Os10g10680	0	0	0	0
LOC_Os10g10664	0	0	0	0
LOC_Os10g10660	0	0	0	0
LOC_Os10g10650	0	0	0	0
LOC_Os10g10640	0	0	0	0
LOC_Os10g10630	0	0	0	0
LOC_Os10g10620	0.406462361	0	0.224863863	0
LOC_Os10g10610	0	0	0	0
LOC_Os10g10600	0	0	0	0
LOC_Os10g10590	0	0	0	0
LOC_Os10g10580	0.686012424	1.492980253	0	0.690257465
LOC_Os10g10570	0	0	0	0
LOC_Os10g10560	0	0	0	0
LOC_Os10g10550	0	0	0	0
LOC_Os10g10540	0	0	0	0
LOC_Os10g10530	0	0	0	0
LOC_Os10g10520	0	0	0	0
LOC_Os10g10510	0	0	0	0
LOC_Os10g10500	47.45845448	50.53039625	143.6490655	125.0922947
LOC_Os10g10490	0	0	0	0
LOC_Os10g10480	0.672492471	0.817869839	0.787844191	0.875669689
LOC_Os10g10460	0	0	0	0
LOC_Os10g10450	0	0	0	0
LOC_Os10g10434	11.99223155	11.43270094	8.336989174	10.89183026
LOC_Os10g10420	0	0	0	0
LOC_Os10g10410	0	0	0	0
LOC_Os10g10400	0.895784818	1.462133553	0	0
LOC_Os10g10390	0	0	0	0
LOC_Os10g10380	0	0	0	0
LOC_Os10g10370	0	0	0	0
LOC_Os10g10360	2.739947421	2.45252138	0	0
LOC_Os10g10360	2.230072997	0	2.42089459	0
LOC_Os10g10360	0.530976305	0.924458053	0	0
LOC_Os10g10360	0	2.760751521	0	3.403714313
LOC_Os10g10350	0	0	0	0
LOC_Os10g10334	0	0	0	0
LOC_Os10g10320	0	0	0	0
LOC_Os10g10310	0.455420013	0	0	0.458238149
LOC_Os10g10300	0.160103343	0.21777223	0.132859003	0.241641092
LOC_Os10g10290	0.107743502	0.351725964	0.238424242	0.108410218
LOC_Os10g10280	0	0	0	0
LOC_Os10g10270	0	0	0	0
LOC_Os10g10260	0	0	0	0
LOC_Os10g10244	41.25012307	44.17899194	22.76907229	27.53003151
LOC_Os10g10230	0	0	0	0
LOC_Os10g10214	0	0	0	0
LOC_Os10g10200	0	0	0	0
LOC_Os10g10190	6.827297476	6.853275077	4.977455299	4.206930506
LOC_Os10g10180	0	0	0	0
LOC_Os10g10180	80.64899623	76.08881286	14.5953853	20.17910329
LOC_Os10g10175	5.756596122	7.279886008	1.032867504	1.095825009
LOC_Os10g10170	3.83901893	2.604131149	0.330986367	0.351161341
LOC_Os10g10170	2.656455977	3.961253808	0.108859964	1.039458821
LOC_Os10g10170	32.02072672	14.97889944	5.425494367	7.906106668
LOC_Os10g10170	66.20467015	67.92295589	8.039825266	16.80590545
LOC_Os10g10160	0	0	0	0
LOC_Os10g10149	1.476702494	0.803443052	0.16338882	0
LOC_Os10g10140	0	0	0	0
LOC_Os10g10130	7.029238924	6.325072441	0.411307835	0.204021225
LOC_Os10g10130	37.46751614	22.02266776	0.416221866	1.968239935
LOC_Os10g10130	0	0.643764393	1.606701766	0
LOC_Os10g10130	43.20835238	28.46830068	0	3.886387849
LOC_Os10g10130	1.343677228	1.137214986	1.046198566	0
LOC_Os10g10110	0	0	0	0
LOC_Os10g10100	0	0	0	0
LOC_Os10g10090	0	0	0	0
LOC_Os10g10080	9.417185885	0	2.758125746	1.114759926
LOC_Os10g10080	9.42825065	14.70518211	0.927273662	5.059516057
LOC_Os10g10080	12.53510423	19.60144091	4.212184297	4.204223794
LOC_Os10g10060	0	0	0	0
LOC_Os10g10050	0	0	0	0
LOC_Os10g10040	0	0	0	0
LOC_Os10g10030	0	0.058235076	0.059213657	0.107696523
LOC_Os10g10020	0	0	0	0
LOC_Os10g10010	0	0	0	0
LOC_Os10g10000	0	0	0	0
LOC_Os10g09990	2.011737221	3.582144971	0.910584822	0.368033789
LOC_Os10g09970	0	0	0	0
LOC_Os10g09960	0	0	0	0
LOC_Os10g09950	0	0	0	0
LOC_Os10g09940	0	0	0	0
LOC_Os10g09930	0.812924723	2.653772399	0.299818484	1.090606795
LOC_Os10g09920	0	0	0	0
LOC_Os10g09910	0	0	0	0
LOC_Os10g09900	0	0	0	0
LOC_Os10g09890	0	0	0	0
LOC_Os10g09880	0	0	0	0
LOC_Os10g09870	0	0.450173435	0	0
LOC_Os10g09870	0.217796309	0.118498433	0	0
LOC_Os10g09870	0.331130233	1.201073727	1.343382209	0.22211951
LOC_Os10g09870	0	1.792710931	0	0
LOC_Os10g09860	0	0	0	0
LOC_Os10g09850	10.48935126	8.183676298	87.9199912	60.13936432
LOC_Os10g09830	0	0	0	0
LOC_Os10g09820	0	0	0	0
LOC_Os10g09810	0	0	0	0
LOC_Os10g09800	0	0	0	0
LOC_Os10g09790	0	0	0	0
LOC_Os10g09780	0	0	0	0
LOC_Os10g09770	0	0	0	0
LOC_Os10g09760	0	0	0	0
LOC_Os10g09750	0	0	0	0
LOC_Os10g09740	0	0	0	0
LOC_Os10g09710	0	0	0	0
LOC_Os10g09700	0	0.126823054	0	0
LOC_Os10g09690	0	0	0	0
LOC_Os10g09684	6.368076163	8.445297721	0.660554799	1.201402834
LOC_Os10g09680	0	0	0	0
LOC_Os10g09670	0	0	0	0
LOC_Os10g09660	0	0	0	0
LOC_Os10g09650	0	0	0	0
LOC_Os10g09640	0	0	0	0
LOC_Os10g09630	0	0	0	0
LOC_Os10g09620	0	0	0	0
LOC_Os10g09610	0	0	0	0
LOC_Os10g09600	0	0	0	0
LOC_Os10g09590	0	0	0	0
LOC_Os10g09570	0	0	0	0
LOC_Os10g09560	0	0	0	0
LOC_Os10g09550	0	0	0	0
LOC_Os10g09529	0	0	0	0
LOC_Os10g09510	0	0	0	0
LOC_Os10g09500	0	0	0	0
LOC_Os10g09490	0	0	0	0
LOC_Os10g09480	0	0	0	0
LOC_Os10g09470	0	0	0	0
LOC_Os10g09460	0	0	0	0
LOC_Os10g09450	0	0	0	0
LOC_Os10g09440	0	0	0	0
LOC_Os10g09430	0	0	0	0
LOC_Os10g09410	0	0	0	0
LOC_Os10g09400	0	0	0	0
LOC_Os10g09390	0	0	0	0
LOC_Os10g09380	0	0	0	0
LOC_Os10g09370	0	0	0	0
LOC_Os10g09360	0	0	0	0
LOC_Os10g09350	0	0	0	0
LOC_Os10g09340	0	0	0	0
LOC_Os10g09330	0	0	0	0
LOC_Os10g09320	0	0	0	0
LOC_Os10g09310	0	0	0	0
LOC_Os10g09300	0	0	0.419326551	0.381331047
LOC_Os10g09290	0.88844232	1.933531803	0.983011423	0.893939996
LOC_Os10g09280	0	0	0	0
LOC_Os10g09270	0	0	0	0
LOC_Os10g09260	0	0	0	0
LOC_Os10g09250	0	0	0	0
LOC_Os10g09240	1.961809286	2.134759095	52.09515738	90.55490805
LOC_Os10g09220	0	0	0	0
LOC_Os10g09210	0	0	0	0
LOC_Os10g09200	0.361299877	2.752060266	1.199273936	1.817677991
LOC_Os10g09190	0	0	0	0
LOC_Os10g09180	0	0	0	0
LOC_Os10g09170	0	0	0	0
LOC_Os10g09160	0	0	0	0.121991811
LOC_Os10g09150	0	0	0	0.368448241
LOC_Os10g09140	0	0	0	0
LOC_Os10g09130	0	0	0	0
LOC_Os10g09110	0	0	0	0
LOC_Os10g09110	0.398981459	0.542693742	0.220725264	1.405076238
LOC_Os10g09100	0	0	0	0
LOC_Os10g09090	0	0	0	0
LOC_Os10g09080	0	0	0	0
LOC_Os10g09070	0	0	0	0
LOC_Os10g09060	0	0	0	0
LOC_Os10g09040	0	0	0	0
LOC_Os10g09030	0	0	0	0
LOC_Os10g09020	0	0	0	0
LOC_Os10g09000	0.602166461	0	0	0
LOC_Os10g08990	0	0	0	0
LOC_Os10g08980	0	0	0	0
LOC_Os10g08970	0	0	0	0
LOC_Os10g08960	0	0	0	0
LOC_Os10g08950	0	0	0	0
LOC_Os10g08940	0	1.178383142	0	0
LOC_Os10g08940	3.856181377	5.443635691	1.153148015	3.670311328
LOC_Os10g08930	74.90092654	101.9344189	32.04448169	49.6400267
LOC_Os10g08920	0	0	0	0
LOC_Os10g08910	0	0	0	0
LOC_Os10g08879	0.671838614	0.182766694	0	0
LOC_Os10g08879	0	0	1.3861471	3.361459298
LOC_Os10g08879	6.956235043	5.640008455	0	0
LOC_Os10g08850	0	0	0	0.272198035
LOC_Os10g08840	0.344946841	0	1.653878483	1.388325481
LOC_Os10g08840	21.11083582	28.68634247	30.79530939	29.59010683
LOC_Os10g08830	0	0	0	0
LOC_Os10g08820	0	0	0	0
LOC_Os10g08810	0.173516483	0.755253618	0	0
LOC_Os10g08800	0	0	0	0
LOC_Os10g08790	1.398580168	0.380469161	0.77372512	0.351808643
LOC_Os10g08780	0	1.078769268	0	0.748129661
LOC_Os10g08760	0	0	0	0
LOC_Os10g08754	1.03317989	1.226469047	0.415692872	0.850559892
LOC_Os10g08750	0	0	0	0
LOC_Os10g08740	0	0	0	0
LOC_Os10g08730	0	0	0	0
LOC_Os10g08720	0	0	0	0
LOC_Os10g08710	0	0	0	0
LOC_Os10g08702	0	0	0	0
LOC_Os10g08696	0	0	0	0
LOC_Os10g08690	0	0	0	0
LOC_Os10g08680	0	0	0	0
LOC_Os10g08670	0	0	0	0
LOC_Os10g08660	0	0	0	0
LOC_Os10g08650	0	0	0	0
LOC_Os10g08640	0	0	0	0
LOC_Os10g08630	0	0	0	0
LOC_Os10g08620	0	0	0	0
LOC_Os10g08610	0.265012135	0.144187579	0.146610506	0.66663007
LOC_Os10g08599	6.608496766	9.530361212	2.202388471	4.24599609
LOC_Os10g08590	0	0	0	0
LOC_Os10g08580	18.45902894	18.99792322	5.533562622	10.70478146
LOC_Os10g08570	9.742444147	8.398449617	8.329587451	9.802730332
LOC_Os10g08560	0	0	0	0
LOC_Os10g08550	0	0	0	0
LOC_Os10g08550	0	1.202843014	1.528819465	0
LOC_Os10g08550	115.1757983	138.7006443	167.9186433	203.2662241
LOC_Os10g08540	0.27389647	0.357651267	0.181830617	0.496064411
LOC_Os10g08530	0	0	0	0
LOC_Os10g08520	0	0	0	0
LOC_Os10g08510	0	0	0	0
LOC_Os10g08500	0	0	0	0
LOC_Os10g08490	0	0	0	0
LOC_Os10g08474	18.86976496	9.333314418	15.50058047	8.63024134
LOC_Os10g08460	0	0	0	0
LOC_Os10g08450	0	0	0	0
LOC_Os10g08440	0	0	0	0
LOC_Os10g08430	0	0	0	0
LOC_Os10g08420	0	0	0	0
LOC_Os10g08410	0	0	0	0
LOC_Os10g08400	0	0	0	0
LOC_Os10g08390	0	0	0	0
LOC_Os10g08370	1.052329738	0.42941301	0	0.529420774
LOC_Os10g08360	0.506495154	0.367431277	0.186802794	0.339752895
LOC_Os10g08350	0	0	0	0
LOC_Os10g08340	0	0	0	0
LOC_Os10g08319	0	0.091383347	0	0
LOC_Os10g08300	0	0	0	0
LOC_Os10g08290	0	0	0	0
LOC_Os10g08280	0	0	0.099828574	0
LOC_Os10g08260	0	0	0	0
LOC_Os10g08250	0	0	0	0.049126432
LOC_Os10g08240	0	0	0	0
LOC_Os10g08230	0	0	0	0
LOC_Os10g08220	0.301083231	0.982878666	0	0.302946332
LOC_Os10g08210	0	0	0	0
LOC_Os10g08200	0	0	0	0
LOC_Os10g08190	0	0	0	0
LOC_Os10g08180	0	0	0	0
LOC_Os10g08170	0	0	0	0
LOC_Os10g08160	0	0	0	0
LOC_Os10g08150	0	0	0	0
LOC_Os10g08140	0	0	0	0
LOC_Os10g08130	0	0	0	0
LOC_Os10g08120	0	0	0	0
LOC_Os10g08110	0	0	0	0
LOC_Os10g08100	0	0	0	0
LOC_Os10g08090	0	0	0	0
LOC_Os10g08080	0	0	0	0
LOC_Os10g08070	0	0	0	0
LOC_Os10g08060	0	0	0	0
LOC_Os10g08050	0	0	0	0
LOC_Os10g08040	0	0	0	0
LOC_Os10g08030	0	0	0	0
LOC_Os10g08026	2.134840322	3.178902667	1.864800522	2.487216601
LOC_Os10g08022	0.109117412	0	0	0
LOC_Os10g08018	8.247809488	9.535855166	5.589513904	5.49798606
LOC_Os10g08014	3.099910185	3.256876054	0.118271591	0.215109821
LOC_Os10g08011	12.43567564	10.6919379	5.096064882	4.479829609
LOC_Os10g08010	1.022546821	0.445077132	0	0
LOC_Os10g08006	0	0	0	0
LOC_Os10g08002	0	0	0	0
LOC_Os10g07998	0	0	0	0
LOC_Os10g07994	3.611852148	3.312653582	4.567212703	5.191717524
LOC_Os10g07990	0	0	0	0
LOC_Os10g07986	0	0	0	0
LOC_Os10g07982	0	0	0	0
LOC_Os10g07978	4.395363865	4.782851755	1.396370883	1.094693651
LOC_Os10g07978	1.397942462	1.198507597	0	1.577089033
LOC_Os10g07974	0	0.327626222	0	0
LOC_Os10g07970	0	0	0	0
LOC_Os10g07966	0	0	0	0
LOC_Os10g07626	0	0	0	0
LOC_Os10g07624	0	0	0	0
LOC_Os10g07622	0	0	0	0
LOC_Os10g07618	0	0	0	0
LOC_Os10g07616	0	0	0	0
LOC_Os10g07614	0	0	0	0
LOC_Os10g07612	0	0	0	0
LOC_Os10g07608	0	0	0	0
LOC_Os10g07606	0	0	0	0
LOC_Os10g07604	0	0	0	0
LOC_Os10g07602	0	0	0	0
LOC_Os10g07598	0	0	0	0
LOC_Os10g07596	0	0	0	0
LOC_Os10g07594	0	0	0	0
LOC_Os10g07584	0	0	0	0
LOC_Os10g07582	0	0	0	0
LOC_Os10g07578	0	0	0	0
LOC_Os10g07576	0	0	0	0
LOC_Os10g07574	0	0.050447151	0	0.116617493
LOC_Os10g07562	0	0	0	0
LOC_Os10g07558	0	0	0	0
LOC_Os10g07556	2.17781219	5.965369828	0	0
LOC_Os10g07554	0	0	0	0
LOC_Os10g07552	0	0	0	0
LOC_Os10g07548	0.084284575	0.642004728	0	0
LOC_Os10g07546	1.346459168	0.732580373	0	0
LOC_Os10g07544	0	0.491439333	0	0.454419498
LOC_Os10g07542	0	0	0	0
LOC_Os10g07538	2.608314618	2.365216042	0.32066148	0.729015237
LOC_Os10g07536	0	0	0	0
LOC_Os10g07534	2.952734521	2.476720363	0.816758639	0.618959588
LOC_Os10g07530	0	0	0	0
LOC_Os10g07520	0	0	0	0
LOC_Os10g07510	0.473548382	0.171765204	0.349303088	0.158826232
LOC_Os10g07480	4.972612996	6.3128219	1.887912492	2.354533409
LOC_Os10g07470	0.791167613	0.43045781	0.109422804	0.298523758
LOC_Os10g07460	0	0	0	0
LOC_Os10g07450	3.575363364	4.914393332	0.416414561	0
LOC_Os10g07450	8.174662016	10.8720657	0	0.913916308
LOC_Os10g07440	66.32301446	68.32389298	32.66564556	38.49200451
LOC_Os10g07430	1.237732041	1.058238042	1.07602066	0.533739051
LOC_Os10g07420	0.363724708	1.978950335	0	1.463901738
LOC_Os10g07410	0	0	0	0
LOC_Os10g07400	0.201094551	0.109411354	0	0
