ID	control_1	control_2	control_3	control_4	control_5	control_6	control_7	control_8	control_9	control_10	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6	treatment_7	treatment_8	treatment_9	treatment_10
AT1G02380	16.3673	25.8213	50.0577	22.6691	36.1167	18.0974	30.506	23.7433	44.8314	28.8515	22.2513	17.4935	3.1313	7.3438	2.6931	18.0563	35.3816	12.78	18.318	11.5637
AT1G02390	22.6024	38.0147	23.7116	17.0018	28.5574	45.9397	22.0321	18.467	27.068	19.2343	46.8449	34.9871	38.619	51.4066	43.0901	554.9294	670.9875	615.144	498.8122	529.8274
AT1G02391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02400	15.5879	36.5802	28.1026	22.6691	24.3578	47.3318	16.3829	24.4028	18.6092	40.3921	5.8556	22.2645	15.6563	39.8664	10.7725	163.7102	329.8074	222.372	190.225	152.4305
AT1G02405	10.9115	5.0208	10.5385	15.1128	9.2392	0.6961	2.8246	3.9572	6.767	7.6937	7.0267	14.3129	6.2625	17.835	8.0794	6.0188	8.8454	4.26	12.6817	7.3587
AT1G02410	140.2909	178.5972	111.5321	113.3457	131.868	157.3086	142.3615	158.948	181.8631	153.8746	144.0479	133.5871	170.1321	151.0726	173.7068	193.804	246.4078	205.332	202.9067	230.2226
AT1G02420	0	0	0.8782	7.5564	0	1.3921	2.8246	0	1.6917	1.9234	0	0	0	0	0	0	3.7909	0	0	0
AT1G02430	4.6764	0	0	0	0	0	0	1.9786	0	0	0	1.5903	1.0438	0	0	3.6113	1.2636	0.852	2.8181	1.0512
AT1G02440	0	0	0	0	0	0.6961	0.5649	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02450	10.1321	10.7589	16.6859	1.8891	5.0395	12.529	8.4739	6.5954	5.9211	13.464	1.1711	0	3.1313	2.0982	0	2.4075	5.0545	5.112	8.4544	2.1025
AT1G02460	19.4849	25.8213	30.7372	47.2274	20.1582	19.4896	4.5194	10.5526	17.7634	19.2343	57.3849	25.4452	25.0501	44.0628	2.6931	2.4075	7.5818	2.556	0	4.205
AT1G02470	37.4109	61.6842	21.9551	77.4529	31.9171	46.6357	18.6426	38.9126	23.6845	34.6218	56.2138	116.0935	132.5569	255.9841	206.0244	680.1196	737.9599	692.676	550.9479	835.7397
AT1G02475	451.2691	499.2115	486.526	466.6063	412.4024	472.6217	463.2398	502.566	494.8367	425.0786	676.9081	698.1514	785.9478	830.8991	970.8729	645.2108	582.5334	548.688	466.4035	640.2081
AT1G02490	0	0.7173	0	0	1.6798	2.7842	1.1299	0	0	1.9234	0	0	0	0	0	0	0	0	0	0
AT1G02500	1125.4449	1105.2944	1180.3086	1084.3402	1150.6951	1240.371	1233.7997	1162.1013	1309.414	1064.62	1336.2494	1070.2868	1421.5949	1428.8946	1382.9216	1107.4513	1051.3401	1085.448	1100.4868	1132.1907
AT1G02510	0	0	0	0	0	2.0882	0	0	0	0	0	0	0	0	1.3466	0	0	0	0	0
AT1G02520	0	3.5863	0	0	7.5593	0.6961	0.5649	0.6595	0.8459	0.9617	1.1711	3.1806	0	0	0	0	0	0	0	0
AT1G02530	0	0	0.8782	0	0	0	2.2597	0.6595	0	0	0	0	0	0	2.6931	0	0	0	0	0
AT1G02540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02560	2204.9056	2037.0124	1894.2899	1841.867	1965.4208	1712.9928	1849.0048	1894.1856	1933.6695	1753.209	2372.6918	2492.0347	2969.4842	3347.7259	3642.4567	2235.3664	2474.1874	2002.2	1951.5674	2418.9144
AT1G02570	0	0	0	0	0	0.6961	0	0.6595	1.6917	0	0	0	0	0	0	10.8338	2.5273	0	1.4091	0
AT1G02575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1025
AT1G02580	0	0	0	0	0.8399	2.7842	0.5649	1.9786	0.8459	0	2.3422	0	1.0438	0	0	4.815	0	0	2.8181	0
AT1G02590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02610	45.2049	64.5532	74.6475	83.1202	78.9528	85.6148	68.3561	127.2903	132.8023	91.3631	124.1389	122.4548	160.7383	135.3358	103.6855	251.584	317.1711	218.964	222.6337	198.6853
AT1G02620	0	0.7173	1.7564	3.7782	0	2.0882	0	0	1.6917	0	0	0	0	0	0	0	1.2636	0	1.4091	0
AT1G02630	1.5588	3.5863	10.5385	11.3346	4.1996	4.8724	16.3829	3.2977	7.6129	7.6937	12.8823	0	1.0438	5.2456	13.4656	2.4075	0	0	0	0
AT1G02640	17.1467	19.366	21.0769	24.5582	9.2392	41.7633	79.0897	73.2084	47.369	71.167	42.1604	38.1677	25.0501	11.5403	28.2779	21.6675	10.109	6.816	4.2272	3.1537
AT1G02650	1.5588	0	0	0	0	7.6566	2.8246	4.6167	4.2294	0	0	0	0	0	0	0	3.7909	0	1.4091	0
AT1G02660	30.3964	21.5177	37.7628	68.0074	41.1562	38.2831	39.5449	46.1675	46.5231	45.2007	30.4492	47.7097	53.2315	24.1296	26.9313	585.0232	951.5133	547.836	618.5835	581.3384
AT1G02670	1.5588	5.7381	0	0	7.5593	4.1763	1.1299	0.6595	0.8459	6.732	0	0	2.0875	3.1473	0	2.4075	10.109	12.78	4.2272	0
AT1G02680	91.9685	92.5263	89.577	88.7874	63.8342	98.1438	104.5114	108.1638	98.9673	114.4442	140.5346	87.4677	103.3318	114.3535	153.5083	155.2839	132.6811	112.464	142.3165	132.4569
AT1G02690	49.8812	48.0563	36.0064	34.0037	55.4349	60.5568	53.668	50.1247	76.1287	45.2007	11.7112	17.4935	33.4002	16.7858	5.3863	24.075	13.8999	17.892	19.727	7.3587
AT1G02700	0	10.0416	11.4167	0	1.6798	0.6961	1.6948	4.6167	6.767	4.8086	0	7.9516	2.0875	2.0982	6.7328	186.5815	219.8716	211.296	138.0892	199.7365
AT1G02710	0	0	0	1.8891	0	2.0882	0.5649	1.3191	0.8459	2.8851	0	0	0	1.0491	1.3466	0	1.2636	0	0	0
AT1G02720	80.2776	68.1395	50.9359	56.6728	48.7156	61.2529	65.5315	46.1675	40.602	39.4304	46.8449	23.8548	27.1376	18.8841	5.3863	13.2413	45.4907	28.968	14.0907	18.9224
AT1G02730	91.1891	99.6988	74.6475	45.3383	82.3125	68.9095	125.4137	79.1442	84.5875	125.9848	32.7914	0	13.5688	12.5894	10.7725	2.4075	3.7909	1.704	7.0454	6.3075
AT1G02740	50.6606	50.2081	54.4488	56.6728	40.3163	27.1462	49.1486	30.9982	49.9066	52.8944	35.1336	62.0226	40.7065	68.1925	105.032	83.0588	60.6542	69.864	70.4537	54.6647
AT1G02750	56.1164	68.1395	81.6731	58.5619	45.3559	66.1253	64.9666	53.4224	87.1251	63.4733	80.8074	71.5645	80.3692	125.8938	91.5664	111.9489	120.0448	112.464	146.5437	142.9693
AT1G02770	2.3382	3.5863	5.2692	9.4455	1.6798	4.1763	1.6948	1.9786	5.0752	2.8851	5.8556	4.771	11.4813	11.5403	1.3466	78.2438	60.6542	51.972	54.9539	86.2021
AT1G02780	6620.1727	6334.1043	6293.2226	7148.3332	6473.2898	4339.9065	4631.2684	5215.6057	6123.2867	5681.8203	3050.771	2744.8959	2742.9893	2568.2335	2418.4297	4036.1786	3380.21	4317.084	3890.4532	3785.5328
AT1G02790	0	0	0	0	0	0	0	0	0	0	0	0	6.2625	0	0	0	0	0	0	2.1025
AT1G02800	17.1467	15.0624	23.7116	35.8928	28.5574	10.4408	37.8501	19.1265	21.1469	23.0812	9.369	0	4.175	1.0491	1.3466	1.2038	1.2636	1.704	0	2.1025
AT1G02810	4.6764	0.7173	2.6346	0	0.8399	1.3921	2.8246	0	0	0	0	0	2.0875	0	0	0	0	2.556	0	1.0512
AT1G02813	0	0	0	0	0	0	1.1299	0	0	0	0	0	0	3.1473	0	0	0	0	0	5.2562
AT1G02816	145.7467	106.8714	108.0193	107.6784	104.1505	142.6914	99.4271	151.0336	148.0281	146.1809	98.3742	152.6709	130.4694	133.2376	88.8733	817.3472	1093.0399	671.376	856.717	903.0193
AT1G02820	132.497	121.9338	158.9552	217.2459	197.382	137.819	177.387	110.8019	190.3218	153.8746	162.7859	243.3193	305.8203	158.4164	201.9847	897.9986	755.6507	491.604	446.6764	731.6664
AT1G02830	1.5588	0	0.8782	0	0	0.6961	0	0	0	3.8469	0	0	0	0	0	0	0	0	0	0
AT1G02840	313.3164	301.9656	237.1156	374.0407	311.6116	344.5475	341.2157	363.404	320.5865	319.2898	306.8338	361.0031	312.0829	255.9841	302.977	369.5517	395.5162	316.092	439.6311	324.8347
AT1G02850	84.9539	93.9608	89.577	100.122	108.3501	68.9095	33.3307	83.1015	76.9746	73.0904	175.6682	136.7677	156.5633	278.0155	243.7282	344.2729	289.3712	328.872	364.9502	272.2724
AT1G02860	51.44	72.443	63.2308	56.6728	53.7551	72.3898	104.5114	89.0373	53.2901	47.1241	114.7699	111.3225	168.0446	111.2062	138.6961	187.7852	338.6528	218.964	198.6794	188.1728
AT1G02870	238.4946	230.957	318.7887	234.2477	257.8565	132.2506	148.0108	171.4792	145.4904	152.9129	166.2992	69.9742	63.6691	144.7779	82.1404	210.6565	120.0448	187.44	205.7248	215.5052
AT1G02880	111.4533	121.9338	114.1668	105.7893	97.4311	97.4478	59.3173	110.8019	83.7416	97.1334	159.2725	146.3096	170.1321	181.4969	181.7862	185.3777	213.5535	182.328	201.4976	260.7087
AT1G02890	102.88	107.5887	104.5065	107.6784	115.9094	105.1044	101.1219	109.4829	119.2683	94.2482	174.4971	151.0806	140.907	183.5951	176.3999	148.0614	173.1173	185.736	147.9528	149.2768
AT1G02900	11.6909	16.4969	17.5641	3.7782	8.3992	40.3712	26.5516	43.5293	29.6056	31.7366	19.9091	23.8548	29.2252	37.7681	36.3572	10.8338	10.109	11.076	5.6363	13.6662
AT1G02910	215.1127	262.5164	212.5258	209.6895	234.3386	195.5916	224.8408	220.9444	217.3898	232.7354	141.7057	160.6225	183.701	158.4164	193.9053	179.359	194.599	150.804	188.8159	176.6091
AT1G02920	1336.6607	3638.6492	990.6161	1794.6397	2441.6574	1640.603	276.814	1166.0585	435.6255	1070.3903	1138.3299	1658.7059	409.1521	456.365	311.0564	190.1927	175.6446	239.412	319.8598	236.5301
AT1G02930	1785.5917	4261.2291	1366.4882	2248.0223	2973.3289	1548.0276	256.4767	1344.7926	632.7142	968.4484	1481.4685	1986.3123	460.2961	526.6557	455.1388	527.2431	324.7529	546.984	580.5385	859.9183
AT1G02940	1.5588	2.1518	0.8782	0	1.6798	1.3921	0.5649	3.2977	1.6917	1.9234	0	7.9516	9.3938	0	4.0397	1.2038	0	0	0	0
AT1G02950	26.4994	20.0832	41.2757	32.1146	18.4783	45.9397	71.7457	54.7414	65.1323	66.3584	30.4492	23.8548	54.2753	22.0314	41.7435	18.0563	54.3361	34.932	9.8635	15.7687
AT1G02960	28.8376	53.0771	38.6411	54.7837	35.2768	70.9977	72.8755	54.7414	65.1323	45.2007	43.3315	77.9258	87.6755	80.7819	111.7648	50.5576	32.8544	37.488	40.8631	46.2548
AT1G02965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26	2.8181	0
AT1G02970	10.1321	18.6487	9.6603	18.8909	26.0376	12.529	18.6426	30.9982	17.7634	24.0429	9.369	1.5903	8.35	2.0982	4.0397	7.2225	0	1.704	0	0
AT1G02980	0	0	0	0	0	0	0	0	0.8459	0	0	0	0	0	0	0	3.7909	0	0	0
AT1G02990	28.8376	46.6218	28.9808	47.2274	25.1977	57.7726	48.5837	40.2317	19.4551	62.5116	69.0962	55.6613	64.7128	48.2593	49.8229	102.3189	74.5542	76.68	85.9535	62.0234
AT1G03000	60.0133	53.0771	59.718	60.451	81.4726	73.0858	71.1808	67.2726	49.0607	49.0475	33.9625	66.7935	68.8879	79.7327	78.1007	18.0563	5.0545	19.596	26.7724	15.7687
AT1G03010	0	0	0	0	1.6798	0	0.5649	0	0	0	0	4.771	3.1313	4.1965	2.6931	0	0	0	0	1.0512
AT1G03020	0.7794	0	0	0	0	0.6961	1.6948	6.5954	9.3046	1.9234	1.1711	0	3.1313	0	1.3466	0	0	0.852	0	3.1537
AT1G03022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03030	52.2194	45.9045	55.327	75.5638	33.5969	59.1647	48.5837	58.6986	66.8241	60.5881	33.9625	65.2032	64.7128	69.2416	76.7542	117.9676	149.1083	110.76	121.1804	156.6355
AT1G03040	197.9661	160.6658	162.4681	109.5675	176.3839	134.3387	129.9331	158.2885	159.8703	157.7215	169.8126	162.2129	201.4448	217.1668	138.6961	186.5815	161.7446	192.552	214.1792	215.5052
AT1G03050	0	0	0	0	0	0	1.1299	0	0	0	0	0	2.0875	0	0	0	5.0545	5.112	19.727	10.5124
AT1G03055	31.9552	24.3868	54.4488	35.8928	26.0376	22.2738	42.3695	33.6363	32.1432	29.8132	36.3048	42.9387	60.5378	24.1296	33.6641	24.075	22.7453	14.484	12.6817	11.5637
AT1G03060	31.9552	68.1395	81.6731	56.6728	36.1167	56.3805	70.0509	58.0391	32.9891	44.239	59.7272	66.7935	41.7502	49.3084	39.0504	83.0588	65.7088	65.604	57.772	78.8434
AT1G03070	12.4703	4.3035	15.8077	18.8909	14.2787	4.1763	6.7791	4.6167	12.6881	16.3492	12.8823	4.771	10.4376	17.835	10.7725	243.1578	277.9986	209.592	169.0889	222.8639
AT1G03080	72.4836	113.3267	86.0642	64.2292	97.4311	133.6427	97.1674	92.9945	109.9637	111.5591	103.0587	135.1774	114.8131	145.827	145.429	298.5304	461.2249	430.26	512.9029	401.5755
AT1G03090	50.6606	32.9939	38.6411	45.3383	20.1582	75.174	57.0576	76.5061	68.5158	74.0522	80.8074	116.0935	74.1066	69.2416	87.5267	37.3163	55.5997	47.712	109.9078	53.6135
AT1G03100	15.5879	14.3452	11.4167	0	4.1996	3.4803	4.5194	13.1907	6.767	9.6172	0	1.5903	10.4376	5.2456	4.0397	7.2225	1.2636	5.112	0	2.1025
AT1G03103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03106	0	1.4345	0	0	0	0	1.1299	0	0.8459	0	0	6.3613	1.0438	7.3438	0	30.0938	32.8544	52.824	25.3633	28.3836
AT1G03110	75.6012	86.7882	80.7949	62.3401	97.4311	67.5174	48.0188	65.9535	57.5195	57.703	50.3582	15.9032	15.6563	26.2279	4.0397	27.6863	15.1636	27.264	12.6817	17.8712
AT1G03120	3.1176	2.1518	0	0	0.8399	6.9606	0	1.9786	0	0.9617	4.6845	1.5903	1.0438	0	0	1.2038	0	0	0	2.1025
AT1G03130	15085.9503	14401.1037	13857.2089	15186.4299	13911.6517	18099.5331	21211.2996	18436.6518	21611.2518	17304.1628	18194.5406	21342.1221	20115.2545	13221.996	16638.1497	1304.8666	1185.2849	978.948	1354.1201	1282.5187
AT1G03140	164.4521	197.9632	208.1348	134.1257	159.5855	181.6705	203.3736	178.7341	236.8449	204.8456	229.5398	201.9709	266.1576	255.9841	223.5297	251.584	279.2622	213.852	253.6333	345.8596
AT1G03150	166.0109	111.175	103.6283	147.3494	130.1881	154.5243	154.7899	146.4169	186.9383	173.1089	137.0212	144.7193	120.0319	151.0726	165.6274	255.1953	233.7715	258.156	302.9509	254.4013
AT1G03160	136.394	127.6719	136.1219	126.5693	132.7079	131.5545	109.5958	125.9713	151.4116	140.4106	153.4169	117.6838	138.8195	136.3849	153.5083	25.2788	20.2181	11.076	29.5906	28.3836
AT1G03170	2.3382	0	6.1474	1.8891	4.1996	0	3.3896	1.3191	2.5376	2.8851	5.8556	3.1806	0	1.0491	0	0	0	0	0	0
AT1G03180	6.2352	22.235	14.9295	13.2237	10.0791	18.0974	19.2075	15.8288	20.301	30.7749	15.2246	0	7.3063	11.5403	6.7328	30.0938	74.5542	60.492	57.772	40.9985
AT1G03190	20.2642	10.0416	21.9551	7.5564	20.1582	18.7935	25.4217	4.6167	18.6092	17.3109	19.9091	25.4452	21.9189	33.5717	33.6641	9.63	32.8544	29.82	15.4998	17.8712
AT1G03200	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0982	0	0	0	0	1.4091	1.0512
AT1G03210	45.2049	27.9731	49.1795	30.2255	50.3954	43.1554	44.6292	50.1247	45.6772	40.3921	57.3849	54.071	34.4439	43.0137	49.8229	12.0375	39.1725	28.116	14.0907	32.5886
AT1G03220	328.9043	686.4158	252.9233	330.5915	414.0822	761.4848	336.6963	635.1326	373.0307	510.6714	242.4221	302.1612	147.1695	123.7956	127.9236	1886.2785	6860.2468	2337.036	3070.3722	3383.9572
AT1G03230	196.4073	244.5849	151.9296	187.0203	138.5874	279.1183	158.7444	255.8997	199.6264	187.5347	125.31	109.7322	48.0127	36.719	39.0504	63.7988	53.0725	54.528	26.7724	29.4349
AT1G03240	3.897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03250	180.04	174.2937	172.1283	209.6895	131.868	150.348	178.5168	167.522	134.4941	151.9512	127.6522	184.4774	176.3947	141.6305	188.519	267.2328	323.4893	287.124	270.5422	334.2959
AT1G03260	31.1758	32.2766	36.0064	15.1128	51.2353	45.9397	33.3307	42.8698	44.8314	36.5452	48.016	31.8064	32.3564	18.8841	25.5847	60.1876	46.7543	59.64	42.2722	55.716
AT1G03270	12.4703	5.7381	11.4167	5.6673	8.3992	20.8817	16.3829	12.5312	27.068	20.196	21.0802	4.771	8.35	3.1473	12.1191	0	5.0545	3.408	1.4091	0
AT1G03280	164.4521	156.3622	144.904	164.3512	111.7098	138.5151	136.7122	146.4169	113.3472	119.2528	148.7324	178.1161	241.1075	241.2964	247.7678	157.6914	90.9814	155.916	119.7713	124.0469
AT1G03290	77.16	81.0501	77.2821	64.2292	87.352	123.2018	79.6547	97.6112	74.437	85.5928	216.6574	229.0064	244.2388	286.4084	255.8472	414.0905	395.5162	398.736	339.5868	486.7264
AT1G03300	14.0291	17.2142	14.0513	24.5582	12.5989	9.0487	9.0388	7.2549	8.4587	10.5789	3.5134	0	8.35	7.3438	0	6.0188	0	1.704	0	1.0512
AT1G03310	208.8776	215.8946	258.1925	194.5767	194.0223	196.2877	233.3147	187.9676	230.0779	208.6925	201.4329	201.9709	224.4074	203.5283	255.8472	101.1151	24.009	56.232	54.9539	55.716
AT1G03320	2.3382	2.1518	2.6346	0	0	2.7842	1.6948	1.3191	0	4.8086	4.6845	3.1806	4.175	0	2.6931	0	0	0.852	0	0
AT1G03330	367.0946	348.5873	354.7951	421.2681	393.0842	322.9698	334.4366	362.0849	429.7043	332.7539	373.5877	354.6418	341.308	295.8504	386.464	427.3318	544.6245	485.64	532.63	494.0851
AT1G03340	21.0436	7.8898	10.5385	30.2255	15.9585	19.4896	6.2142	17.8075	5.0752	10.5789	33.9625	25.4452	24.0064	16.7858	37.7038	50.5576	34.118	56.232	54.9539	59.921
AT1G03350	141.0703	185.0525	168.6155	120.902	177.2238	170.5336	183.6011	173.4578	220.7733	121.1763	166.2992	205.1515	171.1759	167.8584	201.9847	357.5142	363.9254	411.516	300.1328	334.2959
AT1G03360	71.7042	74.5948	67.6218	77.4529	92.3916	38.2831	29.3762	52.7628	50.7525	56.7413	45.6737	27.0355	14.6126	6.2947	6.7328	18.0563	12.6363	10.224	9.8635	18.9224
AT1G03365	49.8812	35.1456	45.6667	34.0037	55.4349	35.4988	58.7524	45.5079	56.6736	35.5835	42.1604	46.1193	48.0127	41.9646	35.0107	61.3913	73.2905	77.532	52.1357	57.8185
AT1G03370	55.337	68.8568	30.7372	30.2255	59.6346	79.3503	49.1486	57.3796	54.136	62.5116	66.7539	63.6129	40.7065	69.2416	48.4763	87.8739	97.2995	95.424	111.3168	62.0234
AT1G03380	42.8667	55.2289	57.0834	49.1165	30.2372	78.6543	72.3106	83.1015	76.1287	78.8607	146.3902	176.5257	197.2698	208.7739	195.2518	238.3428	271.6804	213	201.4976	220.7614
AT1G03390	0	0	0	0	0	0	0	0	1.6917	0	0	0	0	0	0	0	0	0	0	0
AT1G03400	105.9976	94.678	103.6283	122.7911	84.8323	168.4454	199.984	168.8411	203.0099	125.9848	234.2243	225.8257	298.5141	218.2159	230.2625	247.9728	259.0441	202.776	250.8152	265.965
AT1G03410	68.5867	83.9192	84.3078	54.7837	94.0714	103.7123	102.8166	79.8038	75.2828	133.6786	111.2565	120.8645	135.6882	84.9783	113.1114	85.4664	61.9179	65.604	91.5898	86.2021
AT1G03430	166.7903	136.279	164.2245	137.9039	167.9847	192.8074	183.6011	170.1601	138.7234	139.4489	265.8445	241.729	290.164	345.1588	293.551	327.4204	219.8716	241.116	231.0881	281.7336
AT1G03440	64.6897	86.7882	73.7693	119.0129	62.9943	66.8213	88.6935	101.5684	109.9637	80.7842	62.0694	28.6258	63.6691	49.3084	44.4366	105.9301	65.7088	57.936	94.408	99.8683
AT1G03445	0	0	0.8782	1.8891	0	0.6961	1.1299	2.6381	0	0	1.1711	0	0	1.0491	0	1.2038	0	2.556	1.4091	0
AT1G03457	27.2788	15.7797	18.4423	13.2237	26.0376	29.9304	23.162	22.4242	40.602	25.9663	25.7647	15.9032	10.4376	1.0491	1.3466	1.2038	0	4.26	2.8181	0
AT1G03470	19.4849	43.7527	27.2244	20.78	28.5574	16.7053	43.4993	23.0837	38.9102	38.4687	14.0535	23.8548	4.175	13.6385	16.1588	7.2225	6.3181	8.52	7.0454	11.5637
AT1G03475	1056.8583	961.8428	843.0775	912.4326	852.5223	870.7655	847.3899	863.3318	943.9961	990.5679	572.6783	559.7934	586.5905	482.5929	459.1785	181.7665	180.6991	190.848	247.997	203.9415
AT1G03490	0	0	0	0	0	0	0	0	0	0.9617	0	0	0	0	0	0	0	0	0	0
AT1G03495	10.1321	22.9523	16.6859	43.4492	35.2768	16.0093	12.9933	19.7861	14.3799	15.3875	11.7112	27.0355	14.6126	35.6699	20.1985	140.8389	17.6908	113.316	52.1357	166.0967
AT1G03510	7.7939	4.3035	4.391	3.7782	2.5198	2.0882	1.1299	3.2977	11.8422	3.8469	2.3422	0	4.175	6.2947	1.3466	0	0	2.556	1.4091	0
AT1G03520	34.2933	41.601	24.5898	41.5601	45.3559	45.2436	44.0643	36.934	27.068	37.5069	33.9625	39.7581	56.3628	53.5049	32.3175	69.8176	92.245	72.42	73.2718	98.817
AT1G03530	56.1164	35.8629	48.3013	24.5582	58.7946	18.7935	23.162	27.7005	15.2257	19.2343	15.2246	31.8064	10.4376	10.4911	17.5053	12.0375	29.0635	26.412	32.4087	31.5373
AT1G03540	0	0	0	0	0	0	1.1299	0	0	1.9234	0	0	0	0	0	0	0	0	0	0
AT1G03550	7.7939	11.4761	26.3462	9.4455	15.1186	20.1856	26.5516	16.4884	24.5304	14.4257	46.8449	22.2645	66.8003	88.1257	51.1694	50.5576	60.6542	44.304	45.0904	57.8185
AT1G03560	36.6315	38.0147	59.718	26.4473	23.5179	18.7935	16.9478	23.7433	25.3762	34.6218	21.0802	36.5774	17.7438	13.6385	32.3175	20.4638	20.2181	17.04	14.0907	5.2562
AT1G03590	76.3806	66.705	56.2052	52.8946	68.0338	86.3109	90.9532	87.0587	66.8241	69.2436	60.8983	68.3838	73.0629	75.5363	48.4763	72.2251	92.245	80.088	90.1807	98.817
AT1G03600	4906.2852	5048.7782	4804.6638	5225.2351	4522.9876	5526.6813	6324.9184	5342.2365	6576.6755	5469.281	3633.9894	3298.328	3123.96	1636.6194	2123.5321	934.1111	1213.0847	792.36	1397.8014	812.6123
AT1G03610	93.5273	93.9608	90.4552	119.0129	122.6288	178.8863	146.316	137.1834	151.4116	161.5684	121.7966	147.9	180.5697	142.6796	160.2412	374.3667	600.2242	418.332	446.6764	364.782
AT1G03620	7.7939	5.0208	2.6346	0	6.7194	6.2645	14.1232	1.9786	0	3.8469	18.7379	23.8548	12.5251	10.4911	13.4656	7.2225	7.5818	0	4.2272	8.41
AT1G03630	1943.0292	1850.5253	1882.8732	2045.8892	1946.9425	1568.2132	1673.3126	1509.6765	2001.3395	1607.0281	1209.7683	1215.0061	1114.7308	693.465	836.2165	139.6352	112.4631	84.348	122.5894	133.5081
AT1G03650	18.7055	13.6279	28.9808	30.2255	17.6384	23.6659	14.6881	24.4028	10.1505	16.3492	10.5401	19.0839	30.2689	18.8841	5.3863	10.8338	8.8454	19.596	8.4544	4.205
AT1G03660	7.0145	6.4553	1.7564	5.6673	0.8399	9.7448	2.8246	4.6167	5.0752	11.5406	1.1711	0	5.2188	6.2947	1.3466	0	0	0	0	0
AT1G03670	0	1.4345	0	0	0	0	1.1299	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03680	4102.73	4200.9794	4001.1055	4326.0262	3811.5725	3749.6514	4136.9576	3716.4818	4580.4113	3826.6695	3875.2404	4352.7115	4206.3344	3526.0754	4018.1482	955.7786	983.1041	856.26	1084.987	1036.5274
AT1G03687	64.6897	71.7258	85.186	49.1165	77.273	54.2923	69.486	59.3582	73.5911	35.5835	62.0694	54.071	36.5314	27.277	29.6244	36.1125	39.1725	23.004	52.1357	23.1274
AT1G03700	1.5588	2.869	1.7564	0	0.8399	1.3921	0	0	0	11.5406	0	0	0	0	0	3.6113	2.5273	0.852	0	1.0512
AT1G03710	7.7939	4.3035	5.2692	1.8891	5.8795	1.3921	0.5649	1.3191	0	0.9617	7.0267	0	0	0	5.3863	0	0	0	5.6363	0
AT1G03720	0	0	0	0	1.6798	0	0	0	0	0	0	7.9516	0	0	0	0	0	0	0	0
AT1G03730	61.5721	53.0771	77.2821	60.451	106.6703	67.5174	64.9666	54.0819	82.0498	50.0093	89.0052	66.7935	65.7566	75.5363	47.1298	50.5576	92.245	47.712	83.1354	75.6896
AT1G03740	83.3952	119.7821	67.6218	130.3475	99.9509	133.6427	112.9853	111.4615	79.5122	136.5637	247.1066	211.5128	189.9635	269.6225	269.3129	80.6513	103.6177	63.9	119.7713	74.6384
AT1G03750	7.7939	10.7589	15.8077	11.3346	9.2392	21.5777	22.5971	13.1907	12.6881	18.2726	21.0802	23.8548	35.4877	47.2102	32.3175	50.5576	26.5362	21.3	25.3633	19.9737
AT1G03760	29.617	43.7527	43.0321	32.1146	30.2372	11.1369	33.3307	32.9768	24.5304	27.8898	23.4224	20.6742	26.0939	41.9646	20.1985	65.0026	53.0725	69.012	80.3172	67.2797
AT1G03770	10.9115	9.3244	16.6859	11.3346	12.5989	2.7842	11.2985	2.6381	11.8422	6.732	2.3422	0	4.175	16.7858	10.7725	19.26	6.3181	22.152	4.2272	4.205
AT1G03780	45.9842	59.5324	24.5898	15.1128	36.1167	69.6056	60.4471	45.5079	53.2901	52.8944	3.5134	12.7226	7.3063	5.2456	13.4656	2.4075	6.3181	2.556	0	0
AT1G03790	1.5588	8.6071	11.4167	15.1128	5.8795	1.3921	2.8246	5.2763	0	19.2343	7.0267	3.1806	9.3938	6.2947	6.7328	445.388	1462.0198	560.616	793.3086	598.1583
AT1G03800	0	0	0	0	0.8399	1.3921	0.5649	0	0	0.9617	4.6845	3.1806	6.2625	0	0	0	0	1.704	0	0
AT1G03810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03820	130.1588	129.1064	122.9488	158.6839	192.3425	61.9489	94.3427	151.6931	98.1215	119.2528	148.7324	106.5516	133.6007	112.2553	94.2595	4.815	3.7909	3.408	2.8181	15.7687
AT1G03830	6.2352	11.4761	24.5898	13.2237	25.1977	8.3527	12.9933	11.8716	16.0716	4.8086	0	11.1323	6.2625	10.4911	6.7328	8.4263	3.7909	0	2.8181	5.2562
