ID	control_1	control_2	control_3	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6	treatment_7	treatment_8	treatment_9	treatment_10	treatment_11	treatment_12
AT1G75770	26.765	46.66	46.385	34.294	61.128	42.115	44.678	43.681	45.047	58.682	65.848	37.471	114.952	58.341	87.061
AT1G75780	150.293	125.185	166.143	124.929	120.458	139.396	177.535	146.198	215.806	164.14	310.427	284.473	51.53	20.352	54.533
AT1G75790	2.059	13.657	0	0.817	5.394	8.304	17.636	11.589	16.762	5.953	29.931	7.647	5.946	29.849	14.351
AT1G75800	492.057	613.405	722.765	529.111	632.854	732.57	678.396	726.534	705.035	662.514	647.365	634.712	501.43	419.242	436.261
AT1G75810	88.529	149.084	95.3	95.534	64.724	96.687	75.247	62.402	107.903	136.925	152.221	169.002	488.547	554.919	453.482
AT1G75820	247.744	271.992	331.443	305.382	311.033	253.285	310.392	330.729	281.804	208.364	184.717	245.473	58.467	50.201	29.658
AT1G75830	58.333	2.276	0	0	0	0	0	8.915	0	0.85	0	0	0.991	10.854	0
AT1G75840	471.469	525.776	478.189	289.868	474.64	382.597	346.84	371.736	389.707	391.215	410.482	344.886	262.606	293.063	311.889
AT1G75850	76.176	113.804	89.397	118.397	64.724	109.737	63.489	96.277	76.475	75.692	124.855	111.648	144.681	217.083	221.958
AT1G75860	187.352	184.363	158.553	102.883	195.969	130.498	188.117	130.152	152.95	139.477	118.014	159.825	147.654	299.846	221.001
AT1G75870	0	0	1.687	0	0	0.593	0	0	1.048	4.252	5.986	0	13.874	6.784	25.831
AT1G75880	95.392	157.05	112.168	102.066	160.011	104.992	106.991	94.494	113.141	118.215	342.924	128.472	416.206	170.953	282.231
AT1G75890	0	6.828	9.277	4.899	0	1.78	4.703	3.566	14.666	17.009	19.669	18.353	0.991	4.07	0
AT1G75900	336.959	241.265	281.685	304.565	346.991	304.298	362.125	353.015	390.755	477.963	584.937	473.358	381.523	123.466	181.776
AT1G75910	6.176	0	8.434	4.083	10.787	7.118	193.995	214.84	381.326	489.869	542.179	603.359	217.022	175.023	308.062
AT1G75920	1.373	0	1.687	0.817	0	0	15.284	34.767	35.618	15.308	24.8	52.765	23.783	16.281	6.697
AT1G75930	4.804	11.38	0.843	4.083	0	1.78	48.205	118.563	84.856	101.206	214.648	170.531	106.034	137.034	105.239
AT1G75940	9.608	5.69	6.747	39.193	10.787	4.152	196.347	220.189	318.47	370.804	314.703	405.298	164.501	151.958	97.585
AT1G75950	2678.518	2948.668	3124.674	2607.177	2903.577	2877.489	3023.975	2990.822	2819.091	2821	3076.907	2980.853	4621.874	4967.138	5295.41
AT1G75960	98.823	120.632	46.385	23.679	21.575	18.388	22.339	23.178	17.809	5.953	21.379	24.471	1.982	20.352	13.394
AT1G75980	56.961	56.902	75.06	53.891	43.149	64.063	68.192	82.014	75.427	119.065	46.179	112.413	55.494	47.487	37.312
AT1G75990	247.058	145.669	170.36	175.554	169.001	174.986	149.318	223.755	165.521	170.944	153.076	204.179	187.293	189.948	177.949
AT1G76010	920.29	1044.723	962.282	827.144	918.717	822.14	835.943	852.228	970.077	929.561	954.371	978.833	1190.152	1250.943	1188.238
AT1G76020	204.509	234.437	213.372	271.088	348.789	282.944	390.342	345.883	307.994	320.626	372.855	352.533	227.923	176.38	202.823
AT1G76030	1089.113	1166.493	1161.316	1223.161	1254.921	1314.474	1169.851	1190.98	1302.166	1101.355	1176.716	1102.717	1620.232	1664.758	1656.071
AT1G76040	231.96	103.562	96.987	110.231	80.905	75.926	82.301	107.866	93.236	101.206	59.862	111.648	29.729	48.844	41.139
AT1G76050	123.529	97.872	126.505	132.278	97.086	144.735	181.062	126.586	126.76	151.383	123.145	132.295	76.305	84.12	101.412
AT1G76060	97.451	96.734	66.626	60.423	55.734	48.047	72.895	65.967	52.38	88.449	38.483	81.06	132.79	221.154	249.702
AT1G76065	24.706	20.485	31.205	16.331	17.979	23.134	35.272	24.961	23.047	32.318	32.497	35.177	39.639	37.99	35.398
AT1G76070	148.235	63.73	71.686	46.542	35.958	51.606	63.489	66.859	60.761	41.673	57.296	37.471	219.004	245.576	243.005
AT1G76080	2038.913	2355.748	2532.631	2705.977	2756.151	2781.988	2125.718	1916.622	2120.342	2276.701	2195.225	1994.373	1970.044	1895.409	2140.168
AT1G76090	519.508	432.456	394.696	299.666	309.235	323.873	188.117	207.708	199.044	134.374	79.531	110.883	92.16	67.839	72.71
AT1G76100	2584.499	3119.374	3091.783	2803.961	3439.345	3290.931	2601.889	2353.434	2465.002	1947.57	1767.64	1977.549	438.008	316.128	348.244
AT1G76110	223.038	301.581	310.359	327.428	264.288	415.815	264.539	275.459	200.092	253.439	185.572	253.12	61.44	48.844	48.792
AT1G76120	43.235	27.313	28.674	40.826	62.926	39.743	56.435	62.402	40.856	48.477	47.034	52.001	43.603	40.703	22.004
AT1G76130	107.058	68.283	79.276	88.185	111.469	118.042	38.799	55.27	84.856	108.86	149.655	140.707	523.231	599.693	576.898
AT1G76140	191.47	166.154	244.576	217.197	231.927	191.002	244.552	255.847	201.139	178.598	194.124	177.414	156.573	229.294	192.299
AT1G76150	369.9	333.446	345.78	312.731	280.469	239.642	316.271	383.324	334.184	291.71	330.096	318.886	482.601	609.19	599.859
AT1G76160	901.075	691.93	581.923	362.539	285.863	291.842	188.117	189.879	232.567	151.383	183.007	178.943	69.368	153.315	96.628
AT1G76170	15.784	25.037	37.952	26.129	28.766	14.829	55.259	25.852	18.857	46.776	23.945	35.177	47.566	35.276	34.442
AT1G76180	4798.411	4582.896	5736.581	4779.961	6107.4	5093.588	9054.29	8660.459	8490.796	11375.001	14298.468	9695.038	24449.156	24284.843	25606.441
AT1G76185	63.137	63.73	62.409	48.992	48.543	48.64	77.598	89.145	72.284	39.972	63.283	50.471	46.575	107.185	105.239
AT1G76190	8.235	13.657	12.651	0.817	1.798	4.152	2.351	2.674	5.238	4.252	0.855	0	2.973	0	0
AT1G76200	1247.642	1364.513	1324.086	1157.022	1339.421	1022.039	1274.49	1163.345	1127.217	1017.159	1135.668	1186.835	986.013	997.227	1020.813
AT1G76210	0	0	0	0	0	0.593	0	0	0	0	0	0	0	0	0
AT1G76220	2.059	1.138	7.59	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76230	3.431	0	0	0	0	0.593	0	1.783	1.048	1.701	0.855	0	0	2.714	0
AT1G76240	72.745	70.559	94.457	211.481	188.777	151.853	55.259	74.882	117.331	63.785	104.331	113.178	39.639	33.919	36.355
AT1G76250	3.431	0	2.53	1.633	10.787	2.373	4.703	0	0	7.654	11.972	6.118	13.874	1.357	6.697
AT1G76260	32.255	55.764	54.819	62.056	62.926	70.588	59.962	35.658	39.809	78.243	61.572	65.765	49.548	73.266	41.139
AT1G76270	56.274	54.626	37.952	76.754	46.745	48.64	38.799	55.27	49.237	59.533	64.993	72.648	52.521	54.271	62.186
AT1G76280	30.882	21.623	34.578	8.982	32.362	36.184	31.745	12.48	28.285	61.234	39.338	39	25.765	25.779	43.052
AT1G76290	0	0	0	0	0	0	0	0	2.095	0	0	0	5.946	5.427	9.567
AT1G76300	172.94	120.632	155.18	113.498	118.66	117.449	159.899	147.09	128.855	144.579	172.745	136.119	133.781	237.435	130.113
AT1G76310	7.549	17.071	14.337	11.431	3.596	10.084	1.176	8.915	7.333	5.953	6.841	10.706	0	1.357	0.957
AT1G76320	36.372	31.865	58.192	40.01	55.734	51.013	50.556	46.356	77.522	55.28	62.428	55.059	40.63	14.924	43.052
AT1G76340	141.372	116.08	81.807	103.699	104.277	96.687	61.138	63.293	95.332	109.71	71.834	91.766	72.341	67.839	55.489
AT1G76350	48.039	55.764	40.482	86.552	70.117	68.215	48.205	71.316	55.523	71.439	88.083	77.236	119.907	230.651	200.91
AT1G76360	205.195	231.023	207.468	247.408	239.118	239.049	199.874	205.034	190.663	231.327	212.938	237.826	141.708	93.617	107.152
AT1G76370	0	0	0	2.45	0	0	0	0	0	0	0.855	0	2.973	4.07	22.961
AT1G76380	52.843	46.66	26.144	54.707	55.734	46.268	52.908	46.356	35.618	46.776	49.6	38.236	134.772	191.305	143.507
AT1G76390	48.039	66.006	38.795	62.056	48.543	72.367	45.853	57.944	49.237	69.738	95.779	82.589	159.546	177.737	172.208
AT1G76400	229.901	268.578	209.998	217.197	185.182	225.999	259.836	321.814	225.234	240.682	263.393	261.532	112.97	94.974	101.412
AT1G76405	91.96	160.464	183.011	125.745	138.437	109.144	141.087	139.958	99.522	131.822	101.765	105.53	22.792	21.708	28.701
AT1G76410	121.47	126.323	183.854	65.322	100.681	74.147	65.841	81.122	51.332	43.374	69.269	67.295	131.799	134.32	182.732
AT1G76420	3.431	1.138	1.687	2.45	1.798	8.898	1.176	3.566	3.143	5.103	8.552	0	1.982	0	0
AT1G76430	0.686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76440	94.019	50.074	85.18	75.121	26.968	71.774	50.556	65.967	75.427	91	66.703	34.412	60.449	59.698	100.455
AT1G76450	888.036	926.366	969.872	824.694	1021.196	791.295	939.408	760.409	751.129	651.458	610.592	608.712	312.155	233.365	154.988
AT1G76460	139.313	213.952	220.119	208.215	266.086	228.372	235.146	258.521	277.614	255.991	237.738	222.532	230.895	261.857	278.404
AT1G76470	130.392	19.347	0.843	57.974	16.181	23.727	4.703	32.092	12.571	39.972	17.959	28.294	32.702	63.768	63.143
AT1G76480	0	0	0	2.45	0	0	0	0	0	0	0	0	0	6.784	0
AT1G76490	2223.52	2348.919	2363.114	1935.99	1909.349	2553.616	1898.803	2168.012	2269.101	1979.037	2172.136	1561.545	4836.914	6458.23	6794.58
AT1G76500	0.686	0	4.217	0	0	0.593	0	0	1.048	0	0	0	0	0	0
AT1G76510	60.392	46.66	64.939	59.607	59.33	69.995	69.368	50.813	55.523	32.318	68.414	70.354	109.006	112.612	134.897
AT1G76520	573.037	270.854	315.419	307.831	276.874	268.708	329.204	344.992	363.517	224.523	228.331	351.004	233.868	237.435	227.698
AT1G76530	4.118	9.104	0	2.45	8.989	4.745	4.703	0.891	7.333	2.551	7.697	8.412	0.991	0	0
AT1G76540	140.686	125.185	86.023	129.012	165.405	165.496	138.736	204.143	126.76	98.654	137.683	135.354	21.801	25.779	55.489
AT1G76550	159.901	204.848	114.698	135.544	190.575	127.532	119.924	90.928	100.57	130.972	163.338	107.825	106.034	50.201	99.498
AT1G76560	98.823	86.491	149.276	102.066	95.288	122.787	79.95	64.185	83.808	74.841	44.469	37.471	85.223	52.914	95.671
AT1G76570	79.608	87.629	116.385	111.864	161.809	157.191	130.506	131.935	124.664	250.888	256.551	155.237	233.868	211.656	238.222
AT1G76580	59.019	47.798	64.939	63.689	53.936	84.824	91.707	119.455	86.951	117.364	89.793	84.118	205.13	297.133	274.577
AT1G76590	126.274	149.084	256.384	165.755	244.512	261.59	492.631	546.46	586.656	404.822	369.434	408.357	3122.539	3984.836	3934.007
AT1G76600	754.213	289.063	387.105	551.157	267.884	282.351	172.832	128.369	136.188	64.636	60.717	90.236	237.832	263.214	235.352
AT1G76610	8.235	2.276	5.904	15.514	17.979	15.423	23.515	38.332	27.238	38.271	33.352	20.647	3.964	0	0.957
AT1G76620	34.314	30.727	42.168	84.102	57.532	73.554	65.841	90.037	100.57	85.047	82.096	52.001	35.675	12.211	17.221
AT1G76630	24.706	6.828	25.301	2.45	17.979	8.898	24.69	15.155	15.714	22.963	9.407	15.294	18.828	14.924	3.827
AT1G76640	2.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957
AT1G76650	363.038	261.75	285.058	257.207	113.266	100.246	45.853	48.138	33.523	17.009	6.841	21.412	66.395	119.396	84.191
AT1G76660	187.352	155.912	203.251	124.929	138.437	115.669	144.615	154.221	147.712	179.449	144.524	154.472	150.627	85.477	100.455
AT1G76670	808.428	739.728	743.85	637.709	708.365	636.476	659.584	600.839	688.273	938.916	962.923	711.184	1519.154	1476.167	1339.399
AT1G76680	2629.793	1168.769	1008.667	623.012	314.629	326.246	204.577	199.685	231.52	192.206	174.455	182.002	245.76	244.219	250.659
AT1G76690	100.196	37.555	47.229	40.826	37.755	40.336	41.151	40.115	23.047	43.374	51.31	37.471	37.657	62.411	34.442
AT1G76700	225.783	149.084	170.36	84.919	118.66	78.892	83.477	82.014	85.903	98.654	89.793	70.354	256.661	276.781	193.256
AT1G76705	3.431	6.828	2.53	13.881	28.766	13.05	2.351	13.372	5.238	6.804	10.262	6.118	43.603	31.206	39.225
AT1G76710	87.843	33.003	64.096	62.056	62.926	78.299	65.841	46.356	62.856	74.841	50.455	45.883	68.377	55.628	39.225
AT1G76720	20.588	33.003	32.048	31.028	52.139	31.438	52.908	43.681	55.523	38.271	41.903	34.412	41.621	51.557	51.663
AT1G76728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76730	307.45	315.238	344.094	342.942	354.182	390.902	410.329	328.054	321.613	455.85	318.124	383.121	357.739	290.349	283.187
AT1G76740	10.98	10.242	16.867	7.349	1.798	5.932	14.109	16.046	2.095	5.103	4.276	15.294	1.982	0	0
AT1G76750	0	0	0	0	0	0	0	0	0	0	0	1.529	0.991	5.427	3.827
AT1G76760	10.294	11.38	13.494	22.863	12.585	15.423	2.351	18.72	12.571	5.953	17.959	17.588	34.684	37.99	38.269
AT1G76770	0.686	3.414	0	1.633	0	4.152	0	0	2.095	3.402	0	2.294	0	0	4.784
AT1G76780	13.725	18.209	14.337	13.881	5.394	21.947	27.042	30.309	38.761	25.514	29.931	26.765	13.874	14.924	26.788
AT1G76790	56.961	55.764	28.674	53.074	104.277	36.777	192.82	146.198	189.616	113.112	86.372	97.883	11.892	8.141	7.654
AT1G76800	61.078	120.632	190.601	126.562	102.479	87.197	88.18	96.277	85.903	101.206	97.49	99.413	111.979	80.049	92.801
AT1G76810	846.859	732.899	744.693	594.433	663.418	779.431	868.864	843.314	926.078	654.009	673.875	778.478	1071.236	1127.477	1254.252
AT1G76820	30.196	30.727	37.952	19.597	23.372	20.168	37.623	28.526	59.713	45.925	49.6	65.001	60.449	51.557	79.407
AT1G76830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76850	137.254	193.467	183.854	171.471	185.182	228.965	183.414	199.685	166.568	242.383	144.524	188.12	212.067	253.716	236.308
AT1G76860	229.901	291.339	260.6	263.739	309.235	262.183	353.894	287.939	277.614	261.944	268.524	269.944	296.299	374.469	385.556
AT1G76870	6.863	6.828	16.867	20.413	7.192	4.152	11.757	9.806	10.476	4.252	0.855	13.765	0	0	0.957
AT1G76880	64.51	77.387	89.397	100.433	143.83	141.175	76.422	93.602	97.427	126.72	118.869	123.884	51.53	80.049	30.615
AT1G76890	251.175	236.713	284.215	214.747	228.331	241.422	138.736	160.461	162.378	94.402	129.131	153.707	60.449	55.628	110.979
AT1G76900	213.43	229.885	239.516	175.554	129.447	239.049	218.686	223.755	200.092	216.869	149.655	169.002	327.019	417.885	324.326
AT1G76910	0	0	0	0	0	0	0	0	0	0	0	0	0	1.357	0
AT1G76920	243.626	209.4	218.432	186.169	185.182	198.12	148.142	180.965	165.521	171.794	160.772	164.413	241.796	252.359	238.222
AT1G76930	1343.034	1694.545	953.005	1266.437	704.769	670.287	315.095	1063.503	765.795	271.299	260.827	361.71	458.818	383.966	182.732
AT1G76940	90.588	80.801	122.288	72.671	64.724	83.044	79.95	85.579	70.189	65.486	84.662	77.236	89.187	158.742	202.823
AT1G76950	56.961	46.66	54.819	48.992	61.128	81.265	58.786	47.247	43.999	78.243	62.428	55.824	60.449	47.487	47.836
AT1G76952	14.412	10.242	2.53	13.064	16.181	6.525	14.109	0.891	9.428	26.364	11.972	11.471	0	0	0
AT1G76954	0	0	0	0.817	0	0	0	0	0	0	0	0	0	6.784	0
AT1G76955	79.608	72.835	57.349	178.82	231.927	116.855	249.255	152.438	202.187	268.748	351.476	295.944	189.275	203.516	128.2
AT1G76960	625.193	642.994	264.817	583.818	636.45	342.855	984.085	870.949	568.847	1733.252	2007.943	2359.141	1664.826	1932.042	1134.662
AT1G76965	0	0	0.843	0	0	0	0	0	0	0	0	0	2.973	8.141	2.87
AT1G76970	169.509	88.767	78.433	67.772	32.362	42.115	38.799	52.596	36.666	44.224	49.6	71.118	107.025	160.099	132.983
AT1G76980	114.607	92.181	48.915	43.276	32.362	33.811	54.084	59.727	64.951	80.794	72.69	65.765	423.143	632.255	560.634
AT1G76990	557.939	451.803	576.863	430.311	503.407	489.962	259.836	222.863	311.137	261.093	189.848	295.944	313.146	267.284	353.984
AT1G76994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77000	52.157	73.973	99.517	76.754	71.915	97.874	122.276	135.501	113.141	222.822	177.876	167.472	482.601	502.005	665.873
AT1G77010	0.686	0	0	0	0	1.78	1.176	0	0	0	0	0	2.973	5.427	0
AT1G77020	38.431	35.279	44.698	34.294	21.575	42.115	44.678	41.007	32.476	13.607	23.945	35.177	9.91	44.773	22.961
AT1G77030	25.392	20.485	18.554	8.165	34.16	8.304	19.987	38.332	28.285	36.57	11.972	19.118	23.783	10.854	24.875
AT1G77060	319.803	498.463	360.961	230.261	284.065	255.065	238.673	320.923	279.709	159.888	151.365	145.296	65.404	51.557	56.446
AT1G77080	279.313	358.483	307.829	349.474	427.896	376.666	385.639	396.696	454.658	429.486	445.544	405.298	320.083	386.68	374.075
AT1G77090	406.959	448.389	419.153	504.615	512.396	486.403	591.392	421.657	438.944	610.636	584.082	484.828	530.168	546.779	511.842
AT1G77093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957
AT1G77100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77110	9.608	1.138	20.241	6.532	35.958	18.982	12.933	25.852	20.952	26.364	20.524	21.412	4.955	2.714	6.697
AT1G77120	224.411	97.872	77.59	129.012	127.65	94.908	155.196	132.826	145.616	240.682	331.807	206.473	4993.486	9691.415	6948.611
AT1G77122	137.254	174.12	151.806	155.141	219.341	142.955	193.995	197.011	178.092	176.047	147.09	133.06	165.492	81.406	146.377
AT1G77130	135.882	178.673	138.312	156.774	143.83	183.884	179.887	163.136	248.281	128.421	152.221	189.649	125.853	124.823	124.373
AT1G77140	76.176	83.077	102.047	69.405	98.883	86.603	72.895	89.145	115.236	106.308	103.476	56.589	142.699	120.753	89.931
AT1G77145	21.274	12.518	26.144	4.899	14.383	11.27	23.515	19.612	28.285	29.766	18.814	15.294	69.368	42.06	55.489
AT1G77150	0	0	0	0	0	0	0	4.457	0	0	0	0	0	0	0
AT1G77160	0	0	2.53	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77170	6.863	15.933	19.397	13.064	5.394	15.423	23.515	24.069	17.809	19.561	17.959	17.588	20.81	122.109	44.009
AT1G77180	486.567	526.914	624.091	515.23	535.768	516.655	606.676	664.132	589.799	466.907	480.606	500.887	1111.866	1151.899	1090.654
AT1G77200	0.686	0	2.53	2.45	10.787	3.559	14.109	8.023	7.333	16.159	14.538	10.706	12.883	6.784	11.481
AT1G77210	146.176	194.605	190.601	142.893	129.447	131.685	163.426	123.02	143.521	71.439	73.545	38.236	18.828	16.281	8.61
AT1G77220	135.882	132.013	97.831	112.681	68.319	97.281	87.004	74.882	111.046	80.794	106.041	92.53	205.13	164.169	253.529
AT1G77230	10.294	37.555	23.614	18.78	19.777	10.084	32.92	41.007	27.238	35.72	32.497	29.059	35.675	43.417	75.58
AT1G77240	6.863	4.552	4.217	0	0	0	4.703	1.783	0	0	0	0	0	0	0
AT1G77250	67.255	39.831	48.915	54.707	75.511	50.42	42.326	47.247	72.284	47.626	41.903	36.706	51.53	43.417	29.658
AT1G77260	115.98	128.599	108.794	135.544	125.852	126.939	132.857	123.02	97.427	94.402	129.131	104.001	105.043	128.893	80.364
AT1G77270	26.765	30.727	43.012	46.542	41.351	40.929	39.975	36.55	45.047	28.065	47.89	42.824	34.684	48.844	25.831
AT1G77280	7.549	0	5.06	1.633	8.989	12.457	14.109	3.566	3.143	7.654	8.552	9.941	23.783	10.854	14.351
AT1G77290	30.882	50.074	44.698	35.927	53.936	32.625	65.841	37.441	19.904	35.72	37.628	34.412	66.395	88.19	55.489
AT1G77300	89.902	59.178	64.939	83.286	71.915	114.483	37.623	80.231	75.427	95.252	94.924	94.824	134.772	166.883	156.901
AT1G77310	10.294	1.138	16.024	0.817	12.585	2.966	4.703	14.263	15.714	11.056	5.131	7.647	9.91	46.13	39.225
AT1G77320	15.784	9.104	16.867	10.615	21.575	13.643	12.933	12.48	22	10.206	10.262	11.471	7.928	4.07	12.437
AT1G77330	3.431	15.933	3.373	10.615	7.192	13.05	2.351	9.806	13.619	6.804	5.986	5.353	16.846	0	20.091
AT1G77340	0.686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77350	328.038	262.888	234.456	225.362	212.15	257.438	239.849	205.034	177.044	268.748	280.496	220.238	143.69	156.029	144.464
AT1G77360	6.863	12.518	2.53	0.817	3.596	1.186	3.527	3.566	0	0	4.276	8.412	3.964	1.357	0
AT1G77370	301.96	252.645	282.528	255.574	327.214	253.285	275.121	276.35	338.375	380.159	361.738	407.592	827.458	1028.432	987.329
AT1G77380	8.922	21.623	9.277	7.349	7.192	11.863	0	7.132	4.19	12.757	5.986	19.118	3.964	2.714	0.957
AT1G77390	6.863	0	8.434	8.982	0	1.78	3.527	8.023	0	7.654	4.276	1.529	0	0	0
AT1G77400	25.392	52.35	33.735	30.212	41.351	30.845	54.084	45.464	19.904	62.935	52.165	61.942	8.919	9.497	8.61
AT1G77405	0	1.138	3.373	0	0	0.593	3.527	0	1.048	5.953	0	0	0	1.357	0
AT1G77410	11.667	10.242	6.747	4.083	0	8.898	14.109	5.349	1.048	26.364	5.986	12.235	6.937	5.427	8.61
AT1G77420	72.745	99.01	77.59	110.231	97.086	96.094	97.586	90.928	127.807	104.607	73.545	121.589	88.196	46.13	45.922
AT1G77440	392.547	347.103	288.431	324.162	296.65	289.469	271.593	303.094	348.851	341.888	268.524	300.532	537.105	565.773	530.976
AT1G77450	92.647	60.316	36.265	45.726	46.745	30.252	64.665	44.573	52.38	106.308	85.517	64.236	2237.605	2781.38	2576.43
AT1G77460	48.725	30.727	21.928	26.129	41.351	32.031	17.636	27.635	50.285	27.215	35.062	25.236	5.946	8.141	12.437
AT1G77470	54.902	81.939	70.843	64.506	59.33	77.706	87.004	57.944	62.856	87.598	116.303	87.942	76.305	85.477	69.84
AT1G77480	105	114.942	118.915	124.112	116.862	108.551	143.439	110.54	113.141	98.654	124	105.53	74.323	36.633	117.676
AT1G77490	903.134	1012.858	1111.558	1156.205	1294.474	1283.629	1238.043	950.288	1208.93	983.14	981.737	758.596	445.935	318.841	405.647
AT1G77500	61.078	73.973	52.289	31.845	48.543	49.233	51.732	43.681	36.666	40.822	52.165	58.883	89.187	97.688	66.97
AT1G77510	395.292	282.234	169.517	262.106	307.438	196.934	362.125	487.624	229.424	253.439	314.703	707.36	214.049	207.586	111.935
AT1G77520	6.863	10.242	5.904	7.349	37.755	13.05	35.272	35.658	15.714	66.336	70.124	42.824	10.901	9.497	3.827
AT1G77525	0	0	0	0	0	0	0	0	3.143	0	0	0	1.982	5.427	9.567
AT1G77530	3.431	0	0	0	1.798	0	0	0.891	0	0	0	4.588	0	0	0
AT1G77540	201.764	176.397	162.77	169.022	183.384	129.312	178.711	130.152	159.235	159.037	167.614	143.766	172.428	206.229	213.347
AT1G77550	50.098	50.074	37.952	31.028	39.553	36.777	34.096	49.921	47.142	52.729	41.048	55.824	8.919	28.492	16.264
AT1G77570	10.98	15.933	10.964	20.413	35.958	18.982	30.569	16.046	13.619	33.168	18.814	19.118	70.359	92.26	72.71
AT1G77580	24.02	64.868	28.674	68.588	102.479	119.228	116.397	57.944	62.856	144.579	113.738	122.354	20.81	16.281	25.831
AT1G77590	239.509	195.743	194.818	232.711	206.756	222.44	184.589	207.708	195.901	199.009	193.269	204.179	156.573	92.26	144.464
AT1G77600	42.549	21.623	37.952	42.46	44.947	49.827	24.69	92.711	52.38	66.336	41.903	70.354	71.35	44.773	67.927
AT1G77610	227.842	209.4	193.131	184.536	201.363	189.816	208.104	259.413	262.948	279.804	295.889	324.239	325.037	309.344	272.663
AT1G77620	30.196	15.933	21.084	12.248	32.362	23.727	39.975	24.069	49.237	22.963	59.007	12.235	18.828	27.135	24.875
AT1G77630	109.117	81.939	96.144	80.02	84.5	96.094	99.937	102.517	72.284	73.14	80.386	60.412	20.81	27.135	9.567
AT1G77640	6.176	3.414	0	14.698	0	20.761	0	1.783	0	2.551	3.421	3.059	0	0	0
AT1G77650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957
AT1G77660	58.333	61.454	37.952	15.514	43.149	31.438	19.987	57.944	51.332	22.112	44.469	26.765	16.846	31.206	19.134
AT1G77670	172.94	149.084	118.071	136.36	147.426	127.532	116.397	95.385	74.38	110.561	132.552	130.001	46.575	37.99	47.836
AT1G77680	67.941	73.973	100.361	62.056	97.086	45.674	68.192	95.385	97.427	59.533	66.703	74.942	192.248	337.836	274.577
AT1G77682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77690	46.666	35.279	37.108	45.726	61.128	58.131	34.096	28.526	80.665	39.121	68.414	29.824	3.964	2.714	6.697
AT1G77700	4.118	7.966	7.59	5.716	0	2.373	1.176	4.457	2.095	5.953	5.131	3.824	0	2.714	0
AT1G77710	680.781	723.795	732.886	689.967	728.142	732.57	884.148	792.501	881.031	853.869	968.909	783.831	1412.129	1526.367	1643.634
AT1G77720	39.117	31.865	34.578	57.157	26.968	34.997	21.163	24.069	28.285	17.009	26.51	28.294	33.693	58.341	32.528
AT1G77730	0	0	0	0	3.596	2.373	0	0	0	0	1.71	2.294	2.973	8.141	0.957
AT1G77740	137.254	162.74	177.107	163.306	183.384	180.918	201.05	215.731	249.329	185.402	208.662	164.413	156.573	237.435	224.828
AT1G77746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77750	165.391	117.218	143.372	106.149	107.873	102.619	92.883	103.408	94.284	92.701	155.641	90.236	67.386	32.563	35.398
AT1G77760	332.155	316.376	315.419	392.75	269.682	336.923	206.928	323.597	201.139	148.832	173.6	322.709	221.977	241.505	199.953
