"GeneID"	"control_1"	"control_2"	"control_3"	"treatment_1"	"treatment_2"	"treatment_3"
"LOC_Os08g19650"	1843	1898	1685	1996	2077	1741
"LOC_Os08g19850"	1096.5	1169	1048	1264	1192	1011
"LOC_Os08g20544"	2362	1931	1902	2012	2107	1602
"LOC_Os08g20660"	1486	1226	1428	1675	1569	1355
"LOC_Os08g22149"	3088	3640	2553	2950	3070	2841
"LOC_Os08g22354"	5417	5493	5274	5319	6038	4838
"LOC_Os08g23150"	265	300	289	395	389	470
"LOC_Os08g23180"	1143	973	978	818	884	801
"LOC_Os08g23360"	624	652	562	563	646	520
"LOC_Os08g23410"	2807	4026	2759.5	4228	4755	4337
"LOC_Os08g23440"	1134	1137	1052	1104	1087	997
"LOC_Os08g23710"	1286	1682	1386	2108	2317	2293
"LOC_Os08g24946"	1117	993	930	939	945	752
"LOC_Os08g25460"	749	746	698	706	826	665
"LOC_Os08g25590"	1006	897	851	745	876	669
"LOC_Os08g25720"	749	846	687	1428	1559	1142
"LOC_Os08g25734"	3953	3334	3323	3717	4317	3101.5
"LOC_Os08g25900"	875	968	904	863	870	779
"LOC_Os08g26710"	19	55	55	0	0	3
"LOC_Os08g26870"	8539	8383	6349	4408	4821	3877
"LOC_Os08g26880"	40	32	49	14	24	7
"LOC_Os08g27010"	6678	7470.5	5386	9362.5	9948.5	9296
"LOC_Os08g27040"	1232	1087	1029	1230.5	1466.5	995
"LOC_Os08g27070"	1954	2265	2094	2234.5	2695	2194
"LOC_Os08g27840"	4298	4985	4235	5558	6684	4967
"LOC_Os08g27850"	11289.5	12397	10281	12959	14463	11465
"LOC_Os08g28680"	1451	1373	1339.5	1001	1212	931
"LOC_Os08g28730"	718.5	569.5	548	832	1081.5	733
"LOC_Os08g29370"	1725	1581.5	1770	1561	1832	1617
"LOC_Os08g29570"	617	783	678	458	598	590
"LOC_Os08g29600"	44	53	39	520	528	508
"LOC_Os08g29720"	730	743	671	1208	1319	1023
"LOC_Os08g29780"	1000	1173	932	1112	1011	1001
"LOC_Os08g30020"	989	633	573	2737	2174	2305
"LOC_Os08g30480"	543	644	492	606	642	546
"LOC_Os08g30510"	166	113	96	509	335	436
"LOC_Os08g30554"	214	278	234	217	219	204
"LOC_Os08g30810"	858.5	790	727	1018.5	1084	890
"LOC_Os08g30930"	950	787	795	591	723	554
"LOC_Os08g31140"	45	26	43	175	355	272
"LOC_Os08g31510"	8165	9504	6622	13899	15781	12574
"LOC_Os08g31560"	862	916	841	929	1219	869
"LOC_Os08g31580"	1646	1877	961	3560	3691	2506
"LOC_Os08g31810"	1241	1332	1156	1935	1995	1745
"LOC_Os08g32080"	417	433	429	283	344	251
"LOC_Os08g32100"	1856	1980	1751	1835	2157	1880
"LOC_Os08g32120"	1523	1798	1443	1109	1411	1022
"LOC_Os08g32850"	1572	1641	1457	2001	1979	1858
"LOC_Os08g32870"	1939	1928	1868	1868	2069	1637
"LOC_Os08g32980"	846	941	718	5434	5083	5501.5
"LOC_Os08g33340"	838	886	823	986	1063	921
"LOC_Os08g33370"	6495	5917	5461	7844	8298.5	7509.17
"LOC_Os08g33420"	2653.5	2477.5	2135	1345	1549	1195
"LOC_Os08g33630"	752	718	732	755	1018	823
"LOC_Os08g33680"	1778	1881.17	1360	1938.5	2277	2211
"LOC_Os08g33710"	228	270	199	3020	4667	4376
"LOC_Os08g33720"	3227	3230	3837	1929	2553	2223
"LOC_Os08g33740"	581	440	366	127	156	122
"LOC_Os08g33820"	135518.2	149397.5	98657	114664.14	115760	119840.11
"LOC_Os08g33920"	1086	1246	1210	1815	1979	1854
"LOC_Os08g34140"	233	179	184	201	239	163
"LOC_Os08g34150"	228	224	210	179	224	220
"LOC_Os08g34210"	2099	1944	1977	6273	8316	6748
"LOC_Os08g34280"	643	694	741	740	662	605
"LOC_Os08g34480"	394.5	330.5	295	464	552.5	433
"LOC_Os08g34879"	1	43	111	30	0	60
"LOC_Os08g34950"	2623	2371	2123	2181	1970	1626
"LOC_Os08g34984"	5827	7043	4778	5138	5345	5033
"LOC_Os08g35190"	986	1088	791	2164	2877	2730
"LOC_Os08g35420"	316.25	234.46	288.1	220.21	201.58	251.62
"LOC_Os08g35480"	821	926	828	927	1193	928
"LOC_Os08g35630"	89	72	83	116	114	102
"LOC_Os08g35860"	685	660	285	1484	1570	1623
"LOC_Os08g36140"	1931	2349	2135	1936	2161	1923
"LOC_Os08g36310"	619	694	435	1009	1347	1086
"LOC_Os08g36480"	10440.08	11745.79	6618.5	5426.49	5824.33	5885
"LOC_Os08g36840"	634	576	566	586	582	498
"LOC_Os08g36860"	898	994	740	1211	1378	1660
"LOC_Os08g37130"	204	221	169	690	766	709
"LOC_Os08g37320"	1960	1968	1871	2438	2422	2348.5
"LOC_Os08g37350"	1295	1248	1132	1014	1160	994.5
"LOC_Os08g37370"	12338	11139	7216	9051	10855	10323
"LOC_Os08g37444"	3789	3672	3358	3157	3669	2947.5
"LOC_Os08g37490"	2507	3409	2352	3339	3858	3877
"LOC_Os08g37600"	1133	1201	1282	1527	1562	1532
"LOC_Os08g37610"	2180	1989	2025	2385	2677	2160
"LOC_Os08g37670"	609	704	589	429	471	447
"LOC_Os08g37690"	75	95	72	113	70	89
"LOC_Os08g37720"	1261.25	1140	1063	966	1067	768
"LOC_Os08g37790"	2156	2591	2194	3060	3521	3016
"LOC_Os08g37800"	353.5	365	291.5	476	465.5	399.5
"LOC_Os08g37940"	2665.67	2495	2596	658	730	765
"LOC_Os08g38060"	547	488	404	600	605	581
"LOC_Os08g38220"	505	455	339	581	583	544
"LOC_Os08g38300"	277	313	301	199	273	214
"LOC_Os08g38700"	1330	1144	967	808	801	668
"LOC_Os08g38900"	1354	1256	1187	2633	2403	2422
"LOC_Os08g39080"	1761	1783	1690.5	1642	1722	1473
"LOC_Os08g39090"	961	1054	917	1080	1377	1115
"LOC_Os08g39150"	1440	1223	1105	1139	1251	834
"LOC_Os08g39300"	80416	104397.5	77896.17	60263.5	66447	65833
"LOC_Os08g39310"	649	666	583	664	745	641
"LOC_Os08g39350"	1724	1612	1528	872	877	707
"LOC_Os08g39370"	1512	1208.5	897	15297	11453	13460.5
"LOC_Os08g39450"	2205	2319	1485	1729	1873	1680
"LOC_Os08g39500"	368	465	459	1013	994	844
"LOC_Os08g39630"	2828	3377	2759	1416	1982	1734
"LOC_Os08g39840"	214	307	127.5	114.5	162.5	16
"LOC_Os08g40110"	853	802	755	1469	1759	1557
"LOC_Os08g40150"	1150	1388	1037	1510	1826	1606
"LOC_Os08g40160"	4585.5	5549	4046	5456	5846	6334
"LOC_Os08g40200"	258	252	213	265	306	263
"LOC_Os08g40250"	732	740	668	1083	1241	917
"LOC_Os08g40260"	3955	3837	3604	3715	3847	3250
"LOC_Os08g40500"	95	107	71	160	169	145
"LOC_Os08g40510"	646	853	675	750	946	930
"LOC_Os08g40530"	1404	1046	1135	1178	1267.5	879
"LOC_Os08g40620"	977	1008	904	1437	1474	1333
"LOC_Os08g40880"	1065	1090	984.5	1119	1246	1011
"LOC_Os08g41040"	2267	2623	1872	3801	3891	3722
"LOC_Os08g41090"	1632	1488	1056	1953	2335	1609
"LOC_Os08g41110"	720	672	619	752	845	717
"LOC_Os08g41280"	2158	2058	1776	1283	1712	1168
"LOC_Os08g41300"	1180	1452	1414	1965	2250	2149
"LOC_Os08g41390"	3614.5	3394.5	2891.5	4370	4514	3274.5
"LOC_Os08g41790"	1232	1131	1090	1792.5	1914	1653
"LOC_Os08g41810"	642	711	692	1045	1105	1153
"LOC_Os08g41830"	1847	1743	1672	2163	2356	1875
"LOC_Os08g41990"	5892	6554	6499	9115	9994	9429
"LOC_Os08g42000"	3320	3371	2593	3113	3212	3052
"LOC_Os08g42040"	1090	1227	1079	2894	2853	3116
"LOC_Os08g42050"	906	794	748	756	931	666
"LOC_Os08g42268"	633.38	627.63	620.76	705.35	941.16	690.27
"LOC_Os08g42400"	6377	7725	5290	5757	7765	6998
"LOC_Os08g42450"	466.5	558	499	435	449	438
"LOC_Os08g42540"	1707	1830	1727	1548	1858	1464
"LOC_Os08g42590"	2797	3175	2931	6998	9909	7861
"LOC_Os08g43120"	10	12	9	27	23	22
"LOC_Os08g43170"	772	700	587	729	748	695
"LOC_Os08g43190"	17739.5	23068	17355.5	24369	26057.33	28170
"LOC_Os08g43270"	562	410	409	343	313	294
"LOC_Os08g43320"	1044	948	955	523	544	405
"LOC_Os08g43480"	363	401	318	331	381	282
"LOC_Os08g43540"	1064	1303	956	1157	1218	1073
"LOC_Os08g43550"	202	254	188	599.5	750	676
"LOC_Os08g43560"	5734	6351	5602	5335.1	6989	5322.5
"LOC_Os08g43580"	790	708	631	807	966	748
"LOC_Os08g43670"	1206	1348	875	1230	1234	1211
"LOC_Os08g44000"	5232	5244.5	5429	3653	4277	3958
"LOC_Os08g44200"	590	586	509	495	545	418
"LOC_Os08g44210"	406	421	361	400	408	373
"LOC_Os08g44250"	844	912	877	1172	1356	1212
"LOC_Os08g44270"	458	328	295	146	175	143
"LOC_Os08g44290"	4648	6538.67	4976	6794	6895	7510
"LOC_Os08g44320"	2632	2825	2596	2631	2846	3043.5
"LOC_Os08g44340"	1144	1393	1206	1307	1620	1424
"LOC_Os08g44370"	1288	1207	1313	1166	1281	1112
"LOC_Os08g44390"	79	87	66	86	109	108
"LOC_Os08g44400"	1901	1984	1665	2860	3540	2858
"LOC_Os08g44430"	1092	1158	1002	877	1014	799
"LOC_Os08g44440"	443	492	441	433	600	467
"LOC_Os08g44480"	895.5	1132	1153	1929	2007.5	2089.5
"LOC_Os08g44520"	949	978	847	1111	1298	1128
"LOC_Os08g44640"	1948	2277	1885	1563	1873	1522
"LOC_Os08g44680"	63114	76770.5	54890.11	61869	72750	73085
"LOC_Os08g44770"	4573	4748	5333	9534	11922.5	9992
"LOC_Os08g44810"	5802	6040.75	6233.75	5736.25	6367.25	5800.25
"LOC_Os08g44850"	5666	7045	4283	3437	3512	3302
"LOC_Os08g45010"	2134	2257	2159	3534	3869	3501
"LOC_Os08g45070"	823	916	766	702	790	757
"LOC_Os08g45140"	697	876	680	1083	1007	1060
"LOC_Os08g45190"	2169	2090	2087	2572	3555	2710
"LOC_Os08g45220"	1576	1457	1422	2182	2329	1953
"LOC_Os09g01640"	788	959	635	937	992	916
"LOC_Os09g02180"	9	10	9	1702	1375	1172
"LOC_Os09g02650"	1275	1278	1142	1038	1054	859
"LOC_Os09g02700"	4163	4792	4047	7294	7678	6733
"LOC_Os09g02710"	5665	5821	5188	2104	2583	1955
"LOC_Os09g03090"	333	353	308	352.35	442	326
"LOC_Os09g03210"	32	89	83	20	0	35
"LOC_Os09g03620"	1445	1529	1456	1424	1543.2	1445
"LOC_Os09g04050"	58	35	63	29	15	34
"LOC_Os09g04160"	866.25	1163	1008	1225	1381	1296
"LOC_Os09g04730"	1241	1062	1126	1058	1147	936
"LOC_Os09g04790"	7865	9343	6327	16069	15159	16669
"LOC_Os09g06230"	830	805	712	572	586	485
"LOC_Os09g06464"	105	166	66	269	267	309
"LOC_Os09g07294"	1766	1848	1640	1671	2111	1611
"LOC_Os09g07380"	1327	1434	1264	1269	1473	1161
"LOC_Os09g07510"	2914	2705	2816	3267	3498	2815
"LOC_Os09g07570"	3381.5	3470.5	3359.5	2605.5	3230	2580
"LOC_Os09g07660"	4879.5	4737.17	3842	4942	5238	4920
"LOC_Os09g07800"	1083	1243	1020	854	927	851
"LOC_Os09g07920"	2136.2	2076	1830	1844	2007	1700
"LOC_Os09g08430"	1716	2385	2216	4330	4532	4868
"LOC_Os09g09830"	2030	1978	2046	463	511	315
"LOC_Os09g09930"	1306	1132	680	4106	4268	2908
"LOC_Os09g10010"	2	6	3	25	17	46
"LOC_Os09g10054"	156.33	143	87.67	91.8	130	76
"LOC_Os09g10274"	495	406	458	72	80	67
"LOC_Os09g10750"	3307	3374	2617	2699	3092	2523
"LOC_Os09g10760"	4011	4589	5206	6159	6826	6012
"LOC_Os09g10930"	2222	2363	2106	1862	2256	1953
"LOC_Os09g11460"	442	526	190	361	251.5	401
"LOC_Os09g11480"	1408	1739	744	570	485	685
"LOC_Os09g12290"	605	734	336	2457	3149	2326
"LOC_Os09g12540"	1641.7	1805	1388	1417	1617	1491
"LOC_Os09g12570"	1400	1501	1271	1013	1191	1004
"LOC_Os09g13570"	2815	2445	2269	1872.2	2205	1577
"LOC_Os09g13920"	394	514	275	543	486	528
"LOC_Os09g14600"	615.83	1031	447.67	1796.5	1614.27	1532
"LOC_Os09g15044"	2686	3169	2327	2308	2383	2487
"LOC_Os09g15420"	122	96	88	144	181	169
"LOC_Os09g15670"	169	262	81	3717	3424	3340
"LOC_Os09g15770"	889.25	826	913	870	1048	859
"LOC_Os09g15810"	4747	4729	4484	1034	1411.14	1029
"LOC_Os09g15835"	376	366	382	264	337	266
"LOC_Os09g16330"	2424	2400	1788	803	803	687
"LOC_Os09g16510"	2957	3646	2641	1437	1711	1467
"LOC_Os09g16760"	188	208	172	336	359	302
"LOC_Os09g17049"	3074	2829	2438	1972	2203	1785
"LOC_Os09g17740"	287535.42	323815.63	198259.47	347460.32	325649.9	351506.72
"LOC_Os09g17830"	885.17	905.5	875.17	1072	1030.66	903
"LOC_Os09g17840"	800.67	762.5	740.67	944.83	1017.66	814
"LOC_Os09g18594"	4548	4169.5	4607	883	826	810
"LOC_Os09g19640"	835	910	771	610	816	684
"LOC_Os09g19700"	503	576	514	414	531	451
"LOC_Os09g19890"	2482	2457.17	1822	1929	1768	1564
"LOC_Os09g20024"	1020	1111	893	942	1159	989
"LOC_Os09g20240"	3013	2960	1992	4484	5200	4519
"LOC_Os09g20350"	6154	7076	5017	5620	6452	4809
"LOC_Os09g20480"	401	453	365	508	613	513.67
"LOC_Os09g20660"	1062	1025	1002	891	919	822
"LOC_Os09g20930"	1694	1273	1290	3186	2507	3148.5
"LOC_Os09g20990"	302	308	338	244	262	273
"LOC_Os09g21180"	678	792	406	744	637	633
"LOC_Os09g21230"	2183	2278	1907	2640	2598	2743
"LOC_Os09g21340"	738	697	714	1559	1556	1402
"LOC_Os09g21470"	628	576	562	828	968	750
"LOC_Os09g21770"	745	761.5	675	828	873.5	700.5
"LOC_Os09g22440"	1575	1569	1377	1879	1861	1634
"LOC_Os09g22505"	2348	3122	2265	1829	2247	2059
"LOC_Os09g23110"	4401	4638.5	3304.5	4094.5	4199	3343.2
"LOC_Os09g23150"	612	637	548	545	614.5	452
"LOC_Os09g23160"	2428	2070	2216	1621	1563	1409
"LOC_Os09g23300"	13	27	4	4	3	14
"LOC_Os09g23660"	358.5	324	334	292	415	339.5
"LOC_Os09g23730"	1313	1732	1234	1614	1488	1564
"LOC_Os09g24320"	1326	1649	1030	1237	1236	1288
"LOC_Os09g24440"	2114	1927	1818.5	2230	2420	1955
"LOC_Os09g24530"	1423	1487.5	1450	1458	1594	1480
"LOC_Os09g24540"	3008	3742	2929.5	2894	3695.5	3240
"LOC_Os09g24620"	1451	1416	1678	697	1057	483
"LOC_Os09g24690"	623	697	613	1001	1100	1070
"LOC_Os09g24700"	3865	4026	3683	3168	3682	2989
"LOC_Os09g24990"	793	852	643	1055	1177	1020
"LOC_Os09g25090"	328	346	210	3205.5	2291	1915
"LOC_Os09g25314"	162	161	156	210	269	216
"LOC_Os09g25320"	5281	6469	4866	3666	4463	4050
"LOC_Os09g25460"	4815.17	5800	3829	5491	5322	5327
"LOC_Os09g25760"	3156	4585	2349	2588	2889	2559
"LOC_Os09g25850"	493	439	481	923	918	972
"LOC_Os09g26180"	549	681	534	802	912	754
"LOC_Os09g26370"	2013	1712	1115	3982	5801	3542
"LOC_Os09g26400"	1213	1415	1157	1709	2168	1791
"LOC_Os09g26420"	18408.17	18801	17118	6145	6589	6819
"LOC_Os09g26560"	1070	1037	877	1478	1575	1248
"LOC_Os09g26620"	1540	1875	1145	6514	5317	6608
"LOC_Os09g26700"	545	472	457	481	517	411
"LOC_Os09g26730"	2704	2931	2794	4757	5380	3981
"LOC_Os09g26780"	198	171	380	268	216	265
"LOC_Os09g26810"	2192	3350	2370	3207	3104.25	3605
"LOC_Os09g26870"	772	657	630	889	1030	901
"LOC_Os09g26880"	2306	2471	2079	3367	3212	3584
"LOC_Os09g26900"	445	563	402	522	571.25	613
"LOC_Os09g26960"	1398	1472	1353	1128	825	1184
"LOC_Os09g27010"	367	372	402	874	575	589
"LOC_Os09g27030"	30473	35227.2	26619	17040.2	20185	18030
"LOC_Os09g27050"	1675	1733	2000	2203	2034	2115
"LOC_Os09g27700"	288	230	283	471	476	458
"LOC_Os09g27750"	113.5	108	120	74.5	91	43
"LOC_Os09g27950"	215	230	181	160	125	120.5
"LOC_Os09g28220"	812	983	832	838	976	888
"LOC_Os09g28310"	2361	2411	2070	4232	4799	4490
"LOC_Os09g28510"	2353	2969	1917	1617	2055	2055
"LOC_Os09g28630"	4633	5588	4069	6249.25	6747.5	5890
"LOC_Os09g28640"	1776	1855.83	1399.2	1514.5	1921.5	1366.5
"LOC_Os09g28810"	173	171	198	246	275	185
"LOC_Os09g28910"	2330	1920	1729	2883	2828	2540
"LOC_Os09g29070"	5467.5	5537.5	5209	2205.5	2189	2070
"LOC_Os09g29200"	2701	2938	2214	1926	2749.5	1463
"LOC_Os09g29380"	1257	1075	1024	699	750	595
"LOC_Os09g29460"	3653	4139	2321	2641	3082	2572
"LOC_Os09g29660"	46.33	55	33	101.83	174.83	102.83
"LOC_Os09g30160"	429	438	300	1986	1478	1369
"LOC_Os09g30412"	6694.06	7496.02	6555.34	10341.4	11644.38	9283.77
"LOC_Os09g30418"	3510.82	3860.78	3388.36	4613.01	5056.25	3929.3
"LOC_Os09g30478"	874	865	756	1121	1172	992
"LOC_Os09g31180"	2185	3035.5	2317	6448	5553.5	6983
"LOC_Os09g31200"	1125	1209	650	2716	2211	2750
"LOC_Os09g31270"	159	162	198	245	276	225
"LOC_Os09g31454"	1621	2024.17	1201	2115	2180	2399
"LOC_Os09g31470"	710	793	637	957	1276	1110
"LOC_Os09g31478"	83	119	109	126	184	108
"LOC_Os09g31482"	3887	4509	3064	5531	6111	4637
"LOC_Os09g31506"	320	268.2	202	643	1001.5	747
"LOC_Os09g31970"	89	95	78	180	171	163
"LOC_Os09g32030"	2983	3577	2775	3118	2956	2951
"LOC_Os09g32169"	43	53	20	139	31	55
"LOC_Os09g32220"	1212	1303	1080	1350	1566	1235
"LOC_Os09g32240"	1268	1145	1280	879	1256	868
"LOC_Os09g32330"	614	834	654	1019	1032	1481
"LOC_Os09g32690"	832	1009	869	781	1022	725
"LOC_Os09g32800"	1302.2	1351	1266	1292	1620	1226
"LOC_Os09g32810"	488	553	537	817	791	739
"LOC_Os09g32820"	942	815	680	847.5	877	680
"LOC_Os09g32976"	1616	2040	1992	3578.25	3627	3825
"LOC_Os09g33470"	4584.67	4584.5	3900.5	3767.67	3875.67	3448.33
"LOC_Os09g33480"	3066	4206	3506	4701	5256	4877
"LOC_Os09g33490"	2220	2142	1445	930	1175	864
"LOC_Os09g33500"	3526	3703	3326	3418	3553	3233
"LOC_Os09g33530"	138	186	155	129	120	82
"LOC_Os09g33680"	2129	1923	2113	1231	2025	1409
"LOC_Os09g33790"	353	348	341	386	438	334
"LOC_Os09g33800"	1115	1071	950	938	1087	862
"LOC_Os09g33810"	1594	1704	1548	1258	1495	1309
"LOC_Os09g33820"	169	185	150	245	348	299
"LOC_Os09g33860"	411	400	413	448	529	422
"LOC_Os09g33986"	1446	1422	1263	1271	1449	1222
"LOC_Os09g34040"	790	812	671	931	991	834
"LOC_Os09g34100"	2266	2058	1820	2784	3071.2	2559
"LOC_Os09g34140"	941	924	643	2668	3036	3126
"LOC_Os09g34230"	215	176	112	88	74	107
"LOC_Os09g34300"	569	513	477	527	608	489
"LOC_Os09g34340"	1265	1541	1145	3622	3655.67	3919
"LOC_Os09g34860"	1017	948	730	836	927	772
"LOC_Os09g34910"	1494	1632	1391	2498.33	2373	2707.25
"LOC_Os09g34960"	101	83	106	177	157	124
"LOC_Os09g35680"	1544	1814	1180	1394	1605	1274
"LOC_Os09g35730"	1089	946	768	1080	1000	912
"LOC_Os09g35800"	754	738	584	211	325	244
"LOC_Os09g35880"	647	591	503	1081	1463	946
"LOC_Os09g35960"	519	534	513	630	689	623
"LOC_Os09g35970"	2621	3049	2801	1639	2033	1598
"LOC_Os09g36040"	11558	11016.2	9926.5	10997	12139	9277
"LOC_Os09g36100"	943	979	860	756	851	727
"LOC_Os09g36130"	1243	1234	1302	1099	1108	1098
"LOC_Os09g36200"	706	810	426	839	774	746
"LOC_Os09g36300"	4287	4509	3844	3557	3951	3438
"LOC_Os09g36350"	804	462	546	1346.5	1129	1040
"LOC_Os09g36370"	1052	1031	854	1492	1596	1375
"LOC_Os09g36440"	816	776	689	897	1042	885
"LOC_Os09g36450"	16208.5	16371	17777	19804	21112	19962.25
"LOC_Os09g36460"	1234	1356	1052	1597	1701	1460
"LOC_Os09g36520"	4535	5049.17	3298	6899	5586	6547.5
"LOC_Os09g36730"	173	186	190	76	99	70
"LOC_Os09g36800"	538	655	633	1067	1246	1227
"LOC_Os09g36860"	141	115	121	146	179	143
"LOC_Os09g36930"	71851.2	72401	56868.25	36021.17	40277	33166.5
"LOC_Os09g36990"	355	374	424	857	1114	871
"LOC_Os09g37012"	1835	1926	1515	1798	2297	1942
"LOC_Os09g37100"	697	638	627	870	859	864
"LOC_Os09g37280"	419	408	373	370	416	307
"LOC_Os09g37330"	53	56	64	30	57	23
"LOC_Os09g37910"	869	981	1056	288	389	326
"LOC_Os09g38020"	3788.85	4277.38	2687.02	2298.55	2725.03	2157.42
"LOC_Os09g38030"	7059	7668	7524	10081	13601	10760
"LOC_Os09g38070"	868	1025	576	941	1092	989
"LOC_Os09g38090"	1108	1100	874	2781	3630	2319
"LOC_Os09g38130"	283	174	225	425	558	551
"LOC_Os09g38320"	369	395	283	1578	1678	1421
"LOC_Os09g38370"	541	607	477	546	552	500
"LOC_Os09g38400"	302	266	271	346	387	384
"LOC_Os09g38410"	838	859.67	765	922.5	1010	864.5
"LOC_Os09g38530"	1917	1804	1763	1476	1535	1311
"LOC_Os09g38560"	807	884	769	896	1005	929
"LOC_Os09g38740"	626	668	509	799	728	637
"LOC_Os09g38772"	385	388	408	459	567	454
"LOC_Os09g38777"	1055	1039	1103	1632	1779	1598
"LOC_Os09g38960"	2385	2399	2046	2989	3212	2764
"LOC_Os09g39180"	8486.2	10873	10352	9438.33	10737	11217
"LOC_Os09g39380"	5856.67	5764	6141.92	11165.83	13490.67	11189
"LOC_Os09g39390"	10327	10890.25	10422	12374.5	13138.5	12336
"LOC_Os09g39400"	871	789	824	740	976	728
"LOC_Os09g39430"	74	90	64	462	443	486
"LOC_Os09g39540"	715.5	878	823	1180	1252	1297.5
"LOC_Os09g39550"	745	819	792	923	1099	994
"LOC_Os09g39560"	3880.2	4332	3423	2243	2583	2222
"LOC_Os09g39680"	7154	7967	8566	5032	5607	5146
"LOC_Os09g39940"	417	541	453	1460	1880	1615
"LOC_Os09g39960"	495	504	406	467	610	408
"LOC_Os09g39980"	522	498	467	462	594	468
"LOC_Os10g01044"	2420.5	2415	2201	1747	1977	1876
"LOC_Os10g01080"	8218.5	9390	7808	4205.5	5012	4385.5
"LOC_Os10g01470"	653	849	624	920	944	907
"LOC_Os10g01610"	1086	1169	1093	1163	1318	1088
"LOC_Os10g02480"	1660	1994	1614	971	1315	870
"LOC_Os10g02630"	4514.1	5020	4083	4070.5	4640	4059
"LOC_Os10g03550"	6255.1	5536	4845	4176	4526	3980
"LOC_Os10g04270"	188	179	156	383	421	316
"LOC_Os10g04620"	1011	988	876	848	870	776
"LOC_Os10g05069"	649	628	573.5	1136	1141	810
"LOC_Os10g05680"	873	1182	708.5	1047	963.5	1075.5
"LOC_Os10g07229"	2008	1904	1952	3282.33	3328	2704
"LOC_Os10g07270"	1203	1081	1059	1190	1271	974
"LOC_Os10g07440"	815	911	646	896	1135	1011
"LOC_Os10g08474"	312	324	380	763	975	670
"LOC_Os10g08550"	4178	4316	4434	6342	6739	5709
"LOC_Os10g08930"	1216	1625	1316	2759	2890	2893
"LOC_Os10g09240"	31	52	9	1319	881	949
"LOC_Os10g09850"	346	307	311	185	198	201
"LOC_Os10g10180"	1897.75	1919.5	1403	2282	2575	2573.5
"LOC_Os10g10244"	4163	4310	4080	3824	3956	3629
"LOC_Os10g10500"	1997	1810	1672	2877	2742	2450
"LOC_Os10g11034"	835	695	672	728	807	584
"LOC_Os10g11200"	206	185	223	177	164	146
"LOC_Os10g14011"	96	170	91	230	210	239
"LOC_Os10g14870"	2608	3251	2028	2175	2671	2527
"LOC_Os10g15300"	1319	1645	842	1632	1886	1483
"LOC_Os10g17260"	2762	2809	3089	3976	4789	5525
"LOC_Os10g17280"	2496	2424	2269	3043.5	3080	2513
"LOC_Os10g17489"	59	71	47	87	65	81
"LOC_Os10g18340"	34121.11	41445	27065	43063	39531	38349.5
"LOC_Os10g18370"	98	141	94	141	173	125
"LOC_Os10g19860"	1926	1652	1628	1827	1766	1486
"LOC_Os10g19970"	681	851	618	970	746	879
"LOC_Os10g20090"	1150	1143	958	1077	1191	1110
"LOC_Os10g20240"	774	759	689	936	1092	834
"LOC_Os10g20250"	425	482	338	492	497	483
"LOC_Os10g20470"	511	534	479	937	956	1009
"LOC_Os10g20630"	2388	2432	2156	2927	2921.5	2325
"LOC_Os10g21810"	1111	998	839	2500	2842	2175
"LOC_Os10g21910"	4626	4367	4810	6056	5606	5660
"LOC_Os10g22050"	83	128	130	196	183	364
"LOC_Os10g22430"	632	483	614	653	957	596
"LOC_Os10g22520"	50	32	71	19	28	16
"LOC_Os10g22590"	171	126	157	151	150	100
"LOC_Os10g22950"	2904	2658	2612	1992	2103	1745
"LOC_Os10g23100"	580	630	568	731	847	654
"LOC_Os10g23120"	2142	2169	2023	1767	1795	1623
"LOC_Os10g24810"	730	606.5	669.5	652	680	564
"LOC_Os10g25010"	1074	1198	975	593	691	584
"LOC_Os10g25030"	683.17	966.67	573.33	703.33	639.67	889.17
"LOC_Os10g25130"	573	540	568	1163	1319	1140
"LOC_Os10g25290"	168	111	144	579	333	482
"LOC_Os10g25680"	1408	1351	1120	1408	1421	1243
"LOC_Os10g25770"	1421	1659	1258	1493	1939	1510
"LOC_Os10g26540"	715	731	545	579	554	571
"LOC_Os10g26570"	583	575	537	505	575	472
"LOC_Os10g26620"	1109	1292	1130	832	917	835
"LOC_Os10g26850"	1404.83	1669.5	1260.5	1609	1405.75	1652.5
"LOC_Os10g27050"	458	427	418	443	447	396
"LOC_Os10g27174"	1988	2342	2281	3868	4160	4185
"LOC_Os10g27190"	1541	2134	1570	3817	3440	4007
"LOC_Os10g27340"	977	1130	950	1478	1829	1294
"LOC_Os10g28050"	689	775	723	415	533	576
"LOC_Os10g28080"	162	106	127	1790	2151	1531
"LOC_Os10g28200"	1284	1739	1679	2098	2531	2077
"LOC_Os10g28360"	3506	3126	2938	6807	8210	6527
"LOC_Os10g28710"	2346	2426	2282	2421	2764	2185
"LOC_Os10g29470"	2391.5	2866	2543	2860	3342	3654
"LOC_Os10g30450"	453	425	302	421	566	533
"LOC_Os10g30580"	2942	3160	2973	2612	3044	2458
"LOC_Os10g30750"	838	798	686	724	685	580
"LOC_Os10g31000"	2428	1949	2024	1508	1590	1118
"LOC_Os10g31320"	38	76	50	2665.67	2461	2834.5
"LOC_Os10g31330"	353	727.5	268	2347.5	4815.08	1551
"LOC_Os10g31770"	840	734	826	989	929	847
"LOC_Os10g31850"	79	77	59	167	219	182
"LOC_Os10g31950"	1294	1125	1197	1533	1708	1492
"LOC_Os10g32300"	1165.78	1266.59	1256.34	1116.24	1106.16	987.22
