"GeneID"	"control_1"	"control_2"	"control_3"	"treatment_1"	"treatment_2"	"treatment_3"
"LOC_Os02g55600"	509	656	372	450	523	468
"LOC_Os02g55630"	5540	5892	5579	6859.67	6787	7024
"LOC_Os02g55640"	1279.22	1322.92	1128.93	1259.53	1400.4	1167.81
"LOC_Os02g55880"	588	586	466	468	573	449
"LOC_Os02g55970"	132	136	121	179	177	164
"LOC_Os02g56000"	1491	1552	1401	1437	1660	1293
"LOC_Os02g56014"	445	532	530	832	849	923
"LOC_Os02g56180"	1672	1780	1390	1334	1283	1163
"LOC_Os02g56210"	945	887	751	1109	1277	1015
"LOC_Os02g56250"	2226	2455	1616.5	1654	1565	1599.5
"LOC_Os02g56270"	1620	1673	1516	1525	1729	1395
"LOC_Os02g56550"	567	533	541	525	530	425
"LOC_Os02g56560"	1556	1476	1426	1324	1577	1214
"LOC_Os02g56600"	34	20	37	27	33	38
"LOC_Os02g56850"	3148	3162	2880	3028	3362	2689
"LOC_Os02g56900"	2865	2345	1903	2142	1679	1527
"LOC_Os02g56960"	1273	1545	1521	2940	3070	2918
"LOC_Os02g56990"	586	724	551	962	990	960
"LOC_Os02g57010"	3835	4777	3860	4702	4431	5481
"LOC_Os02g57020"	2758	3046	2063	5230	4879	5275
"LOC_Os02g57030"	2228	2212	1912	2895	3023	2881
"LOC_Os02g57040"	3382	3617	3604	3003	3552	2889
"LOC_Os02g57060"	10	14	7	40	40.5	23
"LOC_Os02g57120"	339	261	247	181	186	170
"LOC_Os02g57160"	3919	4019	3386	7244	7531	7008
"LOC_Os02g57190"	2464.2	2201	2002	1683	1787	1479
"LOC_Os02g57240"	949	1041	887	354	261	291
"LOC_Os02g57250"	1270	1382	1034	1296	1261	1119
"LOC_Os02g57260"	4478	5249	4201	4513	4831	4517
"LOC_Os02g57390"	2504	2394	2290	2174	2561	2106
"LOC_Os02g57450"	3387	3320	3168	1859	2060	1678
"LOC_Os02g57540"	1011	1324	1314	1915	2104	2122
"LOC_Os02g57600"	2125	2032	1649	1409	1530	1254
"LOC_Os02g57640"	924	830	856	685	912	716
"LOC_Os02g57650"	2084	2220	1946	2436	2852	2414
"LOC_Os02g57670"	1513	1719	1735	1632	1781	1601.5
"LOC_Os02g57710"	2618	2541	2421	2626	2923	2264
"LOC_Os02g57720"	2416	3608	1775	4969	4681	3917
"LOC_Os02g57840"	16	7	8	726	581	531
"LOC_Os02g57854"	376	316	327	574	544	440
"LOC_Os02g57924"	248.5	289	280	280	301	254
"LOC_Os02g58090"	2101.17	2354	2262	2807	3327	2728
"LOC_Os02g58110"	431	397	417	362	528	339
"LOC_Os02g58150"	3184	4155	3017	2355	2663	2705
"LOC_Os02g58310"	397	423	291	1200	1523	1265
"LOC_Os02g58340"	5262	5545.5	4249	4165.5	4525.25	4102.42
"LOC_Os02g58554"	1262	1134	1083	878	614	655
"LOC_Os02g58560"	2327	2382	2186	2162	2316	1950.5
"LOC_Os03g01014"	8915	8081	6090	10309	12484	10438
"LOC_Os03g01020"	4526	5470	4435	9797	10398	9344
"LOC_Os03g01150"	987	1005	901	775	720	637
"LOC_Os03g01190"	1284	1508	1255	1973	2267	1904
"LOC_Os03g01300"	147	214	81	424	1323	121
"LOC_Os03g01350"	1591	1207	1186	1051	889	733
"LOC_Os03g01740"	132	129	109	182	130	153
"LOC_Os03g01750"	12207.5	11341.5	10436.5	6631.5	7357.5	5828
"LOC_Os03g01810"	676	684	593	621	741	609
"LOC_Os03g01830"	3827	4647	4004	4123	4142	3855
"LOC_Os03g01910"	1982	2469	2389	2376	2821	2441
"LOC_Os03g01920"	927	824	844	817	928	734
"LOC_Os03g01960"	780	906	757	604	740	641
"LOC_Os03g02040"	110	69	71	25	11	17
"LOC_Os03g02070"	55	54	32	89	245	84
"LOC_Os03g02090"	277	300	234	321	384	288
"LOC_Os03g02240"	78	67	123	163	147	85
"LOC_Os03g02420"	539	548	472	1264	1189	1225
"LOC_Os03g02514"	2432	2120	2110	1226	1239	1467
"LOC_Os03g02540"	739	794	742	956	963	867
"LOC_Os03g02550"	134	157	124	144	180	213
"LOC_Os03g02560"	472	500	504	635	700	667
"LOC_Os03g02590"	13133.5	13959	12447	12401	15577	11916
"LOC_Os03g02685"	985	902	1005	1247	1285	1093
"LOC_Os03g02780"	164.11	214.73	100.39	183.4	203.9	142.87
"LOC_Os03g02920"	165	135	111	57	61	60
"LOC_Os03g02960"	832.5	1038	979	1101	1246	1158
"LOC_Os03g03020"	1903	2037	2348	2068	2542	2048
"LOC_Os03g03070"	1614.67	1706.33	1781	1398.67	1823	1396.33
"LOC_Os03g03130"	1248	1288	1292	929	1263	1009
"LOC_Os03g03180"	775	760	760	401	430	310
"LOC_Os03g03290"	1423	1474	1379	1480	1768	1564
"LOC_Os03g03360"	3392	4274.33	3913	3323	4058	3580
"LOC_Os03g03370"	234	292	201	903.1	676	771
"LOC_Os03g03390"	925	931	824	1914	1799	1653
"LOC_Os03g03410"	393	398	337	396	435	352
"LOC_Os03g03450"	367	371	368	338	350	366
"LOC_Os03g03460"	280	273	271	341	344	268
"LOC_Os03g03510"	474	345	399	1206	1090	1186
"LOC_Os03g03590"	710.5	510	542.5	618	783.5	513.5
"LOC_Os03g03640"	291	265	256	260	327	246
"LOC_Os03g03670"	1235	1823	1214	1443.5	1615	1668
"LOC_Os03g03720"	47769.5	55082	49209	54196	65296	62644.5
"LOC_Os03g03770"	924	1045	798	1366	1519	1270
"LOC_Os03g03810"	3	3	7	680	503	496
"LOC_Os03g03820"	669	645	602	878	959	894
"LOC_Os03g03900"	1001	989	702	1356	1468	1174
"LOC_Os03g03910"	57045	84853.11	55889	85172	98764.33	120355.04
"LOC_Os03g04020"	488	657	472	1106	1245	1430
"LOC_Os03g04050"	453	487	361	505	601	516
"LOC_Os03g04060"	1663	1745	1767	982	1041	527
"LOC_Os03g04169"	2213	2313	2087.2	3937.2	4198	4196.2
"LOC_Os03g04260"	1183	1279	1123	1471	1706	1290
"LOC_Os03g04370"	166	208	126	172	191	162
"LOC_Os03g04410"	2060	2204	2044	2751	2816	2829
"LOC_Os03g04440"	5589	6031	4614	5795	6195	5246
"LOC_Os03g04460"	403	400	375	485	569	407
"LOC_Os03g04470"	4768	6659	6771	2900	3423	4469
"LOC_Os03g04570"	929	1253	1204	555	841	940
"LOC_Os03g04590"	2515	3035	2622	5467.67	5681	5612.5
"LOC_Os03g04600"	402	382	399	418	507	412
"LOC_Os03g04660"	1281	1349	1396	410	315	307
"LOC_Os03g04750"	984	1122	1019	1686	1837	1975
"LOC_Os03g04770"	1720	2078	1593	6094	6263	4534
"LOC_Os03g04920"	1087	978	1278	1093	1106	1030
"LOC_Os03g04930"	1575	1769	1530	1884	2905	2167
"LOC_Os03g05260"	526	517	532	701	732	594
"LOC_Os03g05280"	315	336	278	545	556	608
"LOC_Os03g05290"	9184	10051	8515	10241	9817	9401
"LOC_Os03g05310"	1839	1880	1541	3536	3261	3534
"LOC_Os03g05470"	1185	1138	919	407	460	377
"LOC_Os03g05520"	123	119	122	163	220	185
"LOC_Os03g05620"	2261	2884	1936	1133	1032	1155
"LOC_Os03g05730"	4569	5202	4720	4998	5378	4841
"LOC_Os03g05740"	505	441	459	322	421	302
"LOC_Os03g05780"	780	872	638	1254	1300	1194
"LOC_Os03g05800"	880	795	754	655	718	582
"LOC_Os03g05980"	2420.85	2942.08	2599.67	4766.84	4841.82	4636.48
"LOC_Os03g06090"	238	243	255	255	309	255
"LOC_Os03g06139"	3982	4252	3184	5011	5847	4584
"LOC_Os03g06200"	994	1193.5	1030	1129	1116	1089
"LOC_Os03g06220"	573	606	515	687	703.5	630
"LOC_Os03g06230"	3973.5	5663.5	3723	3126	2890.5	3891.5
"LOC_Os03g06240"	4710	5014	3933	4778	5523	4284
"LOC_Os03g06330"	355	327	438	665	819	610
"LOC_Os03g06390"	2024	2665	1453	2193	2796	2027
"LOC_Os03g06410"	1996	1904	1781	1438	1546	1468
"LOC_Os03g06480"	613	667	588	674	797	649
"LOC_Os03g06520"	1811	1966	1585	7092	6100	7456
"LOC_Os03g06580"	355	344	327	817	885	822
"LOC_Os03g06620"	4149	4291	3889	4181	4611	3743
"LOC_Os03g06720"	1300	1113	1228	804	808.5	673
"LOC_Os03g06930"	2732	3592	2052	2117	2054	2185
"LOC_Os03g07190"	1213.33	1682.17	903.5	1557	1524.67	1732.5
"LOC_Os03g07200"	7	11	3	45	26	18
"LOC_Os03g07300"	20098.5	20516	17748	17245	19902.5	18194.5
"LOC_Os03g07360"	5257	6088	4754	2627	3336	2679
"LOC_Os03g07380"	1323	1660	1110	1110	1136	1155
"LOC_Os03g07440"	2453	2895	2064	2231	2515	2500
"LOC_Os03g07480"	1224	1412	1362	1927	2820.5	2539
"LOC_Os03g07530"	1406	1328	1190	1253	1547	1285
"LOC_Os03g07570"	3080	3008	3194	1087	1077	834
"LOC_Os03g07960"	312.93	291	333.7	734.73	919	701.83
"LOC_Os03g07990"	234	242	178	296	270	200.33
"LOC_Os03g08010"	7197.11	9036.49	8875.69	12219.26	13208.95	13501.58
"LOC_Os03g08020"	4926.6	6461.64	6007.13	7799.06	7842.56	8781.25
"LOC_Os03g08050"	5636.34	7496.66	7049.75	10586.43	11448.95	11779.83
"LOC_Os03g08080"	610	780	518	701	562	710.5
"LOC_Os03g08280"	1568	1631	1402	1457	1576	1309
"LOC_Os03g08320"	131	180	155	422	457	632
"LOC_Os03g08330"	353	269	362	366	331	343
"LOC_Os03g08360"	1505	1173	1155	1282	1236	1277
"LOC_Os03g08390"	290	235	198	295	268	230
"LOC_Os03g08430"	2401	2074	2062	3033	3177	2848
"LOC_Os03g08450"	850	920	873	1234	1180	1149
"LOC_Os03g08470"	249	263	252	76	56	65
"LOC_Os03g08500"	2832.5	3335	1514	3889	3672	4107
"LOC_Os03g08550"	234	145	213	427	321	283
"LOC_Os03g08570"	4736	4841	4713	3758	4008	3810
"LOC_Os03g08860"	781	802	680	756	894	730
"LOC_Os03g08870"	292	300	261	268	380	287
"LOC_Os03g09020"	754	809	828	1258	1745	1447
"LOC_Os03g09100"	2160	2049	1811	1320	1511	1154
"LOC_Os03g09110"	791	738	710	713	778	697
"LOC_Os03g09210"	1566	1727	1306	2009	1929	2028
"LOC_Os03g09250"	320	311	414	962	667	597
"LOC_Os03g09870"	463	565	519	608	724	623
"LOC_Os03g09900"	200	203	200	402	494	444
"LOC_Os03g10030"	257	310	294	440	472	404
"LOC_Os03g10060"	2338	2805	2487	3152	3492	2945
"LOC_Os03g10090"	10470	9665	10852.5	9729	12830	7827
"LOC_Os03g10180"	1708	1586	1364	2248	2528	2062
"LOC_Os03g10340"	1474	1790	1704	2509	2630	2535
"LOC_Os03g10370"	502	437	399	542	589	493
"LOC_Os03g10510"	703	691	658	615	682	544
"LOC_Os03g10620"	1808	2841	1632	5198	6583	6122
"LOC_Os03g10750"	480	518	492	599	592	547
"LOC_Os03g10860"	237	275	269	197	283	179
"LOC_Os03g11010"	967	1067	973	921	1016	840
"LOC_Os03g11220"	1515	2027	1780	1845	2116	1825
"LOC_Os03g11230"	4462	5731	4744	5920	6447	5917
"LOC_Os03g11410"	1716	1812	1671	2917	2709	2573
"LOC_Os03g11440"	1721	2071	1855	1033	1120	792
"LOC_Os03g11460"	2300	2217	2173	1750	1967	1639
"LOC_Os03g11570"	776	889	746	746	924	764
"LOC_Os03g11650"	308	239	283	225	134	128
"LOC_Os03g11780"	1476	2035	1342	1418	1553	1366
"LOC_Os03g11900"	1219	1523	1271	1799	2634.33	1808
"LOC_Os03g11960"	2818.33	3019	2638	4347.5	4087.02	4202
"LOC_Os03g11970"	1327	1606	1333	1753	1963	1749
"LOC_Os03g12020"	3278	4079	3627	4586	4880	4286
"LOC_Os03g12030"	1004	919	766	1784	1993	1873
"LOC_Os03g12350"	930	779	793	828	854	731
"LOC_Os03g12530"	1013	906	539	469	538	409
"LOC_Os03g12590"	1492	1479	1310	1609	1681	1316
"LOC_Os03g12670"	24742	21325	21948	22504	26277.5	17808
"LOC_Os03g12700"	1161	1155	829	2394	2859	1966
"LOC_Os03g12810"	1791	1957	1902	1973.5	2340	1871
"LOC_Os03g12820"	74	56	47	208	287	311
"LOC_Os03g12890"	174	145	164	15	23	18
"LOC_Os03g12910"	4154.12	3706	3798	3978	4797.5	3989
"LOC_Os03g12990"	3143.5	3092	2664	2377	2528	2226
"LOC_Os03g13170"	3040	3785	3154	5087	5702	5410
"LOC_Os03g13380"	2208	2157	2158	2396	2479	1976.17
"LOC_Os03g13460"	850	842	826	848	857	786
"LOC_Os03g13540"	533	610	326	4511	6093	4952
"LOC_Os03g13590"	1026.1	1090	977	861	906	770
"LOC_Os03g13750"	891	882	725	1200	1334	1067
"LOC_Os03g13800"	1312	1540	1389	2458	2609	2443
"LOC_Os03g13810"	712	654	591	796	709	742
"LOC_Os03g13840"	842	808	677	1501	1333	1521
"LOC_Os03g13870"	1325	1473	1024	665	648.33	565
"LOC_Os03g13950"	582	775	636	499	697	699
"LOC_Os03g13970"	1947	2053	1844	1899	2083	1626.5
"LOC_Os03g14040"	1918	1785	2144	1404	1785	1490.33
"LOC_Os03g14050"	335	347	365	2502	1185	1094
"LOC_Os03g14250"	302	209	276	133	145	93
"LOC_Os03g14280"	1709.5	1997	1842	1645	2162	1788
"LOC_Os03g14380"	872	783	730	684	652	549
"LOC_Os03g14450"	1996	2256	1898	3224	4657	3526
"LOC_Os03g14570"	2105	2033	1507	3968	4527	3559
"LOC_Os03g14590"	1880	2082	1709.1	2047	2199	2002
"LOC_Os03g14654"	820	436	1384	134	60	43
"LOC_Os03g14669"	3789	4361	2070	4074	4581	4226
"LOC_Os03g14915"	721	625	473	183	240	118
"LOC_Os03g14980"	4221	4042	3905	3582	3726	2992
"LOC_Os03g14990"	1124	1040	1069	1625	1659	1533
"LOC_Os03g15020"	241	151	284	247	354	200
"LOC_Os03g15050"	1854	2201	1665	529	600	790
"LOC_Os03g15270"	154	157	178	299	133	172
"LOC_Os03g15480"	1914	1726	1688	2318	2886	2238
"LOC_Os03g15590"	1027.5	1040	831	1339	1341	1103
"LOC_Os03g15720"	1278	1323	1370	1015	1279	934
"LOC_Os03g15840"	1579	1674	1273	1743	2160	1621
"LOC_Os03g15860"	441	376	378	327	372	289
"LOC_Os03g15870"	3514	4377	3883	4742.5	4714	4431
"LOC_Os03g15890"	2292	2040	1705	4292	5710	3651
"LOC_Os03g15900"	1464.5	1396	1285	1261	1347	1117
"LOC_Os03g15940"	593	635	513	266	325	233
"LOC_Os03g15960"	385	488	369	2340.5	2538.5	2261
"LOC_Os03g16010"	723	586	538	1130	1098	911
"LOC_Os03g16050"	17274	20645	15031	14243	15454	15741
"LOC_Os03g16110"	2017	1704	1565	2235	2512	1708
"LOC_Os03g16170"	766	910	384	5328	4304	5890.5
"LOC_Os03g16334"	1215	1391	901	2543	2331	2469
"LOC_Os03g16350"	17	20	12	238	271	236
"LOC_Os03g16400"	812	908	760	549	652	559
"LOC_Os03g16480"	584	643	414	512	596	479
"LOC_Os03g16670"	538	494	506	5869	5252	5626
"LOC_Os03g16690"	3120	3229	2827	3867	3861	3364
"LOC_Os03g16800"	2570	3035	2344	2621	3078	2735
"LOC_Os03g16860"	15013	14688	9980	6948	7095	5467
"LOC_Os03g16980"	2458	2405	2361	2353	2485	2086
"LOC_Os03g17000"	1152	1094	1168	1333	1393	1264
"LOC_Os03g17010"	3835	4076	3279	3199	3725	3066
"LOC_Os03g17070"	31278	39797	25213	37767	36938	39853
"LOC_Os03g17084"	3721.5	4041.75	2980.83	3191	3855	3292
"LOC_Os03g17100"	1692.5	2103	1247.5	976.5	1259.5	1022.5
"LOC_Os03g17174"	1334	1429	1542	680	717	511
"LOC_Os03g17180"	1854	1758	1606	1554	1615	1482
"LOC_Os03g17240"	1780	1833	1613	1805	2053	1661
"LOC_Os03g17310"	2236	2306	1902	2140	1897	1948
"LOC_Os03g17470"	5483.5	5779.5	4858.5	4359.5	6268.5	4452.5
"LOC_Os03g17520"	1896	1884	1769	1678	2048	1516
"LOC_Os03g17580"	3237.83	4400.5	3277.5	4407.5	4809.5	4499.5
"LOC_Os03g17600"	1899	2235	1574	2224	2477	2243
"LOC_Os03g17660"	1006	1013	755	892	1004	877
"LOC_Os03g17690"	4933	6520	3947	7780	6938	8540
"LOC_Os03g17700"	403	405	364	465	421	472
"LOC_Os03g17730"	2664	2860.5	2170.5	2630	2842	2702
"LOC_Os03g17740"	2165	2174	1889	1985	2048	2047
"LOC_Os03g17790"	4	2	3	1882	1508	2159
"LOC_Os03g17800"	288	272	260	490	703	539
"LOC_Os03g18070"	4868	3383	4074	1935	2940	2237
"LOC_Os03g18150"	779	864	462	622	578	553
"LOC_Os03g18180"	475	496	422	545	498	514
"LOC_Os03g18200"	7235	8693	6153	7514	8191	7010
"LOC_Os03g18420"	527	525	516	813	899	737
"LOC_Os03g18510"	777	863	816	863	983	873
"LOC_Os03g18570"	1110.79	1206.92	1184.7	1949.07	1961.09	1982.35
"LOC_Os03g18580"	657	716.75	682.33	1268.17	1195.69	1189.05
"LOC_Os03g18600"	845	816	599	166	120	164
"LOC_Os03g18680"	419	418	370	660	687	639
"LOC_Os03g18690"	1465	1574	1363	1524	1757	1549
"LOC_Os03g18770"	1357	1659	1492	1135	1220	947
"LOC_Os03g18810"	1771	1833	1889	1681	1813	1563
"LOC_Os03g18850"	56	64	98	665	490	544
"LOC_Os03g18870"	6375	6623	5178	3642	3807	4013.5
"LOC_Os03g19010"	218	251	179	239	299	280
"LOC_Os03g19220"	138	137	152	29	42	41
"LOC_Os03g19250"	396	493	326	624	740	827
"LOC_Os03g19280"	607	649	575	1376	1436	1252
"LOC_Os03g19290"	119	126	119	8582	8335	9348
"LOC_Os03g19380"	3937	4249	2381	11738	11981	11616
"LOC_Os03g19390"	410	389	284	831	982	611
"LOC_Os03g19400"	306	384	297	509	592	508
"LOC_Os03g19410"	3912	3800	3692	2576	2623	2546
"LOC_Os03g19500"	1214	1237	1064	1027	1235	1015
"LOC_Os03g19510"	1314	1492	1570	1605	1930	1407
"LOC_Os03g19580"	672	563	558	650	704	657
"LOC_Os03g19680"	1425	1916	1090	1132	1247	1149
"LOC_Os03g19720"	4147	4033	2132	2510	2450	2913
"LOC_Os03g19760"	7190.5	7087.25	5801	11832.5	12467.5	12130.67
"LOC_Os03g19890"	1392	1561	1298	2161	1989	1894
"LOC_Os03g19970"	365	304	291	400	353	287
"LOC_Os03g20020"	602	683	557	937	996	929
"LOC_Os03g20100"	9031	9408	9144	9341.5	10536	9082
"LOC_Os03g20120"	3361	3214	2533	8031	7448	4962
"LOC_Os03g20340"	566	587	448	516	611	547
"LOC_Os03g20370"	3617	4555	3287	5284	6319	5255
"LOC_Os03g20520"	956	945	813	1170	1269	1058
"LOC_Os03g20530"	786	776	772	680	745	609
"LOC_Os03g20630"	1098	1232	1122.5	1108	1346	1192
"LOC_Os03g20640"	5981.5	6294	5113	5321	5080	5275
"LOC_Os03g20670"	298	323	291	355	426	336
"LOC_Os03g20700"	22613.5	20759	18325	22551	25375.5	25197.5
"LOC_Os03g20780"	2412.97	2950.56	2074.32	2590.99	2983.21	2742.65
"LOC_Os03g20790"	3278.44	3769.81	2862.41	3361.15	4029.59	3688.24
"LOC_Os03g20870"	161	146	76	375	433	390
"LOC_Os03g20900"	620	571	499	321	495	345
"LOC_Os03g20980"	1610	1601	1366	2202	2627	1908
"LOC_Os03g21000"	2915	3690	1687	12771	14019	10776
"LOC_Os03g21030"	465	688	276	958	756	1067
"LOC_Os03g21040"	548	735	511	5263	4043	5065
"LOC_Os03g21060"	101	183	75	286	442	193
"LOC_Os03g21080"	472	431	401	471	491	339
"LOC_Os03g21370"	4780	5866	5130	6095	7354	6422
"LOC_Os03g21380"	415	429	277	353	388	370
"LOC_Os03g21560"	8681	9509	8639.14	13545	13612	15442
"LOC_Os03g21620"	259.5	258	296.5	300	365.33	309.33
"LOC_Os03g21664"	1790.83	1826.83	1446.17	1623.17	1589.67	1619.83
"LOC_Os03g21720"	3897	3872	3643	5510	5557	4804
"LOC_Os03g21900"	2081	2059	2061	3254	3544	2999
"LOC_Os03g21940"	2821	3560.5	3098	4624	5108.5	4911.5
"LOC_Os03g21950"	507	425	475	804	881	695
"LOC_Os03g22120"	985	1112	949	3323.33	3166	3078
"LOC_Os03g22140"	508	615	492.5	798	832	712
"LOC_Os03g22160"	3847	3829	3664	3944	4149	3719
"LOC_Os03g22180"	948	1237	1108	2047	2205	2485
"LOC_Os03g22200"	194	255	218	848	727	528
"LOC_Os03g22210"	194	425	387	39	93	110
"LOC_Os03g22270"	3594	4137	2745	7742	8391	6449
"LOC_Os03g22330"	1894	2227.67	2198	2896	3673	3496
"LOC_Os03g22340"	972	1255.5	1116	1806	1822	2027
"LOC_Os03g22370"	21685	22422	15289	19458.5	19929	23420
"LOC_Os03g22420"	1974	1765	1521	1657	1751	1576
"LOC_Os03g22430"	2371	2719	2402	2572	2586	2483
"LOC_Os03g22460"	1430	1876	1778	2419	2712	2732
"LOC_Os03g22770"	3699	4373	3386	3119	3668	3760
"LOC_Os03g22790"	159	164	80	2383	1490	1735
"LOC_Os03g22800"	321	325	329	345	435	404
"LOC_Os03g22810"	4485	4400	3761.5	5310	6656	5067
"LOC_Os03g22890"	1612	1614.5	1502	1984	2119	1869
"LOC_Os03g22950"	650	649	707	999	1066	899
"LOC_Os03g23010"	6183	7305.5	5084	5096	5409	5342
"LOC_Os03g23950"	1786	1623	1678	1655	1696	1332
"LOC_Os03g23980"	3951	4768	2817	8609	9657	8199
"LOC_Os03g24020"	1833	1899	2375	1991	2407	1848
"LOC_Os03g24040"	66	64	66	68	87	79
"LOC_Os03g24060"	368	359	335	497	591	429
"LOC_Os03g24184"	415	393	357	582	658	531
"LOC_Os03g24380"	1751	1735	1591	1588	1637	1500
"LOC_Os03g24450"	632	600	581	574	576	447
"LOC_Os03g24590"	3688	4197	2158	4853	4165	5683
"LOC_Os03g24600"	1781	2019	1906	2472	2696	2560
"LOC_Os03g24860"	1929.5	1841	1898	1346	1507	1222
"LOC_Os03g24920"	234	229	204	138	170	172
"LOC_Os03g24950"	166	177	92	339	335	286
"LOC_Os03g25070"	1675	1741	1437.75	1991	2058	1828
"LOC_Os03g25140"	890.5	914	842	743	837	675
"LOC_Os03g25270"	935	866	1067	1102	1451	1223
"LOC_Os03g25440"	77	52	78	44	55	32
"LOC_Os03g25720"	655	699	584	722	824	644
"LOC_Os03g25790"	181	223	161	219	242	210
"LOC_Os03g25940"	2597	2727	2440.5	2698.5	2986	2653
"LOC_Os03g25960"	1521	1891	2260	2462	2620.5	2490
"LOC_Os03g26791"	451	480	422	528	546	525
"LOC_Os03g26820"	1003	1219	1201	3154	2473	3284
"LOC_Os03g26870"	285	244	236	862	683	720
"LOC_Os03g26970"	878	968.5	869	773	822	630
"LOC_Os03g27010"	632	685	552	1022	1186	907
"LOC_Os03g27019"	4517	3687	3409	6188	7628.11	5087
"LOC_Os03g27080"	3077	2786	2431	1956	2266	1637
"LOC_Os03g27120"	578	461	1992	120	130	167
"LOC_Os03g27230"	1090	958	1148	1713	1408	1248
"LOC_Os03g27260"	1232	1458	1316	2129	2260	2329
"LOC_Os03g27280"	718	706	631	634	695	620
"LOC_Os03g27290"	435	435	543	625	692	598
"LOC_Os03g27310"	8129	9108	9062	7437	9722	7506
"LOC_Os03g27820"	1339	1306	1256	1384	1580	1228
"LOC_Os03g27840"	2267	2230	1980	2234	2831	2111.5
"LOC_Os03g27990"	364	288	664	543	535	311
"LOC_Os03g28160"	2682	2556	3037	6035	6380	7020
"LOC_Os03g28300"	2287	2076	1814	4087	4506	3491
"LOC_Os03g28420"	1509	1229	1462	1691	1860	1536
"LOC_Os03g28940"	806	883	1088	1254	1368	1463
"LOC_Os03g29190"	246	190	230	153	126	103
"LOC_Os03g29240"	442	465	488	522	710	586
"LOC_Os03g29460"	2237	3104	2259	5111	5145	5694
"LOC_Os03g30092"	675	694	683	607	672	580
"LOC_Os03g30430"	1420	1391	1517	1433	1703	1382
"LOC_Os03g30460"	633	574	528	671	685	539
"LOC_Os03g31026"	4774.5	4397.5	4014	3967.5	4765	4090
"LOC_Os03g31090"	1298.28	1465.93	1483.16	2629.9	2607.76	2603.83
"LOC_Os03g31170"	2302	2446	2419.5	1563	1990	1671
"LOC_Os03g31230"	1173	1060	1059	1259	1508	1207
"LOC_Os03g31490"	12268	13881	10616	11789	12533	12355
"LOC_Os03g31510"	256	318	171	330	359	252
"LOC_Os03g31550"	2222	2285	2094	2945	3217.2	2435
"LOC_Os03g31679"	1170	1047	1022	521	585	407
"LOC_Os03g31839"	1264.5	1256	1147	1992	2341	1855
"LOC_Os03g32270"	1984	1971.5	1562	1673.5	2064	2006.5
"LOC_Os03g32314"	3039	3331	2919	3659	3617	3201
"LOC_Os03g32490"	4334	5078	8123	4012	7119	4515
"LOC_Os03g32580"	4042	4784	4168	3210	4016	2898
"LOC_Os03g34040"	5756	7601	6185	8398	9191	8321
"LOC_Os03g36540"	4482	5433	4719	4869	5062	5301
"LOC_Os03g36750"	5857	6265.5	5740	5568.67	6042	5865.67
"LOC_Os03g36780"	1350	1327	1107	1866	1732	1535
"LOC_Os03g36930"	738.5	715.5	696	690.5	740	635
"LOC_Os03g37010"	1658	1732	1618	1509	1607	1443
"LOC_Os03g37130"	1141	1087	983	1277	1593	1162
"LOC_Os03g37490"	1169	1194	1221	659	763	1070
"LOC_Os03g37830"	1528	1725	1437	1700	2634	1530
"LOC_Os03g37864"	1075	1268	901	1238	1221	1309
"LOC_Os03g37970"	1189	1585	1544	2262	2604	2530
"LOC_Os03g38000"	2496	3207	2691	4209	4422	4580
"LOC_Os03g38020"	2040	1997.5	1817.5	2089	2363.5	1849.5
"LOC_Os03g38260"	1473	1678.5	1627	2217	2413.5	2315.5
"LOC_Os03g38520"	1728	1630	1759	2370	2535	2296
"LOC_Os03g38730"	3347.67	3871.5	1865.83	8266.5	9648.73	7900.5
"LOC_Os03g38950"	39855.5	52441	36118	18509.5	18393	22378
"LOC_Os03g38970"	1172	1012	1198	1257	1342	1177
"LOC_Os03g39610"	101014.67	111344.33	73364.83	121646.68	125233.17	135077.58
"LOC_Os03g39760"	183	162	137	572	713	385
"LOC_Os03g39830"	2509	2990	3301	4472	5322	4856.5
"LOC_Os03g40010"	4538	4881	4459	5099	6076	4845
"LOC_Os03g40100"	720	563	507	578	789	459
"LOC_Os03g40180"	1126	1376	1180	2246	2299	2457
"LOC_Os03g40270"	3889	4599	3973	3886	4320	3881
"LOC_Os03g40920"	1565.1	1784	1687	2082	2505	2181
"LOC_Os03g41080"	4644	4807	4270	4576	4853	4346
"LOC_Os03g42464"	597.5	512.75	506.75	664.42	606.25	457.25
"LOC_Os03g42840"	775	786	657	843	844	764
"LOC_Os03g43020"	554	586.5	513	679	698	649
"LOC_Os03g43430"	2258	2828	2338	3433	3450	3388
"LOC_Os03g43760"	1224	1228	1197	1611	1952	1633
"LOC_Os03g43840"	560	554	503	431	483	414
"LOC_Os03g43890"	948	1040	915	933	1003	812
"LOC_Os03g44150"	422	497	454	834	897	845
"LOC_Os03g44380"	85	136	68	1902	1540	855
"LOC_Os03g44620"	1933	1973	1519	2486	2680	2020
"LOC_Os03g44670"	635	543	706	451	619	413
"LOC_Os03g44820"	1107	1192	1042.5	1220	1217	1201.5
"LOC_Os03g45170"	574	480	581	394	376	309
"LOC_Os03g45194"	506	479	440	889	794	749
"LOC_Os03g45220"	507	448	297	525	509	434
"LOC_Os03g45260"	425	384	312	429	483	378
"LOC_Os03g45280"	9711.5	11532	6756	19935.5	21821	22455
"LOC_Os03g45400"	3471	3899	3804	4018	4311	3822
"LOC_Os03g45720"	1274	1278	913	3560	3989	3766
